0.4116000000	79.0445552770	-2.3494394483
0.8616000000	75.1694259738	5.6487887525
1.3116000000	74.5234572978	-3.1969429212
1.7616000000	73.3968389210	3.5276328956
2.2116000000	73.3082513430	-3.3727875373
2.6616000000	71.3804805778	2.4808715973
3.1116000000	73.7578069675	-0.9196409345
3.5616000000	72.4797660895	0.7693990580
4.0116000000	71.9664361145	-0.5141364330
4.4616000000	71.7249382933	0.4801336400
4.9116000000	70.7916490302	-1.0947393073
5.3616000000	69.7677396346	1.1942486663
5.8116000000	70.2029676801	-1.0337337564
6.2616000000	68.5783888012	1.6804901934
6.7116000000	68.2411131203	-0.5925587540
7.1616000000	68.6468437939	2.7058755816
7.6116000000	68.6781275519	-0.5818121942
8.0616000000	67.8461949828	0.7974764154
8.5116000000	68.1169375117	-1.2566079731
8.9616000000	67.7303917492	-0.0159662528
9.4116000000	67.7692504055	-1.1523900110
9.8616000000	66.9151197086	2.5534029395
10.3116000000	67.5713678574	-1.2291001692
10.7616000000	67.1768855698	1.8936909811
11.2116000000	66.4966793994	-0.2096964772
11.6616000000	66.1026924420	1.2349266969
12.1116000000	65.3389557055	-0.4302047561
12.5616000000	65.0354286848	0.7689779510
13.0116000000	65.4293149266	-0.4681487263
13.4616000000	65.8179657157	1.1888200297
13.9116000000	66.1918943109	-0.3646687606
14.3616000000	64.6377087595	1.3545636139
14.8116000000	63.7647877664	-0.9493909707
15.2616000000	63.8917734097	1.1597932469
15.7116000000	64.3547189370	-0.2969270231
16.1616000000	64.8166738038	1.6026886592
16.6116000000	64.8791983336	-0.2803919511
17.0616000000	62.6489671826	1.2865609653
17.5116000000	64.3235788807	-1.9090306855
17.9616000000	63.5104960881	2.0690815021
18.4116000000	62.8878564000	-1.5678370998
18.8616000000	62.6953842433	1.0200302405
19.3116000000	63.7172380945	-0.3224552570
19.7616000000	61.3447195547	-0.9081086473
20.2116000000	62.2734453852	-0.4543577127
20.6616000000	61.3083522926	1.0145686157
21.1116000000	60.7700141551	0.6124024673
21.5616000000	61.0061428199	0.1569823561
22.0116000000	61.6608719897	-1.1537587923
22.4616000000	60.9585766540	-0.4974529144
22.9116000000	60.9445082352	-1.1087764891
23.3616000000	60.1829854876	0.5568915293
23.8116000000	61.0001363826	-0.6219306694
24.2616000000	60.1435902658	0.1680558034
24.7116000000	59.4860510612	0.0336619533
25.1616000000	58.7902574930	-0.2092871194
25.6116000000	60.2005607024	0.5201891327
26.0616000000	59.6515767205	0.3475409190
26.5116000000	58.7537730214	0.6395156563
26.9616000000	58.3871766584	1.5558339975
27.4116000000	58.6397231858	-0.4979399976
27.8616000000	58.9932070512	-0.0489374326
28.3116000000	58.8477397539	-0.2539507821
28.7616000000	58.2260807282	0.0078315731
29.2116000000	58.7440336162	-0.9984348803
29.6616000000	57.8061214401	-0.2835058833
30.1116000000	57.6146481910	-0.4112890033
30.5616000000	56.9380990141	0.4739140226
31.0116000000	56.2065342296	0.2679777399
31.4616000000	56.3566656750	1.3866166054
31.9116000000	56.1988751098	-0.3944187967
32.3616000000	57.1470467625	0.7724912429
32.8116000000	55.4566562339	-1.0115226368
33.2616000000	55.6461993952	1.7773229388
33.7116000000	56.4175540164	0.9014234681
34.1616000000	54.7752579720	0.6564188510
34.6116000000	56.1376681280	-0.5681071531
35.0616000000	56.0176448432	0.0782661358
35.5116000000	55.0405471232	0.6300519053
35.9616000000	55.2922796798	-0.4044356072
36.4116000000	54.3256263731	0.3328252212
36.8616000000	54.5776693232	-0.6834662897
37.3116000000	53.7801574343	0.1528365282
37.7616000000	54.9206080598	-0.2124422868
38.2116000000	54.6885227563	1.1202113371
38.6616000000	54.1941185322	0.3059464512
39.1116000000	53.5486846706	0.8811966632
39.5616000000	52.1810738011	-0.3331623327
40.0116000000	54.4047107161	-0.1526783095
40.4616000000	52.9625624422	-1.0417827461
40.9116000000	54.0777027588	0.0967972719
41.3616000000	53.1513676072	0.6367963389
41.8116000000	50.8638226381	-0.7293220439
42.2616000000	51.8795940776	-0.7211675939
42.7116000000	52.5101785378	1.6742870701
43.1616000000	50.9621431254	-0.7273589680
43.6116000000	51.6757298333	0.3452656986
44.0616000000	50.3362558015	0.3535538522
44.5116000000	51.8096201060	0.7252089782
44.9616000000	52.4758420790	0.7284053807
45.4116000000	51.8423798567	-0.3419458166
45.8616000000	50.4758091299	-1.0685278126
46.3116000000	51.3524301029	-0.4682776850
46.7616000000	51.0226450990	0.8988048661
47.2116000000	50.5237946517	0.0372924547
47.6616000000	49.8902399610	-0.1848767537
48.1116000000	52.4094591247	0.0378885005
48.5616000000	49.3832268167	-0.6713032176
49.0116000000	49.7383633646	-0.3388171414
49.4616000000	49.0488948741	0.8560283050
49.9116000000	49.8436132224	-0.1440385273
50.3616000000	49.7845954885	1.0910161116
50.8116000000	47.8946779762	-0.0125059453
51.2616000000	47.0188957150	0.2900139208
51.7116000000	49.5136185405	0.9973515254
52.1616000000	48.1725842946	0.2739741790
52.6116000000	50.2088920373	0.9964120982
53.0616000000	49.5126708662	-0.3386074635
53.5116000000	48.9288550953	0.2210306097
53.9616000000	47.3859196809	0.4657660685
54.4116000000	47.0907567882	0.8748698345
54.8616000000	47.1397247235	-2.0163313427
55.3116000000	48.2059648321	-0.7567886126
55.7616000000	47.7216186537	0.7257785317
56.2116000000	47.0758661516	0.6421472501
56.6616000000	48.2747384653	0.9274782693
57.1116000000	47.0494909589	-0.2638273931
57.5616000000	47.8237645773	0.7385971299
58.0116000000	46.5069162761	-0.4875485685
58.4616000000	47.0622253357	1.1228941642
58.9116000000	46.8180181952	0.4645327419
59.3616000000	47.5907151055	-0.5460792192
59.8116000000	46.4759099234	0.2555932406
60.2616000000	45.7494039018	-0.5073890056
60.7116000000	46.4559605239	0.5799166197
61.1616000000	46.5225366620	0.2147550142
61.6116000000	45.3535380900	-0.4533128252
62.0616000000	45.2222564211	1.0268718874
62.5116000000	45.5192816743	0.7269441310
62.9616000000	45.1717959991	0.4161690994
63.4116000000	44.0255486143	0.2282273873
63.8616000000	45.6524339507	-0.0033790799
64.3116000000	43.7145639047	0.3500205641
64.7616000000	45.1021159268	0.5993706890
65.2116000000	44.9962452822	0.3682000717
65.6616000000	44.9838460399	0.9217309921
66.1116000000	46.4759016764	-0.3850922515
66.5616000000	44.2176426502	0.3924025105
67.0116000000	44.7888495009	0.1606028594
67.4616000000	43.0459430059	-1.2876113320
67.9116000000	43.9179328188	0.9617552478
68.3616000000	45.0389376220	-0.1166826722
68.8116000000	42.6524678729	-0.2397851500
69.2616000000	43.3177504186	-0.9318622443
69.7116000000	41.9173880454	-0.4383809534
70.1616000000	42.1124770529	-0.5254348095
70.6116000000	44.1802187513	0.5459317894
71.0616000000	43.4549543033	-0.1442664504
71.5116000000	44.9209781286	0.2238736326
71.9616000000	43.6635834113	-0.5045707238
72.4116000000	42.4087890508	-0.0135725802
72.8616000000	42.0220171163	-0.2799943425
73.3116000000	43.3672961545	0.9056235230
73.7616000000	41.8618523663	-1.7734087621
74.2116000000	42.0168576378	0.4845481178
74.6616000000	42.7948147420	-1.4981028005
75.1116000000	42.8564410797	-0.8730294473
75.5616000000	41.4644675755	0.7524293787
76.0116000000	40.4651469866	1.7086630130
76.4616000000	42.1789772167	1.2389565580
76.9116000000	41.3219952499	0.2961870498
77.3616000000	40.4494011442	-0.7082005491
77.8116000000	41.5213208026	0.0306882207
78.2616000000	40.6291801592	-1.4793619864
78.7116000000	40.5202220746	-0.6111216355
79.1616000000	41.8074905335	-0.2654140993
79.6116000000	40.2350842394	-0.4679278075
80.0616000000	40.2609228667	-1.0872126485
80.5116000000	40.3054940610	-0.1815483987
80.9616000000	40.5649946999	-0.1204503793
81.4116000000	41.5872679069	-1.0115508800
