"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				";;;;;;;;;;;
"347	1	-22.713.506.687.432.500	-47.628.582.520.410.400	5.399.176.025.390.620	2025-04-23T18:38:45Z																								";;;;;;;;;;;
"348	1	-22.713.446.505.367.700	-47.628.646.558.150.600	5.394.368.896.484.370	2025-04-23T18:38:50Z																								";;;;;;;;;;;
"349	1	-22.713.365.703.821.100	-47.628.637.170.419.000	5.394.368.896.484.370	2025-04-23T18:38:55Z																								";;;;;;;;;;;
"350	1	-227.133.181.784.302	-47.628.568.941.727.200	5.394.368.896.484.370	2025-04-23T18:39:00Z																								";;;;;;;;;;;
"351	1	-22.713.345.335.796.400	-47.628.487.553.447.400	538.956.298.828.125	2025-04-23T18:39:05Z																								";;;;;;;;;;;
"352	1	-22.713.429.573.923.300	-47.628.447.487.950.300	5.394.368.896.484.370	2025-04-23T18:39:10Z																								";;;;;;;;;;;
"353	1	-22.713.491.516.187.700	-47.628.499.120.473.800	538.956.298.828.125	2025-04-23T18:39:15Z																								";;;;;;;;;;;
"354	1	-22.713.504.005.223.500	-47.628.589.561.209.000	5.394.368.896.484.370	2025-04-23T18:39:20Z																								";;;;;;;;;;;
"355	1	-2.271.343.351.341.780	-4.762.865.049.764.510	5.394.368.896.484.370	2025-04-23T18:39:25Z																								";;;;;;;;;;;
"356	1	-22.713.351.370.766.700	-47.628.626.190.125.900	538.956.298.828.125	2025-04-23T18:39:30Z																								";;;;;;;;;;;
"357	1	-22.713.317.256.420.800	-47.628.540.443.256.400	538.956.298.828.125	2025-04-23T18:39:35Z																								";;;;;;;;;;;
"358	1	-22.713.360.339.403.100	-47.628.462.240.099.900	538.956.298.828.125	2025-04-23T18:39:40Z																								";;;;;;;;;;;
"359	1	-2.271.344.575.099.640	-47.628.452.936.187.300	5.394.368.896.484.370	2025-04-23T18:39:45Z																								";;;;;;;;;;;
"360	1	-2.271.350.434.049.960	-47.628.517.895.936.900	5.394.368.896.484.370	2025-04-23T18:39:50Z																								";;;;;;;;;;;
"361	1	-22.713.496.964.424.800	-4.762.860.850.431.020	5.394.368.896.484.370	2025-04-23T18:39:55Z																								";;;;;;;;;;;
"362	1	-22.713.416.246.697.300	-47.628.650.581.464.100	538.956.298.828.125	2025-04-23T18:40:00Z																								";;;;;;;;;;;
"363	1	-22.713.337.037.712.300	-47.628.612.527.623.700	538.956.298.828.125	2025-04-23T18:40:05Z																								";;;;;;;;;;;
"364	1	-22.713.324.129.581.400	-47.628.525.272.011.700	5.399.176.025.390.620	2025-04-23T18:40:10Z																								";;;;;;;;;;;
"365	1	-22.713.373.834.267.200	-47.628.460.898.995.300	5.403.983.154.296.870	2025-04-23T18:40:15Z																								";;;;;;;;;;;
"366	1	-22.713.460.000.231.800	-47.628.463.329.747.300	54.087.890.625	2025-04-23T18:40:20Z																								";;;;;;;;;;;
"367	1	-22.713.500.401.005.100	-47.628.536.252.304.900	54.087.890.625	2025-04-23T18:40:25Z																								";;;;;;;;;;;
"368	1	-22.713.467.627.763.700	-47.628.614.120.185.300	5.403.983.154.296.870	2025-04-23T18:40:30Z																								";;;;;;;;;;;
"369	1	-22.713.389.676.064.200	-47.628.644.043.579.600	5.403.983.154.296.870	2025-04-23T18:40:35Z																								";;;;;;;;;;;
"370	1	-22.713.328.152.894.900	-476.285.903.993.994	5.403.983.154.296.870	2025-04-23T18:40:40Z																								";;;;;;;;;;;
"371	1	-22.713.324.800.133.700	-47.628.500.545.397.400	54.087.890.625	2025-04-23T18:40:45Z																								";;;;;;;;;;;
"372	1	-22.713.394.621.387.100	-47.628.457.378.596.000	54.087.890.625	2025-04-23T18:40:50Z																								";;;;;;;;;;;
"373	1	-22.713.471.651.077.200	-47.628.474.645.316.600	54.087.890.625	2025-04-23T18:40:55Z																								";;;;;;;;;;;
"374	1	-22.713.506.268.337.300	-4.762.853.030.115.360	54.087.890.625	2025-04-23T18:41:00Z																								";;;;;;;;;;;
"375	1	-22.713.505.513.966.000	-47.628.583.526.238.700	54.087.890.625	2025-04-23T18:41:05Z																								";;;;;;;;;;;
"376	1	-22.713.487.576.693.200	-47.628.621.831.536.200	54.087.890.625	2025-04-23T18:41:10Z																								";;;;;;;;;;;
"377	1	-22.713.463.185.355.000	-47.628.640.439.361.300	5.403.983.154.296.870	2025-04-23T18:41:15Z																								";;;;;;;;;;;
"378	1	-22.713.427.981.361.700	-47.628.648.318.350.300	5.399.176.025.390.620	2025-04-23T18:41:20Z																								";;;;;;;;;;;
"379	1	-22.713.402.165.099.900	-47.628.644.881.770.000	5.394.368.896.484.370	2025-04-23T18:41:25Z																								";;;;;;;;;;;
"380	1	-22.713.403.338.566.400	-47.628.641.361.370.600	5.394.368.896.484.370	2025-04-23T18:41:30Z																								";;;;;;;;;;;
"381	1	-22.713.403.422.385.400	-47.628.641.109.913.500	5.394.368.896.484.370	2025-04-23T18:41:35Z																								";;;;;;;;;;;
"382	1	-22.713.403.506.204.400	-47.628.640.774.637.400	5.394.368.896.484.370	2025-04-23T18:41:40Z																								";;;;;;;;;;;
"383	1	-22.713.403.422.385.400	-47.628.640.523.180.300	5.394.368.896.484.370	2025-04-23T18:41:45Z																								";;;;;;;;;;;
"384	1	-22.713.403.506.204.400	-47.628.640.439.361.300	5.394.368.896.484.370	2025-04-23T18:41:50Z																								";;;;;;;;;;;
"385	1	-22.713.403.422.385.400	-47.628.640.439.361.300	5.394.368.896.484.370	2025-04-23T18:41:55Z																								";;;;;;;;;;;
"386	1	-22.713.403.422.385.400	-47.628.640.523.180.300	5.394.368.896.484.370	2025-04-23T18:42:00Z																								";;;;;;;;;;;
"387	1	-22.713.403.422.385.400	-47.628.640.523.180.300	5.394.368.896.484.370	2025-04-23T18:42:05Z																								";;;;;;;;;;;
"388	1	-22.713.403.422.385.400	-47.628.640.355.542.300	5.394.368.896.484.370	2025-04-23T18:42:10Z																								";;;;;;;;;;;
"389	1	-22.713.403.338.566.400	-47.628.640.187.904.200	5.394.368.896.484.370	2025-04-23T18:42:15Z																								";;;;;;;;;;;
"390	1	-22.713.403.170.928.300	-47.628.640.104.085.200	5.394.368.896.484.370	2025-04-23T18:42:20Z																								";;;;;;;;;;;
"391	1	-22.713.403.003.290.200	-47.628.640.104.085.200	5.394.368.896.484.370	2025-04-23T18:42:25Z																								";;;;;;;;;;;
"392	1	-22.713.402.835.652.200	-47.628.640.104.085.200	5.394.368.896.484.370	2025-04-23T18:42:30Z																								";;;;;;;;;;;
"393	1	-227.134.027.518.332	-47.628.640.104.085.200	5.394.368.896.484.370	2025-04-23T18:42:35Z																								";;;;;;;;;;;
"394	1	-22.713.402.668.014.100	-47.628.639.936.447.100	5.394.368.896.484.370	2025-04-23T18:42:40Z																								";;;;;;;;;;;
"395	1	-227.134.027.518.332	-47.628.640.020.266.100	5.394.368.896.484.370	2025-04-23T18:42:45Z																								";;;;;;;;;;;
"396	1	-22.713.402.835.652.200	-47.628.640.020.266.100	5.394.368.896.484.370	2025-04-23T18:42:50Z																								";;;;;;;;;;;
"397	1	-22.713.402.919.471.200	-47.628.640.020.266.100	5.394.368.896.484.370	2025-04-23T18:42:55Z																								";;;;;;;;;;;
"398	1	-227.134.027.518.332	-47.628.640.020.266.100	5.394.368.896.484.370	2025-04-23T18:43:00Z																								";;;;;;;;;;;
"399	1	-22.713.402.668.014.100	-4.762.863.976.880.900	5.394.368.896.484.370	2025-04-23T18:43:05Z																								";;;;;;;;;;;
"400	1	-22.713.402.668.014.100	-47.628.639.684.990.000	5.394.368.896.484.370	2025-04-23T18:43:10Z																								";;;;;;;;;;;
"401	1	-22.713.402.584.195.100	-47.628.639.601.171.000	5.394.368.896.484.370	2025-04-23T18:43:15Z																								";;;;;;;;;;;
"402	1	-22.713.402.668.014.100	-47.628.639.517.351.900	5.394.368.896.484.370	2025-04-23T18:43:20Z																								";;;;;;;;;;;
"403	1	-22.713.402.668.014.100	-47.628.639.601.171.000	5.394.368.896.484.370	2025-04-23T18:43:25Z																								";;;;;;;;;;;
"404	1	-22.713.402.584.195.100	-47.628.639.684.990.000	5.394.368.896.484.370	2025-04-23T18:43:30Z																								";;;;;;;;;;;
"405	1	-22.713.402.584.195.100	-47.628.639.601.171.000	538.956.298.828.125	2025-04-23T18:43:35Z																								";;;;;;;;;;;
"406	1	-22.713.402.668.014.100	-4.762.863.976.880.900	5.394.368.896.484.370	2025-04-23T18:43:40Z																								";;;;;;;;;;;
"407	1	-22.713.402.835.652.200	-47.628.639.601.171.000	538.956.298.828.125	2025-04-23T18:43:45Z																								";;;;;;;;;;;
"408	1	-227.134.027.518.332	-47.628.639.517.351.900	538.956.298.828.125	2025-04-23T18:43:50Z																								";;;;;;;;;;;
"409	1	-22.713.402.668.014.100	-47.628.639.433.532.900	538.956.298.828.125	2025-04-23T18:43:55Z																								";;;;;;;;;;;
"410	1	-22.713.402.584.195.100	-4.762.863.926.589.480	538.956.298.828.125	2025-04-23T18:44:00Z																								";;;;;;;;;;;
"411	1	-22.713.402.584.195.100	-47.628.639.182.075.800	538.956.298.828.125	2025-04-23T18:44:05Z																								";;;;;;;;;;;
"412	1	-22.713.402.584.195.100	-47.628.639.182.075.800	538.956.298.828.125	2025-04-23T18:44:10Z																								";;;;;;;;;;;
"413	1	-22.713.402.584.195.100	-47.628.639.098.256.800	538.956.298.828.125	2025-04-23T18:44:15Z																								";;;;;;;;;;;
"414	1	-22.713.402.668.014.100	-47.628.639.182.075.800	538.956.298.828.125	2025-04-23T18:44:20Z																								";;;;;;;;;;;
"415	1	-22.713.402.919.471.200	-47.628.639.098.256.800	538.956.298.828.125	2025-04-23T18:44:25Z																								";;;;;;;;;;;
"416	1	-22.713.402.919.471.200	-47.628.639.098.256.800	538.956.298.828.125	2025-04-23T18:44:30Z																								";;;;;;;;;;;
"417	1	-22.713.403.003.290.200	-47.628.639.098.256.800	538.956.298.828.125	2025-04-23T18:44:35Z																								";;;;;;;;;;;
"418	1	-22.713.403.003.290.200	-47.628.639.098.256.800	538.956.298.828.125	2025-04-23T18:44:40Z																								";;;;;;;;;;;
"419	1	-22.713.403.087.109.300	-47.628.639.014.437.700	538.956.298.828.125	2025-04-23T18:44:45Z																								";;;;;;;;;;;
"420	1	-22.713.403.170.928.300	-47.628.638.930.618.700	538.956.298.828.125	2025-04-23T18:44:50Z																								";;;;;;;;;;;
"421	1	-22.713.403.254.747.300	-476.286.387.629.807	538.956.298.828.125	2025-04-23T18:44:55Z																								";;;;;;;;;;;
"422	1	-22.713.403.422.385.400	-47.628.638.679.161.600	538.956.298.828.125	2025-04-23T18:45:00Z																								";;;;;;;;;;;
"423	1	-22.713.403.422.385.400	-476.286.387.629.807	538.956.298.828.125	2025-04-23T18:45:05Z																								";;;;;;;;;;;
"424	1	-22.713.403.422.385.400	-476.286.387.629.807	538.956.298.828.125	2025-04-23T18:45:10Z																								";;;;;;;;;;;
"425	1	-22.713.403.338.566.400	-47.628.638.846.799.700	538.956.298.828.125	2025-04-23T18:45:15Z																								";;;;;;;;;;;
"426	1	-22.713.403.338.566.400	-476.286.387.629.807	538.956.298.828.125	2025-04-23T18:45:20Z																								";;;;;;;;;;;
"427	1	-22.713.403.422.385.400	-476.286.387.629.807	538.956.298.828.125	2025-04-23T18:45:25Z																								";;;;;;;;;;;
"428	1	-22.713.403.422.385.400	-47.628.638.679.161.600	538.956.298.828.125	2025-04-23T18:45:30Z																								";;;;;;;;;;;
"429	1	-22.713.403.338.566.400	-47.628.638.595.342.600	538.956.298.828.125	2025-04-23T18:45:35Z																								";;;;;;;;;;;
"430	1	-22.713.403.254.747.300	-47.628.638.427.704.500	538.956.298.828.125	2025-04-23T18:45:40Z																								";;;;;;;;;;;
"431	1	-22.713.403.338.566.400	-47.628.638.343.885.500	538.956.298.828.125	2025-04-23T18:45:45Z																								";;;;;;;;;;;
"432	1	-22.713.403.422.385.400	-47.628.638.260.066.500	538.956.298.828.125	2025-04-23T18:45:50Z																								";;;;;;;;;;;
"433	1	-22.713.403.422.385.400	-47.628.638.092.428.400	538.956.298.828.125	2025-04-23T18:45:55Z																								";;;;;;;;;;;
"434	1	-22.713.403.506.204.400	-47.628.637.840.971.300	538.956.298.828.125	2025-04-23T18:46:00Z																								";;;;;;;;;;;
"435	1	-22.713.403.422.385.400	-47.628.637.673.333.200	538.956.298.828.125	2025-04-23T18:46:05Z																								";;;;;;;;;;;
"436	1	-22.713.403.338.566.400	-47.628.637.589.514.200	538.956.298.828.125	2025-04-23T18:46:10Z																								";;;;;;;;;;;
"437	1	-22.713.403.254.747.300	-47.628.637.589.514.200	538.956.298.828.125	2025-04-23T18:46:15Z																								";;;;;;;;;;;
"438	1	-22.713.403.170.928.300	-47.628.637.505.695.200	538.956.298.828.125	2025-04-23T18:46:20Z																								";;;;;;;;;;;
"439	1	-22.713.403.087.109.300	-47.628.637.421.876.100	538.956.298.828.125	2025-04-23T18:46:25Z																								";;;;;;;;;;;
"440	1	-22.713.403.003.290.200	-4.762.863.733.805.710	538.956.298.828.125	2025-04-23T18:46:30Z																								";;;;;;;;;;;
"441	1	-22.713.403.003.290.200	-47.628.637.254.238.100	538.956.298.828.125	2025-04-23T18:46:35Z																								";;;;;;;;;;;
"442	1	-22.713.402.835.652.200	-47.628.637.002.781.000	538.956.298.828.125	2025-04-23T18:46:40Z																								";;;;;;;;;;;
"443	1	-22.713.402.668.014.100	-47.628.637.086.600.000	538.956.298.828.125	2025-04-23T18:46:45Z																								";;;;;;;;;;;
"444	1	-22.713.402.584.195.100	-4.762.863.683.514.290	538.956.298.828.125	2025-04-23T18:46:50Z																								";;;;;;;;;;;
"445	1	-22.713.402.584.195.100	-4.762.863.683.514.290	538.956.298.828.125	2025-04-23T18:46:55Z																								";;;;;;;;;;;
"446	1	-22.713.402.668.014.100	-47.628.636.667.504.900	538.956.298.828.125	2025-04-23T18:47:00Z																								";;;;;;;;;;;
"447	1	-227.134.027.518.332	-47.628.636.416.047.800	538.956.298.828.125	2025-04-23T18:47:05Z																								";;;;;;;;;;;
"448	1	-227.134.027.518.332	-4.762.863.633.222.870	538.956.298.828.125	2025-04-23T18:47:10Z																								";;;;;;;;;;;
"449	1	-22.713.402.668.014.100	-47.628.636.164.590.700	538.956.298.828.125	2025-04-23T18:47:15Z																								";;;;;;;;;;;
"450	1	-227.134.027.518.332	-47.628.635.996.952.600	538.956.298.828.125	2025-04-23T18:47:20Z																								";;;;;;;;;;;
"451	1	-227.134.027.518.332	-47.628.635.913.133.600	538.956.298.828.125	2025-04-23T18:47:25Z																								";;;;;;;;;;;
"452	1	-22.713.402.835.652.200	-47.628.635.913.133.600	538.956.298.828.125	2025-04-23T18:47:30Z																								";;;;;;;;;;;
"453	1	-22.713.402.668.014.100	-4.762.863.582.931.450	538.956.298.828.125	2025-04-23T18:47:35Z																								";;;;;;;;;;;
"454	1	-22.713.402.332.738.000	-47.628.635.661.676.500	538.956.298.828.125	2025-04-23T18:47:40Z																								";;;;;;;;;;;
"455	1	-22.713.402.416.557.000	-47.628.635.494.038.400	538.956.298.828.125	2025-04-23T18:47:45Z																								";;;;;;;;;;;
"456	1	-22.713.402.416.557.000	-47.628.635.410.219.400	538.956.298.828.125	2025-04-23T18:47:50Z																								";;;;;;;;;;;
"457	1	-22.713.402.584.195.100	-47.628.635.410.219.400	538.956.298.828.125	2025-04-23T18:47:55Z																								";;;;;;;;;;;
"458	1	-22.713.402.500.376.100	-47.628.635.410.219.400	538.956.298.828.125	2025-04-23T18:48:00Z																								";;;;;;;;;;;
"459	1	-22.713.402.584.195.100	-47.628.635.326.400.300	538.956.298.828.125	2025-04-23T18:48:05Z																								";;;;;;;;;;;
"460	1	-22.713.402.668.014.100	-47.628.635.242.581.300	538.956.298.828.125	2025-04-23T18:48:10Z																								";;;;;;;;;;;
"461	1	-22.713.402.668.014.100	-47.628.635.326.400.300	538.956.298.828.125	2025-04-23T18:48:15Z																								";;;;;;;;;;;
"462	1	-22.713.402.500.376.100	-47.628.635.326.400.300	538.956.298.828.125	2025-04-23T18:48:20Z																								";;;;;;;;;;;
"463	1	-22.713.402.416.557.000	-47.628.635.326.400.300	538.956.298.828.125	2025-04-23T18:48:25Z																								";;;;;;;;;;;
"464	1	-22.713.402.416.557.000	-47.628.635.242.581.300	538.956.298.828.125	2025-04-23T18:48:30Z																								";;;;;;;;;;;
"465	1	-22.713.402.332.738.000	-47.628.635.242.581.300	538.956.298.828.125	2025-04-23T18:48:35Z																								";;;;;;;;;;;
"466	1	-22.713.402.500.376.100	-47.628.635.158.762.300	538.956.298.828.125	2025-04-23T18:48:40Z																								";;;;;;;;;;;
"467	1	-22.713.402.416.557.000	-47.628.635.074.943.300	538.956.298.828.125	2025-04-23T18:48:45Z																								";;;;;;;;;;;
"468	1	-2.271.340.224.891.900	-47.628.635.074.943.300	538.956.298.828.125	2025-04-23T18:48:50Z																								";;;;;;;;;;;
"469	1	-22.713.402.165.099.900	-47.628.635.242.581.300	538.956.298.828.125	2025-04-23T18:48:55Z																								";;;;;;;;;;;
"470	1	-22.713.402.081.280.900	-47.628.635.074.943.300	538.956.298.828.125	2025-04-23T18:49:00Z																								";;;;;;;;;;;
"471	1	-22.713.402.081.280.900	-47.628.634.907.305.200	538.956.298.828.125	2025-04-23T18:49:05Z																								";;;;;;;;;;;
"472	1	-22.713.402.165.099.900	-47.628.634.907.305.200	538.956.298.828.125	2025-04-23T18:49:10Z																								";;;;;;;;;;;
"473	1	-22.713.402.165.099.900	-47.628.634.823.486.200	538.956.298.828.125	2025-04-23T18:49:15Z																								";;;;;;;;;;;
"474	1	-22.713.402.165.099.900	-47.628.634.655.848.100	538.956.298.828.125	2025-04-23T18:49:20Z																								";;;;;;;;;;;
"475	1	-22.713.402.081.280.900	-47.628.634.488.210.000	538.956.298.828.125	2025-04-23T18:49:25Z																								";;;;;;;;;;;
"476	1	-22.713.402.081.280.900	-47.628.634.320.572.000	538.956.298.828.125	2025-04-23T18:49:30Z																								";;;;;;;;;;;
"477	1	-22.713.402.081.280.900	-4.762.863.440.439.100	538.956.298.828.125	2025-04-23T18:49:35Z																								";;;;;;;;;;;
"478	1	-22.713.402.081.280.900	-4.762.863.440.439.100	538.956.298.828.125	2025-04-23T18:49:40Z																								";;;;;;;;;;;
"479	1	-22.713.402.081.280.900	-4.762.863.440.439.100	538.956.298.828.125	2025-04-23T18:49:45Z																								";;;;;;;;;;;
"480	1	-22.713.402.081.280.900	-4.762.863.440.439.100	538.956.298.828.125	2025-04-23T18:49:50Z																								";;;;;;;;;;;
"481	1	-22.713.386.826.217.100	-4.762.863.440.439.100	538.956.298.828.125	2025-04-23T18:49:55Z																								";;;;;;;;;;;
"482	1	-22.713.356.567.546.700	-47.628.617.808.222.700	5.384.757.080.078.120	2025-04-23T18:50:00Z																								";;;;;;;;;;;
"483	1	-22.713.331.589.475.200	-47.628.584.280.610.000	5.384.757.080.078.120	2025-04-23T18:50:05Z																								";;;;;;;;;;;
"484	1	-22.713.328.907.266.200	-47.628.512.950.614.000	5.384.757.080.078.120	2025-04-23T18:50:10Z																								";;;;;;;;;;;
"485	1	-22.713.381.797.075.200	-47.628.454.025.834.700	538.956.298.828.125	2025-04-23T18:50:15Z																								";;;;;;;;;;;
"486	1	-22.713.461.760.431.500	-47.628.456.959.500.900	5.394.368.896.484.370	2025-04-23T18:50:20Z																								";;;;;;;;;;;
"487	1	-22.713.505.262.508.900	-47.628.531.390.801.000	5.394.368.896.484.370	2025-04-23T18:50:25Z																								";;;;;;;;;;;
"488	1	-22.713.474.165.648.200	-47.628.615.545.108.900	5.394.368.896.484.370	2025-04-23T18:50:30Z																								";;;;;;;;;;;
"489	1	-2.271.339.344.792.060	-47.628.638.679.161.600	5.394.368.896.484.370	2025-04-23T18:50:35Z																								";;;;;;;;;;;
"490	1	-22.713.329.158.723.300	-47.628.591.237.589.700	5.399.176.025.390.620	2025-04-23T18:50:40Z																								";;;;;;;;;;;
"491	1	-2.271.332.991.309.460	-47.628.500.545.397.400	538.956.298.828.125	2025-04-23T18:50:45Z																								";;;;;;;;;;;
"492	1	-22.713.398.057.967.400	-47.628.449.248.149.900	5.379.949.951.171.870	2025-04-23T18:50:50Z																								";;;;;;;;;;;
"493	1	-22.713.475.003.838.500	-4.762.846.726.924.180	5.384.757.080.078.120	2025-04-23T18:50:55Z																								";;;;;;;;;;;
"494	1	-22.713.505.597.785.100	-47.628.548.154.607.400	5.384.757.080.078.120	2025-04-23T18:51:00Z																								";;;;;;;;;;;
"495	1	-22.713.463.520.631.100	-47.628.621.412.441.100	5.384.757.080.078.120	2025-04-23T18:51:05Z																								";;;;;;;;;;;
"496	1	-22.713.377.187.028.500	-47.628.631.386.905.900	5.375.142.822.265.620	2025-04-23T18:51:10Z																								";;;;;;;;;;;
"497	1	-22.713.324.632.495.600	-47.628.571.707.755.300	5.384.757.080.078.120	2025-04-23T18:51:15Z																								";;;;;;;;;;;
"498	1	-22.713.340.893.387.700	-47.628.488.140.180.700	5.375.142.822.265.620	2025-04-23T18:51:20Z																								";;;;;;;;;;;
"499	1	-22.713.418.174.535.000	-47.628.446.063.026.700	5.375.142.822.265.620	2025-04-23T18:51:25Z																								";;;;;;;;;;;
"500	1	-22.713.491.851.463.900	-47.628.485.457.971.600	53.703.369.140.625	2025-04-23T18:51:30Z																								";;;;;;;;;;;
"501	1	-22.713.506.100.699.300	-47.628.566.091.880.200	5.379.949.951.171.870	2025-04-23T18:51:35Z																								";;;;;;;;;;;
"502	1	-22.713.448.936.119.600	-47.628.631.638.363.000	5.379.949.951.171.870	2025-04-23T18:51:40Z																								";;;;;;;;;;;
"503	1	-22.713.368.637.487.200	-47.628.628.285.601.700	5.379.949.951.171.870	2025-04-23T18:51:45Z																								";;;;;;;;;;;
"504	1	-22.713.325.722.143.000	-47.628.558.883.443.400	5.379.949.951.171.870	2025-04-23T18:51:50Z																								";;;;;;;;;;;
"505	1	-22.713.355.477.899.300	-47.628.481.099.382.000	5.379.949.951.171.870	2025-04-23T18:51:55Z																								";;;;;;;;;;;
"506	1	-22.713.434.770.703.300	-47.628.449.751.064.100	5.379.949.951.171.870	2025-04-23T18:52:00Z																								";;;;;;;;;;;
"507	1	-22.713.499.562.814.800	-47.628.497.192.636.100	5.379.949.951.171.870	2025-04-23T18:52:05Z																								";;;;;;;;;;;
"508	1	-22.713.503.502.309.300	-47.628.585.118.800.400	5.379.949.951.171.870	2025-04-23T18:52:10Z																								";;;;;;;;;;;
"509	1	-2.271.343.594.416.970	-47.628.639.182.075.800	5.379.949.951.171.870	2025-04-23T18:52:15Z																								";;;;;;;;;;;
"510	1	-22.713.355.729.356.400	-47.628.618.814.051.100	5.379.949.951.171.870	2025-04-23T18:52:20Z																								";;;;;;;;;;;
"511	1	-22.713.328.069.075.900	-47.628.540.275.618.400	5.379.949.951.171.870	2025-04-23T18:52:25Z																								";;;;;;;;;;;
"512	1	-2.271.337.048.150.590	-47.628.472.046.926.600	5.379.949.951.171.870	2025-04-23T18:52:30Z																								";;;;;;;;;;;
"513	1	-22.713.454.635.813.800	-47.628.459.222.614.700	5.379.949.951.171.870	2025-04-23T18:52:35Z																								";;;;;;;;;;;
"514	1	-22.713.511.800.393.400	-47.628.521.164.879.200	5.379.949.951.171.870	2025-04-23T18:52:40Z																								";;;;;;;;;;;
"515	1	-22.713.495.707.139.300	-47.628.610.515.967.000	5.384.757.080.078.120	2025-04-23T18:52:45Z																								";;;;;;;;;;;
"516	1	-22.713.414.235.040.500	-47.628.656.784.072.500	5.384.757.080.078.120	2025-04-23T18:52:50Z																								";;;;;;;;;;;
"517	1	-22.713.343.407.958.700	-47.628.617.221.489.500	5.384.757.080.078.120	2025-04-23T18:52:55Z																								";;;;;;;;;;;
"518	1	-22.713.326.225.057.200	-47.628.527.451.306.500	538.956.298.828.125	2025-04-23T18:53:00Z																								";;;;;;;;;;;
"519	1	-22.713.378.528.133.000	-47.628.463.665.023.400	5.394.368.896.484.370	2025-04-23T18:53:05Z																								";;;;;;;;;;;
"520	1	-22.713.461.592.793.400	-4.762.846.383.266.150	5.394.368.896.484.370	2025-04-23T18:53:10Z																								";;;;;;;;;;;
"521	1	-22.713.509.034.365.400	-47.628.528.038.039.800	5.399.176.025.390.620	2025-04-23T18:53:15Z																								";;;;;;;;;;;
"522	1	-22.713.486.487.045.800	-47.628.607.666.119.900	5.399.176.025.390.620	2025-04-23T18:53:20Z																								";;;;;;;;;;;
"523	1	-22.713.403.422.385.400	-47.628.639.517.351.900	538.956.298.828.125	2025-04-23T18:53:25Z																								";;;;;;;;;;;
"524	1	-22.713.335.864.245.800	-47.628.598.865.121.600	5.394.368.896.484.370	2025-04-23T18:53:30Z																								";;;;;;;;;;;
"525	1	-22.713.327.063.247.500	-47.628.505.658.358.300	5.394.368.896.484.370	2025-04-23T18:53:35Z																								";;;;;;;;;;;
"526	1	-22.713.393.867.015.800	-47.628.451.511.263.800	538.956.298.828.125	2025-04-23T18:53:40Z																								";;;;;;;;;;;
"527	1	-22.713.476.177.304.900	-47.628.466.095.775.300	5.384.757.080.078.120	2025-04-23T18:53:45Z																								";;;;;;;;;;;
"528	1	-22.713.506.268.337.300	-47.628.538.012.504.500	5.384.757.080.078.120	2025-04-23T18:53:50Z																								";;;;;;;;;;;
"529	1	-22.713.464.861.735.700	-47.628.621.412.441.100	538.956.298.828.125	2025-04-23T18:53:55Z																								";;;;;;;;;;;
"530	1	-22.713.380.120.694.600	-4.762.863.733.805.710	538.956.298.828.125	2025-04-23T18:54:00Z																								";;;;;;;;;;;
"531	1	-22.713.323.794.305.300	-47.628.586.124.628.700	5.394.368.896.484.370	2025-04-23T18:54:05Z																								";;;;;;;;;;;
"532	1	-22.713.336.199.522.000	-47.628.491.325.303.900	5.394.368.896.484.370	2025-04-23T18:54:10Z																								";;;;;;;;;;;
"533	1	-2.271.341.054.700.310	-47.628.447.404.131.200	538.956.298.828.125	2025-04-23T18:54:15Z																								";;;;;;;;;;;
"534	1	-22.713.485.732.674.500	-47.628.483.278.676.800	538.956.298.828.125	2025-04-23T18:54:20Z																								";;;;;;;;;;;
"535	1	-22.713.500.652.462.200	-47.628.565.672.785.000	5.394.368.896.484.370	2025-04-23T18:54:25Z																								";;;;;;;;;;;
"536	1	-22.713.445.331.901.300	-47.628.634.320.572.000	5.394.368.896.484.370	2025-04-23T18:54:30Z																								";;;;;;;;;;;
"537	1	-22.713.367.715.477.900	-47.628.631.806.001.000	5.394.368.896.484.370	2025-04-23T18:54:35Z																								";;;;;;;;;;;
"538	1	-22.713.318.848.982.400	-47.628.567.852.079.800	5.394.368.896.484.370	2025-04-23T18:54:40Z																								";;;;;;;;;;;
"539	1	-22.713.345.503.434.500	-47.628.480.931.743.900	5.384.757.080.078.120	2025-04-23T18:54:45Z																								";;;;;;;;;;;
"540	1	-22.713.426.807.895.300	-47.628.444.973.379.300	5.379.949.951.171.870	2025-04-23T18:54:50Z																								";;;;;;;;;;;
"541	1	-22.713.493.863.120.600	-47.628.492.247.313.200	5.379.949.951.171.870	2025-04-23T18:54:55Z																								";;;;;;;;;;;
"542	1	-22.713.500.149.548.000	-4.762.858.453.206.710	538.956.298.828.125	2025-04-23T18:55:00Z																								";;;;;;;;;;;
"543	1	-2.271.343.301.050.360	-47.628.648.737.445.400	538.956.298.828.125	2025-04-23T18:55:05Z																								";;;;;;;;;;;
"544	1	-22.713.354.974.985.100	-47.628.633.147.105.500	538.956.298.828.125	2025-04-23T18:55:10Z																								";;;;;;;;;;;
"545	1	-22.713.323.878.124.300	-47.628.549.328.073.800	5.394.368.896.484.370	2025-04-23T18:55:15Z																								";;;;;;;;;;;
