"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				";;;;;;;;;;;
"1055	1	-22.713.357.657.194.100	-47.628.598.446.026.400	545.685.546.875	2025-04-23T19:37:45Z																								";;;;;;;;;;;
"1056	1	-22.713.341.228.663.900	-47.628.519.404.679.500	545.204.833.984.375	2025-04-23T19:37:50Z																								";;;;;;;;;;;
"1057	1	-22.713.400.740.176.400	-4.762.845.310.382.540	545.204.833.984.375	2025-04-23T19:37:55Z																								";;;;;;;;;;;
"1058	1	-22.713.478.775.694.900	-47.628.464.587.032.700	5.447.242.431.640.620	2025-04-23T19:38:00Z																								";;;;;;;;;;;
"1059	1	-22.713.519.344.106.300	-4.762.853.323.481.970	545.685.546.875	2025-04-23T19:38:05Z																								";;;;;;;;;;;
"1060	1	-22.713.488.414.883.600	-47.628.605.905.920.200	545.204.833.984.375	2025-04-23T19:38:10Z																								";;;;;;;;;;;
"1061	1	-2.271.340.417.675.670	-47.628.636.918.962.000	545.204.833.984.375	2025-04-23T19:38:15Z																								";;;;;;;;;;;
"1062	1	-22.713.338.881.731.000	-47.628.587.046.638.100	54.424.365.234.375	2025-04-23T19:38:20Z																								";;;;;;;;;;;
"1063	1	-22.713.347.850.367.400	-47.628.506.412.729.600	54.424.365.234.375	2025-04-23T19:38:25Z																								";;;;;;;;;;;
"1064	1	-22.713.413.899.764.400	-47.628.448.409.959.600	54.424.365.234.375	2025-04-23T19:38:30Z																								";;;;;;;;;;;
"1065	1	-22.713.487.409.055.200	-47.628.460.312.262.100	54.424.365.234.375	2025-04-23T19:38:35Z																								";;;;;;;;;;;
"1066	1	-2.271.351.657.807.820	-47.628.540.527.075.500	5.447.242.431.640.620	2025-04-23T19:38:40Z																								";;;;;;;;;;;
"1067	1	-22.713.474.417.105.300	-47.628.617.221.489.500	54.424.365.234.375	2025-04-23T19:38:45Z																								";;;;;;;;;;;
"1068	1	-2.271.339.344.792.060	-47.628.623.340.278.800	5.437.628.173.828.120	2025-04-23T19:38:50Z																								";;;;;;;;;;;
"1069	1	-22.713.334.774.598.400	-47.628.572.294.488.500	5.437.628.173.828.120	2025-04-23T19:38:55Z																								";;;;;;;;;;;
"1070	1	-2.271.335.924.975.570	-47.628.495.767.712.500	5.437.628.173.828.120	2025-04-23T19:39:00Z																								";;;;;;;;;;;
"1071	1	-22.713.432.842.865.500	-47.628.444.051.370.000	5.437.628.173.828.120	2025-04-23T19:39:05Z																								";;;;;;;;;;;
"1072	1	-22.713.504.256.680.600	-47.628.473.723.307.200	54.424.365.234.375	2025-04-23T19:39:10Z																								";;;;;;;;;;;
"1073	1	-22.713.518.757.373.000	-47.628.560.643.643.100	5.447.242.431.640.620	2025-04-23T19:39:15Z																								";;;;;;;;;;;
"1074	1	-22.713.468.465.954.000	-47.628.632.057.458.100	5.437.628.173.828.120	2025-04-23T19:39:20Z																								";;;;;;;;;;;
"1075	1	-22.713.382.383.808.400	-47.628.624.262.288.200	5.437.628.173.828.120	2025-04-23T19:39:25Z																								";;;;;;;;;;;
"1076	1	-22.713.336.870.074.200	-47.628.561.649.471.500	5.432.821.044.921.870	2025-04-23T19:39:30Z																								";;;;;;;;;;;
"1077	1	-22.713.366.374.373.400	-47.628.484.703.600.400	5.432.821.044.921.870	2025-04-23T19:39:35Z																								";;;;;;;;;;;
"1078	1	-22.713.447.846.472.200	-47.628.444.889.560.300	5.432.821.044.921.870	2025-04-23T19:39:40Z																								";;;;;;;;;;;
"1079	1	-22.713.517.667.725.600	-47.628.485.206.514.500	5.432.821.044.921.870	2025-04-23T19:39:45Z																								";;;;;;;;;;;
"1080	1	-22.713.518.673.554.000	-47.628.566.259.518.200	5.437.628.173.828.120	2025-04-23T19:39:50Z																								";;;;;;;;;;;
"1081	1	-22.713.453.294.709.300	-47.628.624.932.840.400	5.437.628.173.828.120	2025-04-23T19:39:55Z																								";;;;;;;;;;;
"1082	1	-22.713.379.533.961.400	-47.628.612.611.442.800	5.437.628.173.828.120	2025-04-23T19:40:00Z																								";;;;;;;;;;;
"1083	1	-22.713.350.364.938.300	-47.628.539.269.790.000	5.437.628.173.828.120	2025-04-23T19:40:05Z																								";;;;;;;;;;;
"1084	1	-22.713.388.837.873.900	-47.628.465.257.585.000	5.437.628.173.828.120	2025-04-23T19:40:10Z																								";;;;;;;;;;;
"1085	1	-22.713.469.974.696.600	-47.628.447.571.769.300	5.437.628.173.828.120	2025-04-23T19:40:15Z																								";;;;;;;;;;;
"1086	1	-22.713.525.714.352.700	-47.628.502.305.597.000	5.447.242.431.640.620	2025-04-23T19:40:20Z																								";;;;;;;;;;;
"1087	1	-22.713.509.704.917.600	-47.628.589.896.485.200	545.204.833.984.375	2025-04-23T19:40:25Z																								";;;;;;;;;;;
"1088	1	-22.713.438.039.645.500	-47.628.630.045.801.400	5.447.242.431.640.620	2025-04-23T19:40:30Z																								";;;;;;;;;;;
"1089	1	-22.713.357.321.918.000	-47.628.609.342.500.500	54.424.365.234.375	2025-04-23T19:40:35Z																								";;;;;;;;;;;
"1090	1	-2.271.334.114.484.480	-47.628.525.774.925.900	54.424.365.234.375	2025-04-23T19:40:40Z																								";;;;;;;;;;;
"1091	1	-22.713.398.979.976.700	-47.628.460.396.081.200	54.424.365.234.375	2025-04-23T19:40:45Z																								";;;;;;;;;;;
"1092	1	-22.713.481.122.627.800	-47.628.458.384.424.400	5.447.242.431.640.620	2025-04-23T19:40:50Z																								";;;;;;;;;;;
"1093	1	-22.713.528.228.923.600	-47.628.526.948.392.300	545.685.546.875	2025-04-23T19:40:55Z																								";;;;;;;;;;;
"1094	1	-22.713.500.903.919.300	-47.628.604.816.272.800	545.685.546.875	2025-04-23T19:41:00Z																								";;;;;;;;;;;
"1095	1	-22.713.425.466.790.700	-4.762.863.096.781.070	545.204.833.984.375	2025-04-23T19:41:05Z																								";;;;;;;;;;;
"1096	1	-22.713.354.136.794.800	-47.628.590.483.218.400	5.447.242.431.640.620	2025-04-23T19:41:10Z																								";;;;;;;;;;;
"1097	1	-22.713.350.532.576.400	-47.628.512.615.337.900	54.424.365.234.375	2025-04-23T19:41:15Z																								";;;;;;;;;;;
"1098	1	-22.713.414.654.135.700	-47.628.455.115.482.200	54.424.365.234.375	2025-04-23T19:41:20Z																								";;;;;;;;;;;
"1099	1	-22.713.498.137.891.200	-47.628.464.419.394.700	5.437.628.173.828.120	2025-04-23T19:41:25Z																								";;;;;;;;;;;
"1100	1	-22.713.532.503.694.200	-47.628.548.741.340.600	54.424.365.234.375	2025-04-23T19:41:30Z																								";;;;;;;;;;;
"1101	1	-22.713.494.282.215.800	-47.628.624.932.840.400	54.424.365.234.375	2025-04-23T19:41:35Z																								";;;;;;;;;;;
"1102	1	-22.713.406.188.413.500	-47.628.633.733.838.700	5.437.628.173.828.120	2025-04-23T19:41:40Z																								";;;;;;;;;;;
"1103	1	-22.713.344.413.787.100	-47.628.584.783.524.200	5.432.821.044.921.870	2025-04-23T19:41:45Z																								";;;;;;;;;;;
"1104	1	-22.713.357.741.013.100	-47.628.500.545.397.400	542.801.513.671.875	2025-04-23T19:41:50Z																								";;;;;;;;;;;
"1105	1	-22.713.431.585.580.100	-47.628.452.181.816.100	5.432.821.044.921.870	2025-04-23T19:41:55Z																								";;;;;;;;;;;
"1106	1	-2.271.350.777.707.990	-4.762.847.657.315.430	542.801.513.671.875	2025-04-23T19:42:00Z																								";;;;;;;;;;;
"1107	1	-22.713.526.217.266.900	-47.628.564.247.861.500	5.432.821.044.921.870	2025-04-23T19:42:05Z																								";;;;;;;;;;;
"1108	1	-22.713.477.769.866.500	-47.628.630.548.715.500	5.432.821.044.921.870	2025-04-23T19:42:10Z																								";;;;;;;;;;;
"1109	1	-22.713.400.740.176.400	-47.628.629.207.611.000	5.432.821.044.921.870	2025-04-23T19:42:15Z																								";;;;;;;;;;;
"1110	1	-22.713.352.628.052.200	-47.628.565.169.870.800	542.801.513.671.875	2025-04-23T19:42:20Z																								";;;;;;;;;;;
"1111	1	-22.713.383.808.732.000	-47.628.480.345.010.700	542.801.513.671.875	2025-04-23T19:42:25Z																								";;;;;;;;;;;
"1112	1	-22.713.463.688.269.200	-47.628.444.470.465.100	542.801.513.671.875	2025-04-23T19:42:30Z																								";;;;;;;;;;;
"1113	1	-22.713.531.078.770.700	-47.628.485.122.695.500	5.432.821.044.921.870	2025-04-23T19:42:35Z																								";;;;;;;;;;;
"1114	1	-22.713.531.330.227.800	-47.628.577.910.363.600	5.432.821.044.921.870	2025-04-23T19:42:40Z																								";;;;;;;;;;;
"1115	1	-22.713.463.436.812.100	-47.628.644.127.398.700	5.432.821.044.921.870	2025-04-23T19:42:45Z																								";;;;;;;;;;;
"1116	1	-22.713.382.132.351.300	-47.628.623.256.459.800	542.801.513.671.875	2025-04-23T19:42:50Z																								";;;;;;;;;;;
"1117	1	-22.713.345.335.796.400	-47.628.550.501.540.300	5.423.209.228.515.620	2025-04-23T19:42:55Z																								";;;;;;;;;;;
"1118	1	-22.713.388.586.416.800	-47.628.477.746.620.700	542.801.513.671.875	2025-04-23T19:43:00Z																								";;;;;;;;;;;
"1119	1	-22.713.464.694.097.600	-47.628.447.907.045.400	542.801.513.671.875	2025-04-23T19:43:05Z																								";;;;;;;;;;;
"1120	1	-22.713.523.283.600.800	-47.628.505.574.539.300	5.432.821.044.921.870	2025-04-23T19:43:10Z																								";;;;;;;;;;;
"1121	1	-22.713.520.098.477.600	-47.628.593.668.341.600	54.424.365.234.375	2025-04-23T19:43:15Z																								";;;;;;;;;;;
"1122	1	-22.713.446.924.462.900	-47.628.632.811.829.400	5.437.628.173.828.120	2025-04-23T19:43:20Z																								";;;;;;;;;;;
"1123	1	-22.713.366.458.192.400	-47.628.609.929.233.700	5.432.821.044.921.870	2025-04-23T19:43:25Z																								";;;;;;;;;;;
"1124	1	-22.713.342.066.854.200	-47.628.526.696.935.200	542.801.513.671.875	2025-04-23T19:43:30Z																								";;;;;;;;;;;
"1125	1	-22.713.395.711.034.500	-47.628.457.043.319.900	542.801.513.671.875	2025-04-23T19:43:35Z																								";;;;;;;;;;;
"1126	1	-22.713.479.530.066.200	-47.628.452.517.092.200	542.801.513.671.875	2025-04-23T19:43:40Z																								";;;;;;;;;;;
"1127	1	-2.271.353.024.058.040	-47.628.519.153.222.400	5.432.821.044.921.870	2025-04-23T19:43:45Z																								";;;;;;;;;;;
"1128	1	-227.135.029.155.761	-47.628.602.804.616.000	5.437.628.173.828.120	2025-04-23T19:43:50Z																								";;;;;;;;;;;
"1129	1	-2.271.342.127.583.920	-47.628.633.985.295.800	5.432.821.044.921.870	2025-04-23T19:43:55Z																								";;;;;;;;;;;
"1130	1	-22.713.355.142.623.100	-47.628.596.182.912.500	5.432.821.044.921.870	2025-04-23T19:44:00Z																								";;;;;;;;;;;
"1131	1	-22.713.350.113.481.200	-47.628.514.626.994.700	5.432.821.044.921.870	2025-04-23T19:44:05Z																								";;;;;;;;;;;
"1132	1	-22.713.419.515.639.500	-47.628.446.314.483.800	542.801.513.671.875	2025-04-23T19:44:10Z																								";;;;;;;;;;;
"1133	1	-22.713.505.681.604.100	-47.628.451.846.539.900	5.432.821.044.921.870	2025-04-23T19:44:15Z																								";;;;;;;;;;;
"1134	1	-22.713.535.940.274.500	-4.762.853.323.481.970	5.432.821.044.921.870	2025-04-23T19:44:20Z																								";;;;;;;;;;;
"1135	1	-2.271.350.584.924.220	-47.628.617.640.584.700	5.437.628.173.828.120	2025-04-23T19:44:25Z																								";;;;;;;;;;;
"1136	1	-22.713.423.287.495.900	-47.628.635.577.857.400	54.424.365.234.375	2025-04-23T19:44:30Z																								";;;;;;;;;;;
"1137	1	-22.713.360.255.584.100	-47.628.586.040.809.700	5.437.628.173.828.120	2025-04-23T19:44:35Z																								";;;;;;;;;;;
"1138	1	-22.713.364.781.811.800	-47.628.502.808.511.200	5.437.628.173.828.120	2025-04-23T19:44:40Z																								";;;;;;;;;;;
"1139	1	-22.713.432.507.589.400	-4.762.844.480.574.130	5.437.628.173.828.120	2025-04-23T19:44:45Z																								";;;;;;;;;;;
"1140	1	-22.713.508.699.089.200	-4.762.847.070.582.210	5.437.628.173.828.120	2025-04-23T19:44:50Z																								";;;;;;;;;;;
"1141	1	-22.713.536.191.731.600	-47.628.555.195.406.000	54.424.365.234.375	2025-04-23T19:44:55Z																								";;;;;;;;;;;
"1142	1	-22.713.485.229.760.400	-47.628.625.854.849.800	5.437.628.173.828.120	2025-04-23T19:45:00Z																								";;;;;;;;;;;
"1143	1	-22.713.397.471.234.200	-47.628.624.262.288.200	5.432.821.044.921.870	2025-04-23T19:45:05Z																								";;;;;;;;;;;
"1144	1	-22.713.343.910.872.900	-47.628.558.799.624.400	5.432.821.044.921.870	2025-04-23T19:45:10Z																								";;;;;;;;;;;
"1145	1	-22.713.367.296.382.700	-47.628.482.189.029.400	5.432.821.044.921.870	2025-04-23T19:45:15Z																								";;;;;;;;;;;
"1146	1	-22.713.442.901.149.300	-47.628.440.782.427.700	5.432.821.044.921.870	2025-04-23T19:45:20Z																								";;;;;;;;;;;
"1147	1	-22.713.509.956.374.700	-47.628.486.044.704.900	5.437.628.173.828.120	2025-04-23T19:45:25Z																								";;;;;;;;;;;
"1148	1	-22.713.522.193.953.300	-47.628.576.904.535.200	5.437.628.173.828.120	2025-04-23T19:45:30Z																								";;;;;;;;;;;
"1149	1	-22.713.464.191.183.400	-47.628.639.349.713.900	5.437.628.173.828.120	2025-04-23T19:45:35Z																								";;;;;;;;;;;
"1150	1	-22.713.381.126.523.000	-4.762.863.147.072.490	5.432.821.044.921.870	2025-04-23T19:45:40Z																								";;;;;;;;;;;
"1151	1	-22.713.337.624.445.500	-47.628.553.435.206.400	542.801.513.671.875	2025-04-23T19:45:45Z																								";;;;;;;;;;;
"1152	1	-22.713.379.869.237.500	-47.628.477.495.163.600	542.801.513.671.875	2025-04-23T19:45:50Z																								";;;;;;;;;;;
"1153	1	-22.713.465.616.106.900	-47.628.445.979.207.700	542.801.513.671.875	2025-04-23T19:45:55Z																								";;;;;;;;;;;
"1154	1	-2.271.352.588.199.070	-47.628.497.695.550.300	5.437.628.173.828.120	2025-04-23T19:46:00Z																								";;;;;;;;;;;
"1155	1	-22.713.525.798.171.700	-47.628.585.286.438.400	5.447.242.431.640.620	2025-04-23T19:46:05Z																								";;;;;;;;;;;
"1156	1	-22.713.459.162.041.500	-47.628.641.445.189.700	5.447.242.431.640.620	2025-04-23T19:46:10Z																								";;;;;;;;;;;
"1157	1	-22.713.379.450.142.300	-47.628.617.221.489.500	54.424.365.234.375	2025-04-23T19:46:15Z																								";;;;;;;;;;;
"1158	1	-22.713.353.047.147.300	-47.628.535.162.657.400	54.424.365.234.375	2025-04-23T19:46:20Z																								";;;;;;;;;;;
"1159	1	-22.713.406.020.775.400	-47.628.464.084.118.600	54.424.365.234.375	2025-04-23T19:46:25Z																								";;;;;;;;;;;
"1160	1	-22.713.484.643.027.100	-47.628.455.031.663.100	5.447.242.431.640.620	2025-04-23T19:46:30Z																								";;;;;;;;;;;
"1161	1	-22.713.533.509.522.600	-47.628.527.786.582.700	5.447.242.431.640.620	2025-04-23T19:46:35Z																								";;;;;;;;;;;
"1162	1	-22.713.510.794.565.000	-47.628.617.221.489.500	545.685.546.875	2025-04-23T19:46:40Z																								";;;;;;;;;;;
"1163	1	-22.713.433.597.236.800	-47.628.656.448.796.300	545.685.546.875	2025-04-23T19:46:45Z																								";;;;;;;;;;;
"1164	1	-22.713.354.639.708.900	-4.762.860.163.114.960	54.424.365.234.375	2025-04-23T19:46:50Z																								";;;;;;;;;;;
"1165	1	-22.713.345.419.615.500	-4.762.851.906.940.340	5.437.628.173.828.120	2025-04-23T19:46:55Z																								";;;;;;;;;;;
"1166	1	-22.713.410.127.907.900	-47.628.453.774.377.700	54.424.365.234.375	2025-04-23T19:47:00Z																								";;;;;;;;;;;
"1167	1	-22.713.492.019.101.900	-4.762.845.947.407.180	5.437.628.173.828.120	2025-04-23T19:47:05Z																								";;;;;;;;;;;
"1168	1	-22.713.528.145.104.600	-47.628.536.084.666.800	54.424.365.234.375	2025-04-23T19:47:10Z																								";;;;;;;;;;;
"1169	1	-22.713.496.210.053.500	-47.628.616.970.032.400	545.204.833.984.375	2025-04-23T19:47:15Z																								";;;;;;;;;;;
"1170	1	-22.713.412.391.021.800	-47.628.635.494.038.400	5.447.242.431.640.620	2025-04-23T19:47:20Z																								";;;;;;;;;;;
"1171	1	-22.713.349.778.205.100	-47.628.590.064.123.200	54.424.365.234.375	2025-04-23T19:47:25Z																								";;;;;;;;;;;
"1172	1	-22.713.354.891.166.000	-47.628.504.987.806.000	54.424.365.234.375	2025-04-23T19:47:30Z																								";;;;;;;;;;;
"1173	1	-2.271.342.127.583.920	-47.628.448.661.416.700	5.437.628.173.828.120	2025-04-23T19:47:35Z																								";;;;;;;;;;;
"1174	1	-22.713.501.155.376.400	-47.628.466.598.689.500	54.424.365.234.375	2025-04-23T19:47:40Z																								";;;;;;;;;;;
"1175	1	-22.713.526.636.362.000	-4.762.855.377.048.250	5.447.242.431.640.620	2025-04-23T19:47:45Z																								";;;;;;;;;;;
"1176	1	-22.713.485.900.312.600	-47.628.629.710.525.200	545.204.833.984.375	2025-04-23T19:47:50Z																								";;;;;;;;;;;
"1177	1	-22.713.403.925.299.600	-47.628.635.410.219.400	5.447.242.431.640.620	2025-04-23T19:47:55Z																								";;;;;;;;;;;
"1178	1	-22.713.348.772.376.700	-47.628.573.887.050.100	54.424.365.234.375	2025-04-23T19:48:00Z																								";;;;;;;;;;;
"1179	1	-2.271.336.704.492.560	-47.628.492.582.589.300	54.424.365.234.375	2025-04-23T19:48:05Z																								";;;;;;;;;;;
"1180	1	-22.713.443.236.425.500	-47.628.449.415.788.000	54.424.365.234.375	2025-04-23T19:48:10Z																								";;;;;;;;;;;
"1181	1	-22.713.515.153.154.700	-47.628.482.943.400.700	5.437.628.173.828.120	2025-04-23T19:48:15Z																								";;;;;;;;;;;
"1182	1	-22.713.527.223.095.200	-47.628.568.857.908.200	5.447.242.431.640.620	2025-04-23T19:48:20Z																								";;;;;;;;;;;
"1183	1	-22.713.481.290.265.900	-47.628.632.895.648.400	5.447.242.431.640.620	2025-04-23T19:48:25Z																								";;;;;;;;;;;
"1184	1	-2.271.339.688.450.090	-47.628.628.117.963.600	54.424.365.234.375	2025-04-23T19:48:30Z																								";;;;;;;;;;;
"1185	1	-22.713.353.801.518.600	-47.628.552.094.101.900	5.432.821.044.921.870	2025-04-23T19:48:35Z																								";;;;;;;;;;;
"1186	1	-22.713.390.933.349.700	-47.628.477.243.706.500	5.437.628.173.828.120	2025-04-23T19:48:40Z																								";;;;;;;;;;;
"1187	1	-22.713.467.879.220.800	-47.628.444.219.008.000	5.437.628.173.828.120	2025-04-23T19:48:45Z																								";;;;;;;;;;;
"1188	1	-22.713.528.731.837.800	-47.628.493.336.960.600	54.424.365.234.375	2025-04-23T19:48:50Z																								";;;;;;;;;;;
"1189	1	-22.713.529.402.390.100	-47.628.588.303.923.600	5.447.242.431.640.620	2025-04-23T19:48:55Z																								";;;;;;;;;;;
"1190	1	-22.713.463.436.812.100	-47.628.645.384.684.200	54.424.365.234.375	2025-04-23T19:49:00Z																								";;;;;;;;;;;
"1191	1	-22.713.384.311.646.200	-47.628.618.981.689.200	5.437.628.173.828.120	2025-04-23T19:49:05Z																								";;;;;;;;;;;
"1192	1	-22.713.354.555.889.900	-4.762.854.446.657.000	54.424.365.234.375	2025-04-23T19:49:10Z																								";;;;;;;;;;;
"1193	1	-22.713.399.399.071.900	-4.762.846.676.632.760	5.437.628.173.828.120	2025-04-23T19:49:15Z																								";;;;;;;;;;;
"1194	1	-22.713.477.518.409.400	-47.628.448.661.416.700	5.432.821.044.921.870	2025-04-23T19:49:20Z																								";;;;;;;;;;;
"1195	1	-22.713.530.408.218.500	-47.628.518.231.213.000	5.437.628.173.828.120	2025-04-23T19:49:25Z																								";;;;;;;;;;;
"1196	1	-2.271.351.657.807.820	-47.628.609.929.233.700	54.424.365.234.375	2025-04-23T19:49:30Z																								";;;;;;;;;;;
"1197	1	-22.713.449.606.671.900	-47.628.651.084.378.300	5.437.628.173.828.120	2025-04-23T19:49:35Z																								";;;;;;;;;;;
"1198	1	-2.271.337.634.883.820	-4.762.861.437.164.240	5.432.821.044.921.870	2025-04-23T19:49:40Z																								";;;;;;;;;;;
"1199	1	-22.713.359.417.393.800	-4.762.852.837.331.590	5.432.821.044.921.870	2025-04-23T19:49:45Z																								";;;;;;;;;;;
"1200	1	-22.713.422.700.762.700	-47.628.457.965.329.200	542.801.513.671.875	2025-04-23T19:49:50Z																								";;;;;;;;;;;
"1201	1	-22.713.493.779.301.600	-47.628.452.097.997.000	5.432.821.044.921.870	2025-04-23T19:49:55Z																								";;;;;;;;;;;
"1202	1	-22.713.533.258.065.500	-4.762.853.273.190.550	5.437.628.173.828.120	2025-04-23T19:50:00Z																								";;;;;;;;;;;
"1203	1	-22.713.508.363.813.100	-47.628.625.687.211.700	5.437.628.173.828.120	2025-04-23T19:50:05Z																								";;;;;;;;;;;
"1204	1	-2.271.342.764.608.560	-4.762.863.926.589.480	5.432.821.044.921.870	2025-04-23T19:50:10Z																								";;;;;;;;;;;
"1205	1	-22.713.354.472.070.900	-4.762.858.847.156.160	5.423.209.228.515.620	2025-04-23T19:50:15Z																								";;;;;;;;;;;
"1206	1	-22.713.358.579.203.400	-47.628.501.551.225.700	542.801.513.671.875	2025-04-23T19:50:20Z																								";;;;;;;;;;;
"1207	1	-22.713.429.071.009.100	-47.628.449.164.330.900	542.801.513.671.875	2025-04-23T19:50:25Z																								";;;;;;;;;;;
"1208	1	-22.713.506.519.794.400	-4.762.846.969.999.370	542.801.513.671.875	2025-04-23T19:50:30Z																								";;;;;;;;;;;
"1209	1	-22.713.529.234.752.000	-47.628.545.723.855.400	5.437.628.173.828.120	2025-04-23T19:50:35Z																								";;;;;;;;;;;
"1210	1	-22.713.488.498.702.600	-47.628.632.141.277.100	5.432.821.044.921.870	2025-04-23T19:50:40Z																								";;;;;;;;;;;
"1211	1	-22.713.400.823.995.400	-47.628.645.049.408.000	5.437.628.173.828.120	2025-04-23T19:50:45Z																								";;;;;;;;;;;
"1212	1	-22.713.342.905.044.500	-47.628.581.514.582.000	5.437.628.173.828.120	2025-04-23T19:50:50Z																								";;;;;;;;;;;
"1213	1	-22.713.360.758.498.300	-47.628.496.019.169.600	5.432.821.044.921.870	2025-04-23T19:50:55Z																								";;;;;;;;;;;
"1214	1	-22.713.442.062.959.000	-47.628.446.565.940.900	542.801.513.671.875	2025-04-23T19:51:00Z																								";;;;;;;;;;;
"1215	1	-22.713.513.392.955.000	-47.628.481.350.839.100	5.432.821.044.921.870	2025-04-23T19:51:05Z																								";;;;;;;;;;;
"1216	1	-22.713.524.708.524.300	-47.628.566.510.975.300	5.437.628.173.828.120	2025-04-23T19:51:10Z																								";;;;;;;;;;;
"1217	1	-22.713.471.734.896.300	-47.628.629.961.982.300	5.432.821.044.921.870	2025-04-23T19:51:15Z																								";;;;;;;;;;;
"1218	1	-22.713.385.820.388.700	-47.628.627.782.687.500	5.437.628.173.828.120	2025-04-23T19:51:20Z																								";;;;;;;;;;;
"1219	1	-2.271.334.508.433.930	-47.628.555.195.406.000	5.432.821.044.921.870	2025-04-23T19:51:25Z																								";;;;;;;;;;;
"1220	1	-2.271.337.391.808.620	-47.628.479.925.915.500	5.437.628.173.828.120	2025-04-23T19:51:30Z																								";;;;;;;;;;;
"1221	1	-22.713.457.569.479.900	-47.628.451.008.349.600	5.437.628.173.828.120	2025-04-23T19:51:35Z																								";;;;;;;;;;;
"1222	1	-22.713.525.630.533.600	-47.628.495.264.798.400	5.437.628.173.828.120	2025-04-23T19:51:40Z																								";;;;;;;;;;;
"1223	1	-22.713.523.283.600.800	-47.628.589.561.209.000	54.424.365.234.375	2025-04-23T19:51:45Z																								";;;;;;;;;;;
"1224	1	-22.713.454.887.270.900	-47.628.646.474.331.600	54.424.365.234.375	2025-04-23T19:51:50Z																								";;;;;;;;;;;
"1225	1	-22.713.371.906.429.500	-47.628.621.496.260.100	5.437.628.173.828.120	2025-04-23T19:51:55Z																								";;;;;;;;;;;
"1226	1	-2.271.333.821.117.870	-47.628.546.645.864.800	5.437.628.173.828.120	2025-04-23T19:52:00Z																								";;;;;;;;;;;
"1227	1	-22.713.385.568.931.600	-47.628.472.885.116.900	5.437.628.173.828.120	2025-04-23T19:52:05Z																								";;;;;;;;;;;
"1228	1	-22.713.473.159.819.800	-47.628.448.577.597.700	54.424.365.234.375	2025-04-23T19:52:10Z																								";;;;;;;;;;;
"1229	1	-22.713.524.205.610.100	-47.628.516.722.470.500	54.424.365.234.375	2025-04-23T19:52:15Z																								";;;;;;;;;;;
"1230	1	-22.713.509.285.822.500	-47.628.605.989.739.200	5.447.242.431.640.620	2025-04-23T19:52:20Z																								";;;;;;;;;;;
"1231	1	-22.713.432.004.675.200	-47.628.646.725.788.700	54.424.365.234.375	2025-04-23T19:52:25Z																								";;;;;;;;;;;
"1232	1	-22.713.363.356.888.200	-47.628.617.053.851.400	54.424.365.234.375	2025-04-23T19:52:30Z																								";;;;;;;;;;;
"1233	1	-22.713.345.251.977.400	-47.628.531.474.620.100	5.437.628.173.828.120	2025-04-23T19:52:35Z																								";;;;;;;;;;;
"1234	1	-2.271.340.124.309.060	-47.628.464.922.308.900	5.432.821.044.921.870	2025-04-23T19:52:40Z																								";;;;;;;;;;;
"1235	1	-22.713.485.732.674.500	-47.628.456.205.129.600	5.432.821.044.921.870	2025-04-23T19:52:45Z																								";;;;;;;;;;;
"1236	1	-22.713.526.720.181.100	-47.628.527.283.668.500	5.437.628.173.828.120	2025-04-23T19:52:50Z																								";;;;;;;;;;;
"1237	1	-22.713.502.077.385.700	-47.628.615.964.204.000	54.424.365.234.375	2025-04-23T19:52:55Z																								";;;;;;;;;;;
"1238	1	-22.713.417.420.163.700	-47.628.640.523.180.300	5.437.628.173.828.120	2025-04-23T19:53:00Z																								";;;;;;;;;;;
"1239	1	-22.713.348.856.195.800	-47.628.597.104.921.900	5.432.821.044.921.870	2025-04-23T19:53:05Z																								";;;;;;;;;;;
"1240	1	-22.713.355.477.899.300	-4.762.851.026.840.500	542.801.513.671.875	2025-04-23T19:53:10Z																								";;;;;;;;;;;
"1241	1	-22.713.422.030.210.400	-4.762.844.824.232.160	542.801.513.671.875	2025-04-23T19:53:15Z																								";;;;;;;;;;;
"1242	1	-22.713.502.328.842.800	-47.628.462.156.280.800	542.801.513.671.875	2025-04-23T19:53:20Z																								";;;;;;;;;;;
"1243	1	-22.713.526.971.638.200	-47.628.545.137.122.200	5.437.628.173.828.120	2025-04-23T19:53:25Z																								";;;;;;;;;;;
"1244	1	-22.713.487.995.788.400	-47.628.627.615.049.400	54.424.365.234.375	2025-04-23T19:53:30Z																								";;;;;;;;;;;
"1245	1	-22.713.404.009.118.600	-47.628.637.254.238.100	5.432.821.044.921.870	2025-04-23T19:53:35Z																								";;;;;;;;;;;
"1246	1	-22.713.340.558.111.600	-47.628.580.927.848.800	542.801.513.671.875	2025-04-23T19:53:40Z																								";;;;;;;;;;;
"1247	1	-22.713.360.674.679.200	-47.628.493.336.960.600	5.432.821.044.921.870	2025-04-23T19:53:45Z																								";;;;;;;;;;;
"1248	1	-22.713.440.051.302.300	-476.284.453.086.555	5.432.821.044.921.870	2025-04-23T19:53:50Z																								";;;;;;;;;;;
"1249	1	-22.713.517.332.449.500	-47.628.476.824.611.400	5.437.628.173.828.120	2025-04-23T19:53:55Z																								";;;;;;;;;;;
