wptID;StreetAddress1;StreetAddress2;City;State;Country;PostalCode;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PhoneNumber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wptID;Category;value;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;1;-2.271.328.154.951.330;-47.628.572.126.850.400;5.480.888.671.875;2025-04-25T13:47:25Z;;;;;;;;;;;;;;;;;;;;;;;;
19;1;-22.713.290.518.149.700;-47.628.535.162.657.400;547.608.154.296.875;2025-04-25T13:47:30Z;;;;;;;;;;;;;;;;;;;;;;;;
20;1;-22.713.329.074.904.300;-47.628.496.522.083.800;54.712.744.140.625;2025-04-25T13:47:35Z;;;;;;;;;;;;;;;;;;;;;;;;
21;1;-22.713.401.578.366.700;-47.628.490.151.837.400;54.712.744.140.625;2025-04-25T13:47:40Z;;;;;;;;;;;;;;;;;;;;;;;;
22;1;-2.271.345.991.641.280;-47.628.563.744.947.300;546.166.259.765.625;2025-04-25T13:47:45Z;;;;;;;;;;;;;;;;;;;;;;;;
23;1;-22.713.419.012.725.300;-47.628.670.027.479.500;545.685.546.875;2025-04-25T13:47:50Z;;;;;;;;;;;;;;;;;;;;;;;;
24;1;-22.713.285.656.645.800;-47.628.630.548.715.500;545.685.546.875;2025-04-25T13:47:55Z;;;;;;;;;;;;;;;;;;;;;;;;
25;1;-22.713.346.760.720.000;-47.628.483.781.591.000;545.685.546.875;2025-04-25T13:48:00Z;;;;;;;;;;;;;;;;;;;;;;;;
26;1;-22.713.463.269.174.000;-47.628.588.387.742.600;5.447.242.431.640.620;2025-04-25T13:48:05Z;;;;;;;;;;;;;;;;;;;;;;;;
27;1;-22.713.348.353.281.600;-47.628.680.588.677.500;545.204.833.984.375;2025-04-25T13:48:10Z;;;;;;;;;;;;;;;;;;;;;;;;
28;1;-22.713.292.194.530.300;-47.628.525.104.373.600;5.447.242.431.640.620;2025-04-25T13:48:15Z;;;;;;;;;;;;;;;;;;;;;;;;
29;1;-22.713.447.930.291.200;-47.628.517.141.565.600;54.424.365.234.375;2025-04-25T13:48:20Z;;;;;;;;;;;;;;;;;;;;;;;;
30;1;-22.713.414.402.678.600;-47.628.673.631.697.800;54.424.365.234.375;2025-04-25T13:48:25Z;;;;;;;;;;;;;;;;;;;;;;;;
31;1;-22.713.279.621.675.600;-47.628.604.732.453.800;5.437.628.173.828.120;2025-04-25T13:48:30Z;;;;;;;;;;;;;;;;;;;;;;;;
32;1;-22.713.377.187.028.500;-47.628.477.830.439.800;5.437.628.173.828.120;2025-04-25T13:48:35Z;;;;;;;;;;;;;;;;;;;;;;;;
33;1;-22.713.459.581.136.700;-47.628.619.065.508.200;5.432.821.044.921.870;2025-04-25T13:48:40Z;;;;;;;;;;;;;;;;;;;;;;;;
34;1;-22.713.312.730.193.100;-47.628.666.423.261.100;5.432.821.044.921.870;2025-04-25T13:48:45Z;;;;;;;;;;;;;;;;;;;;;;;;
35;1;-22.713.309.545.069.900;-47.628.501.886.501.900;5.437.628.173.828.120;2025-04-25T13:48:50Z;;;;;;;;;;;;;;;;;;;;;;;;
36;1;-22.713.453.462.347.300;-47.628.545.556.217.400;542.801.513.671.875;2025-04-25T13:48:55Z;;;;;;;;;;;;;;;;;;;;;;;;
37;1;-2.271.337.634.883.820;-47.628.677.235.916.200;542.801.513.671.875;2025-04-25T13:49:00Z;;;;;;;;;;;;;;;;;;;;;;;;
