ID;trksegID;lat;lon;ele;time
251;1;-22.713.443.320.244.500;-476.286.387.629.807;545.204.833.984.375;2025-04-25T14:06:50Z
252;1;-22.713.298.564.776.700;-47.628.617.556.765.600;5.447.242.431.640.620;2025-04-25T14:06:55Z
253;1;-22.713.360.171.765.000;-47.628.464.419.394.700;545.204.833.984.375;2025-04-25T14:07:00Z
254;1;-22.713.475.674.390.700;-47.628.566.427.156.300;545.204.833.984.375;2025-04-25T14:07:05Z
255;1;-227.133.509.516.716;-47.628.665.836.527.900;545.204.833.984.375;2025-04-25T14:07:10Z
256;1;-22.713.298.816.233.800;-47.628.515.968.099.200;5.447.242.431.640.620;2025-04-25T14:07:15Z
257;1;-22.713.446.840.643.800;-47.628.500.880.673.500;5.447.242.431.640.620;2025-04-25T14:07:20Z
258;1;-22.713.417.755.439.800;-47.628.659.969.195.700;5.447.242.431.640.620;2025-04-25T14:07:25Z
259;1;-22.713.283.393.532.000;-47.628.582.855.686.500;545.204.833.984.375;2025-04-25T14:07:30Z
260;1;-22.713.388.670.235.800;-47.628.467.855.975.000;545.204.833.984.375;2025-04-25T14:07:35Z
261;1;-22.713.471.902.534.300;-4.762.861.043.214.790;545.204.833.984.375;2025-04-25T14:07:40Z
262;1;-22.713.330.499.827.800;-47.628.649.156.540.600;545.204.833.984.375;2025-04-25T14:07:45Z
263;1;-22.713.321.195.915.300;-47.628.487.050.533.200;545.204.833.984.375;2025-04-25T14:07:50Z
264;1;-22.713.470.980.525.000;-47.628.529.127.687.200;5.447.242.431.640.620;2025-04-25T14:07:55Z
265;1;-22.713.391.436.263.900;-4.762.866.759.672.760;5.447.242.431.640.620;2025-04-25T14:08:00Z
266;1;-22.713.287.081.569.400;-47.628.547.651.693.200;5.447.242.431.640.620;2025-04-25T14:08:05Z
267;1;-22.713.423.874.229.100;-4.762.847.900.390.620;5.447.242.431.640.620;2025-04-25T14:08:10Z
268;1;-22.713.452.456.519.000;-47.628.640.858.456.400;5.447.242.431.640.620;2025-04-25T14:08:15Z
269;1;-22.713.302.001.357.000;-47.628.622.334.450.400;5.447.242.431.640.620;2025-04-25T14:08:20Z
270;1;-22.713.353.801.518.600;-47.628.469.448.536.600;545.204.833.984.375;2025-04-25T14:08:25Z
271;1;-22.713.471.483.439.200;-47.628.567.600.622.700;5.447.242.431.640.620;2025-04-25T14:08:30Z
272;1;-2.271.335.531.026.120;-47.628.666.674.718.200;5.447.242.431.640.620;2025-04-25T14:08:35Z
273;1;-22.713.297.391.310.300;-47.628.512.447.699.900;5.447.242.431.640.620;2025-04-25T14:08:40Z
274;1;-22.713.450.696.319.300;-47.628.497.695.550.300;545.204.833.984.375;2025-04-25T14:08:45Z
275;1;-22.713.431.837.037.200;-47.628.666.255.623.100;5.447.242.431.640.620;2025-04-25T14:08:50Z
276;1;-22.713.292.865.082.600;-47.628.591.237.589.700;5.447.242.431.640.620;2025-04-25T14:08:55Z
277;1;-22.713.389.676.064.200;-47.628.460.563.719.200;545.204.833.984.375;2025-04-25T14:09:00Z
278;1;-22.713.474.165.648.200;-47.628.604.816.272.800;545.204.833.984.375;2025-04-25T14:09:05Z
279;1;-22.713.329.074.904.300;-47.628.653.515.130.200;545.204.833.984.375;2025-04-25T14:09:10Z
280;1;-22.713.322.285.562.700;-47.628.494.342.789.000;545.204.833.984.375;2025-04-25T14:09:15Z
281;1;-2.271.346.821.449.690;-47.628.531.558.439.100;545.685.546.875;2025-04-25T14:09:20Z
282;1;-22.713.396.130.129.600;-47.628.682.013.601.000;545.204.833.984.375;2025-04-25T14:09:25Z
283;1;-22.713.283.477.351.000;-47.628.563.242.033.100;545.204.833.984.375;2025-04-25T14:09:30Z
284;1;-22.713.411.385.193.400;-4.762.848.143.465.810;545.204.833.984.375;2025-04-25T14:09:35Z
285;1;-22.713.451.366.871.500;-4.762.863.926.589.480;545.685.546.875;2025-04-25T14:09:40Z
286;1;-22.713.302.588.090.300;-47.628.627.615.049.400;545.204.833.984.375;2025-04-25T14:09:45Z
287;1;-22.713.351.454.585.700;-47.628.470.873.460.100;545.204.833.984.375;2025-04-25T14:09:50Z
288;1;-22.713.473.746.553.000;-47.628.558.129.072.100;545.204.833.984.375;2025-04-25T14:09:55Z
289;1;-22.713.361.345.231.500;-47.628.666.674.718.200;545.685.546.875;2025-04-25T14:10:00Z
290;1;-22.713.300.241.157.400;-47.628.516.554.832.400;545.685.546.875;2025-04-25T14:10:05Z
291;1;-22.713.447.427.377.100;-47.628.492.247.313.200;545.204.833.984.375;2025-04-25T14:10:10Z
292;1;-22.713.431.837.037.200;-47.628.662.819.042.800;545.204.833.984.375;2025-04-25T14:10:15Z
293;1;-22.713.289.009.407.100;-47.628.583.777.695.800;545.204.833.984.375;2025-04-25T14:10:20Z
294;1;-22.713.383.138.179.700;-47.628.456.708.043.800;5.447.242.431.640.620;2025-04-25T14:10:25Z
295;1;-22.713.473.914.191.100;-47.628.589.561.209.000;5.447.242.431.640.620;2025-04-25T14:10:30Z
296;1;-22.713.334.774.598.400;-47.628.646.725.788.700;5.447.242.431.640.620;2025-04-25T14:10:35Z
297;1;-22.713.318.597.525.300;-47.628.489.984.199.400;5.447.242.431.640.620;2025-04-25T14:10:40Z
298;1;-22.713.467.627.763.700;-47.628.523.595.631.100;5.447.242.431.640.620;2025-04-25T14:10:45Z
299;1;-22.713.400.153.443.200;-47.628.677.571.192.300;5.447.242.431.640.620;2025-04-25T14:10:50Z
300;1;-22.713.284.818.455.500;-47.628.560.643.643.100;5.447.242.431.640.620;2025-04-25T14:10:55Z
301;1;-22.713.418.006.896.900;-4.762.847.313.657.400;5.447.242.431.640.620;2025-04-25T14:11:00Z
302;1;-22.713.454.468.175.700;-47.628.637.002.781.000;5.447.242.431.640.620;2025-04-25T14:11:05Z
303;1;-22.713.308.706.879.600;-47.628.636.499.866.800;5.447.242.431.640.620;2025-04-25T14:11:10Z
304;1;-22.713.345.503.434.500;-47.628.475.734.964.000;5.447.242.431.640.620;2025-04-25T14:11:15Z
305;1;-22.713.477.686.047.500;-47.628.566.008.061.100;545.204.833.984.375;2025-04-25T14:11:20Z
306;1;-22.713.368.469.849.200;-47.628.668.183.460.800;5.447.242.431.640.620;2025-04-25T14:11:25Z
307;1;-22.713.302.252.814.100;-47.628.521.751.612.400;5.447.242.431.640.620;2025-04-25T14:11:30Z
308;1;-22.713.449.271.395.800;-47.628.493.504.598.700;5.447.242.431.640.620;2025-04-25T14:11:35Z
309;1;-2.271.343.644.708.390;-4.762.865.929.864.340;54.424.365.234.375;2025-04-25T14:11:40Z
310;1;-22.713.291.272.521.000;-47.628.600.290.045.100;5.447.242.431.640.620;2025-04-25T14:11:45Z
311;1;-22.713.384.563.103.300;-47.628.465.760.499.200;5.447.242.431.640.620;2025-04-25T14:11:50Z
312;1;-22.713.475.506.752.700;-47.628.595.344.722.200;5.447.242.431.640.620;2025-04-25T14:11:55Z
313;1;-22.713.339.887.559.400;-4.762.865.100.055.930;5.447.242.431.640.620;2025-04-25T14:12:00Z
314;1;-22.713.323.542.848.200;-47.628.490.319.475.500;5.447.242.431.640.620;2025-04-25T14:12:05Z
315;1;-22.713.468.968.868.200;-47.628.519.404.679.500;5.447.242.431.640.620;2025-04-25T14:12:10Z
316;1;-22.713.402.081.280.900;-47.628.667.429.089.500;5.447.242.431.640.620;2025-04-25T14:12:15Z
317;1;-22.713.292.445.987.400;-47.628.555.865.958.300;5.447.242.431.640.620;2025-04-25T14:12:20Z
318;1;-22.713.419.683.277.600;-4.762.846.969.999.370;5.447.242.431.640.620;2025-04-25T14:12:25Z
319;1;-22.713.462.514.802.800;-47.628.634.823.486.200;5.447.242.431.640.620;2025-04-25T14:12:30Z
320;1;-22.713.312.394.917.000;-47.628.632.476.553.300;545.204.833.984.375;2025-04-25T14:12:35Z
321;1;-22.713.349.359.109.900;-47.628.471.627.831.400;545.204.833.984.375;2025-04-25T14:12:40Z
322;1;-22.713.481.038.808.800;-47.628.555.446.863.100;545.204.833.984.375;2025-04-25T14:12:45Z
323;1;-22.713.373.247.534.000;-47.628.664.746.880.500;545.204.833.984.375;2025-04-25T14:12:50Z
324;1;-22.713.300.911.709.600;-47.628.524.852.916.500;5.447.242.431.640.620;2025-04-25T14:12:55Z
325;1;-22.713.447.092.100.900;-47.628.491.660.580.000;545.204.833.984.375;2025-04-25T14:13:00Z
326;1;-22.713.440.638.035.500;-47.628.653.179.854.100;545.204.833.984.375;2025-04-25T14:13:05Z
327;1;-22.713.302.588.090.300;-47.628.593.081.608.400;545.204.833.984.375;2025-04-25T14:13:10Z
328;1;-22.713.379.366.323.300;-47.628.461.234.271.500;545.685.546.875;2025-04-25T14:13:15Z
329;1;-22.713.472.740.724.600;-47.628.589.645.028.100;545.685.546.875;2025-04-25T14:13:20Z
330;1;-22.713.338.797.912.000;-47.628.651.922.568.600;545.204.833.984.375;2025-04-25T14:13:25Z
331;1;-22.713.314.825.668.900;-47.628.488.056.361.600;545.685.546.875;2025-04-25T14:13:30Z
332;1;-22.713.460.419.327.000;-47.628.514.040.261.500;545.204.833.984.375;2025-04-25T14:13:35Z
333;1;-22.713.399.399.071.900;-47.628.660.555.928.900;54.424.365.234.375;2025-04-25T14:13:40Z
334;1;-22.713.287.165.388.400;-47.628.559.386.357.600;5.447.242.431.640.620;2025-04-25T14:13:45Z
335;1;-22.713.407.864.794.100;-47.628.468.694.165.300;5.447.242.431.640.620;2025-04-25T14:13:50Z
336;1;-22.713.461.676.612.400;-47.628.624.513.745.300;545.204.833.984.375;2025-04-25T14:13:55Z
337;1;-22.713.310.131.803.100;-47.628.634.823.486.200;5.447.242.431.640.620;2025-04-25T14:14:00Z
338;1;-22.713.342.402.130.300;-4.762.847.556.732.590;5.447.242.431.640.620;2025-04-25T14:14:05Z
339;1;-22.713.475.003.838.500;-47.628.549.495.711.900;545.204.833.984.375;2025-04-25T14:14:10Z
340;1;-22.713.366.542.011.400;-47.628.672.458.231.400;5.437.628.173.828.120;2025-04-25T14:14:15Z
341;1;-22.713.299.235.329.000;-47.628.517.728.298.900;5.447.242.431.640.620;2025-04-25T14:14:20Z
342;1;-22.713.443.404.063.500;-47.628.483.613.952.900;5.447.242.431.640.620;2025-04-25T14:14:25Z
343;1;-22.713.438.710.197.800;-47.628.651.922.568.600;54.424.365.234.375;2025-04-25T14:14:30Z
344;1;-22.713.302.588.090.300;-47.628.597.440.198.000;54.424.365.234.375;2025-04-25T14:14:35Z
345;1;-22.713.379.031.047.200;-47.628.458.132.967.300;54.424.365.234.375;2025-04-25T14:14:40Z
346;1;-2.271.348.237.991.330;-47.628.584.029.152.900;54.424.365.234.375;2025-04-25T14:14:45Z
347;1;-22.713.340.725.749.700;-47.628.652.509.301.900;5.437.628.173.828.120;2025-04-25T14:14:50Z
348;1;-22.713.312.981.650.200;-47.628.487.888.723.600;54.424.365.234.375;2025-04-25T14:14:55Z
349;1;-22.713.464.694.097.600;-47.628.512.280.061.800;54.424.365.234.375;2025-04-25T14:15:00Z
350;1;-22.713.411.888.107.600;-47.628.667.764.365.600;54.424.365.234.375;2025-04-25T14:15:05Z
351;1;-2.271.328.934.468.320;-47.628.560.727.462.100;54.424.365.234.375;2025-04-25T14:15:10Z
352;1;-2.271.341.348.066.920;-47.628.466.933.965.600;54.424.365.234.375;2025-04-25T14:15:15Z
353;1;-2.271.346.720.866.850;-47.628.620.322.793.700;54.424.365.234.375;2025-04-25T14:15:20Z
354;1;-22.713.311.305.269.500;-47.628.631.554.543.900;5.437.628.173.828.120;2025-04-25T14:15:25Z
355;1;-22.713.339.384.645.200;-47.628.473.555.669.100;5.437.628.173.828.120;2025-04-25T14:15:30Z
356;1;-22.713.475.171.476.600;-47.628.541.784.361.000;5.437.628.173.828.120;2025-04-25T14:15:35Z
357;1;-22.713.375.594.466.900;-47.628.663.657.233.100;5.432.821.044.921.870;2025-04-25T14:15:40Z
358;1;-22.713.293.703.272.900;-47.628.527.032.211.400;54.424.365.234.375;2025-04-25T14:15:45Z
359;1;-22.713.442.984.968.400;-47.628.482.775.762.600;54.424.365.234.375;2025-04-25T14:15:50Z
360;1;-22.713.454.132.899.600;-47.628.646.222.874.500;54.424.365.234.375;2025-04-25T14:15:55Z
361;1;-22.713.305.773.213.500;-47.628.594.925.627.100;54.424.365.234.375;2025-04-25T14:16:00Z
362;1;-22.713.381.545.618.100;-47.628.457.630.053.100;54.424.365.234.375;2025-04-25T14:16:05Z
363;1;-22.713.487.828.150.300;-47.628.576.066.344.900;5.447.242.431.640.620;2025-04-25T14:16:10Z
364;1;-22.713.351.454.585.700;-47.628.652.509.301.900;54.424.365.234.375;2025-04-25T14:16:15Z
365;1;-22.713.317.675.516.000;-47.628.489.900.380.300;5.447.242.431.640.620;2025-04-25T14:16:20Z
366;1;-22.713.465.616.106.900;-47.628.502.557.054.100;54.424.365.234.375;2025-04-25T14:16:25Z
367;1;-227.134.183.421.731;-47.628.659.717.738.600;54.424.365.234.375;2025-04-25T14:16:30Z
368;1;-22.713.290.769.606.800;-47.628.561.733.290.500;54.424.365.234.375;2025-04-25T14:16:35Z
369;1;-22.713.404.931.128.000;-47.628.458.635.881.500;5.447.242.431.640.620;2025-04-25T14:16:40Z
370;1;-22.713.466.119.021.100;-4.762.861.143.797.630;545.204.833.984.375;2025-04-25T14:16:45Z
371;1;-22.713.320.776.820.100;-47.628.636.416.047.800;5.447.242.431.640.620;2025-04-25T14:16:50Z
372;1;-22.713.339.049.369.000;-47.628.477.662.801.700;5.447.242.431.640.620;2025-04-25T14:16:55Z
373;1;-22.713.478.608.056.900;-47.628.541.700.541.900;54.424.365.234.375;2025-04-25T14:17:00Z
374;1;-22.713.381.964.713.300;-47.628.670.446.574.600;54.424.365.234.375;2025-04-25T14:17:05Z
375;1;-22.713.294.541.463.200;-47.628.533.402.457.800;5.447.242.431.640.620;2025-04-25T14:17:10Z
376;1;-22.713.437.955.826.500;-47.628.481.350.839.100;5.447.242.431.640.620;2025-04-25T14:17:15Z
377;1;-2.271.344.818.174.830;-47.628.647.647.798.000;54.424.365.234.375;2025-04-25T14:17:20Z
378;1;-2.271.330.451.592.800;-4.762.860.506.772.990;5.447.242.431.640.620;2025-04-25T14:17:25Z
379;1;-227.133.699.785.918;-47.628.464.167.937.600;5.447.242.431.640.620;2025-04-25T14:17:30Z
380;1;-2.271.348.288.282.750;-47.628.577.742.725.600;5.447.242.431.640.620;2025-04-25T14:17:35Z
381;1;-22.713.356.986.641.800;-47.628.661.897.033.400;54.424.365.234.375;2025-04-25T14:17:40Z
382;1;-2.271.331.381.984.050;-47.628.498.114.645.400;5.437.628.173.828.120;2025-04-25T14:17:45Z
383;1;-22.713.464.442.640.500;-47.628.505.993.634.400;5.437.628.173.828.120;2025-04-25T14:17:50Z
384;1;-22.713.419.515.639.500;-47.628.663.321.956.900;5.437.628.173.828.120;2025-04-25T14:17:55Z
385;1;-22.713.293.954.730.000;-47.628.569.947.555.600;5.437.628.173.828.120;2025-04-25T14:18:00Z
386;1;-227.134.027.518.332;-47.628.463.665.023.400;5.437.628.173.828.120;2025-04-25T14:18:05Z
387;1;-22.713.470.226.153.700;-476.286.162.994.802;5.432.821.044.921.870;2025-04-25T14:18:10Z
388;1;-22.713.320.357.725.000;-476.286.387.629.807;5.437.628.173.828.120;2025-04-25T14:18:15Z
389;1;-22.713.335.864.245.800;-47.628.470.957.279.200;5.437.628.173.828.120;2025-04-25T14:18:20Z
390;1;-22.713.474.417.105.300;-47.628.535.497.933.600;5.437.628.173.828.120;2025-04-25T14:18:25Z
391;1;-2.271.338.707.767.420;-4.762.866.323.813.790;5.432.821.044.921.870;2025-04-25T14:18:30Z
392;1;-22.713.292.194.530.300;-47.628.532.648.086.500;5.437.628.173.828.120;2025-04-25T14:18:35Z
393;1;-22.713.430.747.389.700;-47.628.471.627.831.400;5.437.628.173.828.120;2025-04-25T14:18:40Z
394;1;-22.713.448.852.300.600;-4.762.863.440.439.100;5.432.821.044.921.870;2025-04-25T14:18:45Z
395;1;-22.713.298.564.776.700;-47.628.601.295.873.500;5.432.821.044.921.870;2025-04-25T14:18:50Z
396;1;-22.713.361.261.412.500;-4.762.845.897.115.760;5.432.821.044.921.870;2025-04-25T14:18:55Z
397;1;-22.713.477.602.228.500;-47.628.570.953.384.000;5.432.821.044.921.870;2025-04-25T14:19:00Z
398;1;-22.713.357.573.375.100;-47.628.656.113.520.200;5.437.628.173.828.120;2025-04-25T14:19:05Z
399;1;-22.713.311.221.450.500;-47.628.503.646.701.500;54.424.365.234.375;2025-04-25T14:19:10Z
400;1;-22.713.463.436.812.100;-47.628.504.065.796.700;5.437.628.173.828.120;2025-04-25T14:19:15Z
401;1;-22.713.425.299.152.700;-4.762.866.323.813.790;54.424.365.234.375;2025-04-25T14:19:20Z
402;1;-22.713.299.905.881.200;-47.628.576.317.802.000;5.447.242.431.640.620;2025-04-25T14:19:25Z
403;1;-22.713.407.026.603.800;-47.628.462.240.099.900;5.447.242.431.640.620;2025-04-25T14:19:30Z
404;1;-22.713.483.301.922.600;-4.762.860.749.848.180;5.447.242.431.640.620;2025-04-25T14:19:35Z
405;1;-22.713.329.661.637.500;-47.628.642.451.018.000;54.424.365.234.375;2025-04-25T14:19:40Z
406;1;-22.713.338.881.731.000;-47.628.479.758.277.500;5.447.242.431.640.620;2025-04-25T14:19:45Z
407;1;-22.713.480.535.894.600;-47.628.540.359.437.400;54.424.365.234.375;2025-04-25T14:19:50Z
408;1;-22.713.399.650.529.000;-47.628.673.715.516.900;5.447.242.431.640.620;2025-04-25T14:19:55Z
409;1;-22.713.294.960.558.400;-47.628.537.844.866.500;5.447.242.431.640.620;2025-04-25T14:20:00Z
410;1;-22.713.429.825.380.400;-47.628.474.226.221.400;545.204.833.984.375;2025-04-25T14:20:05Z
411;1;-22.713.453.881.442.500;-476.286.387.629.807;545.204.833.984.375;2025-04-25T14:20:10Z
412;1;-2.271.330.795.250.830;-47.628.613.617.271.100;5.447.242.431.640.620;2025-04-25T14:20:15Z
413;1;-22.713.358.327.746.300;-47.628.458.803.519.600;5.447.242.431.640.620;2025-04-25T14:20:20Z
414;1;-22.713.476.093.485.900;-47.628.562.320.023.700;5.447.242.431.640.620;2025-04-25T14:20:25Z
415;1;-22.713.358.327.746.300;-47.628.658.711.910.200;54.424.365.234.375;2025-04-25T14:20:30Z
416;1;-22.713.307.617.232.200;-47.628.500.210.121.200;5.447.242.431.640.620;2025-04-25T14:20:35Z
417;1;-22.713.458.826.765.400;-4.762.849.560.007.450;5.447.242.431.640.620;2025-04-25T14:20:40Z
418;1;-22.713.423.371.315.000;-47.628.658.628.091.200;54.424.365.234.375;2025-04-25T14:20:45Z
419;1;-22.713.297.475.129.300;-47.628.575.060.516.500;5.447.242.431.640.620;2025-04-25T14:20:50Z
420;1;-22.713.398.644.700.600;-47.628.455.031.663.100;5.447.242.431.640.620;2025-04-25T14:20:55Z
421;1;-22.713.480.954.989.700;-47.628.607.833.757.900;545.204.833.984.375;2025-04-25T14:21:00Z
422;1;-22.713.339.300.826.100;-47.628.647.983.074.100;5.437.628.173.828.120;2025-04-25T14:21:05Z
423;1;-22.713.333.936.408.100;-4.762.848.436.832.420;5.437.628.173.828.120;2025-04-25T14:21:10Z
424;1;-22.713.475.925.847.800;-47.628.529.546.782.300;54.424.365.234.375;2025-04-25T14:21:15Z
425;1;-22.713.395.711.034.500;-47.628.671.117.126.900;54.424.365.234.375;2025-04-25T14:21:20Z
426;1;-22.713.297.475.129.300;-47.628.541.951.999.000;5.447.242.431.640.620;2025-04-25T14:21:25Z
427;1;-22.713.433.094.322.600;-47.628.470.957.279.200;5.447.242.431.640.620;2025-04-25T14:21:30Z
428;1;-22.713.457.066.565.700;-47.628.635.158.762.300;5.447.242.431.640.620;2025-04-25T14:21:35Z
429;1;-22.713.305.605.575.400;-47.628.605.822.101.200;54.424.365.234.375;2025-04-25T14:21:40Z
430;1;-2.271.336.168.050.760;-47.628.453.690.558.600;5.447.242.431.640.620;2025-04-25T14:21:45Z
431;1;-22.713.479.781.523.300;-47.628.560.476.005.000;5.447.242.431.640.620;2025-04-25T14:21:50Z
432;1;-22.713.355.226.442.200;-4.762.866.273.522.370;5.447.242.431.640.620;2025-04-25T14:21:55Z
433;1;-22.713.306.276.127.600;-4.762.850.783.765.310;545.204.833.984.375;2025-04-25T14:22:00Z
434;1;-22.713.460.084.050.800;-47.628.491.744.399.000;5.447.242.431.640.620;2025-04-25T14:22:05Z
435;1;-22.713.438.626.378.700;-47.628.658.208.996.000;5.447.242.431.640.620;2025-04-25T14:22:10Z
436;1;-22.713.300.744.071.600;-47.628.584.280.610.000;54.424.365.234.375;2025-04-25T14:22:15Z
437;1;-22.713.399.063.795.800;-47.628.460.228.443.100;54.424.365.234.375;2025-04-25T14:22:20Z
438;1;-22.713.479.027.152.000;-47.628.596.937.283.800;54.424.365.234.375;2025-04-25T14:22:25Z
439;1;-22.713.334.942.236.500;-47.628.630.045.801.400;5.437.628.173.828.120;2025-04-25T14:22:30Z
440;1;-22.713.328.823.447.200;-47.628.469.532.355.600;5.437.628.173.828.120;2025-04-25T14:22:35Z
441;1;-22.713.479.613.885.200;-47.628.515.968.099.200;54.424.365.234.375;2025-04-25T14:22:40Z
442;1;-22.713.397.638.872.200;-47.628.660.891.205.000;5.432.821.044.921.870;2025-04-25T14:22:45Z
443;1;-22.713.298.229.500.600;-47.628.534.659.743.300;54.424.365.234.375;2025-04-25T14:22:50Z
444;1;-22.713.426.891.714.300;-47.628.459.222.614.700;5.447.242.431.640.620;2025-04-25T14:22:55Z
445;1;-22.713.462.430.983.700;-47.628.626.022.487.800;54.424.365.234.375;2025-04-25T14:23:00Z
446;1;-22.713.315.077.126.000;-47.628.608.755.767.300;54.424.365.234.375;2025-04-25T14:23:05Z
447;1;-22.713.358.160.108.300;-47.628.456.205.129.600;54.424.365.234.375;2025-04-25T14:23:10Z
448;1;-22.713.483.721.017.800;-47.628.557.961.434.100;54.424.365.234.375;2025-04-25T14:23:15Z
449;1;-22.713.367.464.020.800;-47.628.654.604.777.600;54.424.365.234.375;2025-04-25T14:23:20Z
450;1;-2.271.330.937.743.180;-47.628.502.640.873.100;54.424.365.234.375;2025-04-25T14:23:25Z
451;1;-22.713.458.491.489.200;-47.628.485.960.885.800;54.424.365.234.375;2025-04-25T14:23:30Z
452;1;-22.713.436.027.988.700;-47.628.648.988.902.500;54.424.365.234.375;2025-04-25T14:23:35Z
453;1;-22.713.296.972.215.100;-47.628.582.352.772.300;5.432.821.044.921.870;2025-04-25T14:23:40Z
454;1;-22.713.399.566.709.900;-47.628.458.132.967.300;5.437.628.173.828.120;2025-04-25T14:23:45Z
455;1;-2.271.348.187.699.910;-47.628.598.278.388.300;54.424.365.234.375;2025-04-25T14:23:50Z
456;1;-22.713.336.953.893.300;-47.628.642.451.018.000;5.437.628.173.828.120;2025-04-25T14:23:55Z
457;1;-22.713.331.421.837.200;-47.628.480.345.010.700;5.447.242.431.640.620;2025-04-25T14:24:00Z
458;1;-22.713.480.452.075.600;-47.628.523.679.450.100;54.424.365.234.375;2025-04-25T14:24:05Z
459;1;-22.713.401.410.728.600;-47.628.668.183.460.800;54.424.365.234.375;2025-04-25T14:24:10Z
460;1;-22.713.291.943.073.200;-47.628.547.484.055.100;5.447.242.431.640.620;2025-04-25T14:24:15Z
461;1;-22.713.425.550.609.800;-47.628.467.353.060.800;545.204.833.984.375;2025-04-25T14:24:20Z
462;1;-22.713.461.592.793.400;-4.762.862.753.123.040;5.447.242.431.640.620;2025-04-25T14:24:25Z
463;1;-2.271.331.574.767.820;-47.628.619.316.965.300;545.204.833.984.375;2025-04-25T14:24:30Z
464;1;-2.271.336.218.342.180;-47.628.462.323.918.900;545.204.833.984.375;2025-04-25T14:24:35Z
465;1;-22.713.490.845.635.500;-47.628.561.146.557.300;5.447.242.431.640.620;2025-04-25T14:24:40Z
466;1;-22.713.368.302.211.100;-47.628.665.417.432.700;5.447.242.431.640.620;2025-04-25T14:24:45Z
467;1;-22.713.302.923.366.400;-47.628.512.699.157;5.447.242.431.640.620;2025-04-25T14:24:50Z
468;1;-22.713.453.462.347.300;-47.628.493.756.055.800;54.424.365.234.375;2025-04-25T14:24:55Z
469;1;-22.713.439.464.569.000;-47.628.654.101.863.500;5.447.242.431.640.620;2025-04-25T14:25:00Z
470;1;-22.713.297.978.043.500;-47.628.585.286.438.400;545.204.833.984.375;2025-04-25T14:25:05Z
471;1;-22.713.389.089.331.000;-4.762.845.260.091.120;5.447.242.431.640.620;2025-04-25T14:25:10Z
472;1;-22.713.477.099.314.300;-47.628.587.549.552.300;5.447.242.431.640.620;2025-04-25T14:25:15Z
473;1;-22.713.337.540.626.500;-4.762.864.856.980.740;54.424.365.234.375;2025-04-25T14:25:20Z
474;1;-22.713.329.074.904.300;-47.628.488.223.999.700;5.447.242.431.640.620;2025-04-25T14:25:25Z
475;1;-22.713.473.746.553.000;-47.628.520.745.784.000;5.447.242.431.640.620;2025-04-25T14:25:30Z
476;1;-22.713.404.931.128.000;-47.628.665.417.432.700;5.447.242.431.640.620;2025-04-25T14:25:35Z
477;1;-22.713.297.558.948.300;-47.628.547.484.055.100;5.447.242.431.640.620;2025-04-25T14:25:40Z
478;1;-22.713.424.963.876.600;-47.628.465.928.137.300;5.447.242.431.640.620;2025-04-25T14:25:45Z
479;1;-22.713.466.621.935.300;-47.628.628.788.515.900;5.447.242.431.640.620;2025-04-25T14:25:50Z
480;1;-22.713.316.502.049.500;-4.762.862.459.756.430;5.447.242.431.640.620;2025-04-25T14:25:55Z
481;1;-22.713.351.706.042.800;-47.628.471.124.917.200;545.204.833.984.375;2025-04-25T14:26:00Z
482;1;-22.713.478.691.875.900;-47.628.554.357.215.700;545.204.833.984.375;2025-04-25T14:26:05Z
483;1;-22.713.370.649.144.000;-47.628.665.836.527.900;545.204.833.984.375;2025-04-25T14:26:10Z
484;1;-22.713.299.570.605.100;-47.628.517.476.841.800;545.204.833.984.375;2025-04-25T14:26:15Z
485;1;-22.713.451.450.690.600;-47.628.488.643.094.800;545.204.833.984.375;2025-04-25T14:26:20Z
486;1;-22.713.438.794.016.800;-47.628.652.006.387.700;545.204.833.984.375;2025-04-25T14:26:25Z
487;1;-22.713.304.180.651.900;-47.628.589.645.028.100;5.447.242.431.640.620;2025-04-25T14:26:30Z
488;1;-22.713.393.699.377.700;-47.628.457.127.138.900;545.685.546.875;2025-04-25T14:26:35Z
489;1;-22.713.481.374.084.900;-47.628.594.506.531.900;5.447.242.431.640.620;2025-04-25T14:26:40Z
490;1;-22.713.340.055.197.400;-47.628.652.928.397.000;5.447.242.431.640.620;2025-04-25T14:26:45Z
491;1;-22.713.324.883.952.700;-47.628.485.457.971.600;545.204.833.984.375;2025-04-25T14:26:50Z
492;1;-22.713.474.500.924.300;-47.628.518.901.765.300;5.447.242.431.640.620;2025-04-25T14:26:55Z
493;1;-22.713.414.570.316.600;-47.628.662.483.766.600;54.424.365.234.375;2025-04-25T14:27:00Z
494;1;-22.713.301.917.538.000;-47.628.552.010.282.800;54.424.365.234.375;2025-04-25T14:27:05Z
495;1;-22.713.418.928.906.300;-47.628.463.665.023.400;54.424.365.234.375;2025-04-25T14:27:10Z
496;1;-22.713.471.651.077.200;-47.628.614.706.918.500;5.437.628.173.828.120;2025-04-25T14:27:15Z
497;1;-22.713.329.410.180.400;-47.628.614.958.375.600;5.437.628.173.828.120;2025-04-25T14:27:20Z
498;1;-22.713.355.729.356.400;-47.628.456.121.310.500;54.424.365.234.375;2025-04-25T14:27:25Z
499;1;-22.713.484.475.389.100;-47.628.542.706.370.300;5.447.242.431.640.620;2025-04-25T14:27:30Z
