"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				"
"230	1	-22.713.368.637.487.200	-47.628.470.538.184.000	5.423.209.228.515.620	2025-04-25T12:26:31Z																								"
"231	1	-22.713.456.563.651.500	-4.762.859.626.673.160	542.801.513.671.875	2025-04-25T12:26:36Z																								"
"232	1	-22.713.318.010.792.100	-4.762.865.929.864.340	542.801.513.671.875	2025-04-25T12:26:41Z																								"
"233	1	-22.713.309.042.155.700	-47.628.500.629.216.400	5.423.209.228.515.620	2025-04-25T12:26:46Z																								"
"234	1	-22.713.453.127.071.200	-47.628.531.223.163.000	5.418.402.099.609.370	2025-04-25T12:26:51Z																								"
"235	1	-2.271.338.514.983.650	-47.628.668.518.736.900	5.423.209.228.515.620	2025-04-25T12:26:56Z																								"
"236	1	-22.713.283.393.532.000	-47.628.564.415.499.500	5.418.402.099.609.370	2025-04-25T12:27:01Z																								"
"237	1	-22.713.407.697.156.000	-47.628.483.446.314.900	5.413.594.970.703.120	2025-04-25T12:27:06Z																								"
"238	1	-22.713.446.002.453.500	-47.628.640.355.542.300	5.423.209.228.515.620	2025-04-25T12:27:11Z																								"
"239	1	-22.713.297.810.405.400	-47.628.640.858.456.400	5.423.209.228.515.620	2025-04-25T12:27:16Z																								"
"240	1	-22.713.335.612.788.700	-47.628.483.362.495.800	5.423.209.228.515.620	2025-04-25T12:27:21Z																								"
"241	1	-22.713.458.826.765.400	-47.628.565.169.870.800	5.423.209.228.515.620	2025-04-25T12:27:26Z																								"
"242	1	-22.713.353.969.156.700	-47.628.679.415.211.000	5.418.402.099.609.370	2025-04-25T12:27:31Z																								"
"243	1	-22.713.287.584.483.600	-47.628.538.096.323.600	5.423.209.228.515.620	2025-04-25T12:27:36Z																								"
"244	1	-22.713.428.400.456.900	-4.762.850.540.690.120	5.418.402.099.609.370	2025-04-25T12:27:41Z																								"
"245	1	-2.271.341.691.724.950	-4.762.866.323.813.790	5.423.209.228.515.620	2025-04-25T12:27:46Z																								"
"246	1	-22.713.282.722.979.700	-47.628.614.790.737.600	542.801.513.671.875	2025-04-25T12:27:51Z																								"
"247	1	-22.713.365.536.183.100	-47.628.477.159.887.500	5.418.402.099.609.370	2025-04-25T12:27:56Z																								"
"248	1	-22.713.456.898.927.600	-47.628.598.194.569.300	5.413.594.970.703.120	2025-04-25T12:28:01Z																								"
"249	1	-22.713.324.381.038.500	-47.628.663.405.776.000	5.418.402.099.609.370	2025-04-25T12:28:06Z																								"
"250	1	-22.713.304.851.204.100	-47.628.512.950.614.000	5.418.402.099.609.370	2025-04-25T12:28:11Z																								"
"251	1	-22.713.445.415.720.300	-47.628.530.636.429.700	5.418.402.099.609.370	2025-04-25T12:28:16Z																								"
"252	1	-22.713.391.352.444.800	-47.628.676.984.459.100	5.418.402.099.609.370	2025-04-25T12:28:21Z																								"
"253	1	-22.713.282.303.884.600	-47.628.581.514.582.000	5.418.402.099.609.370	2025-04-25T12:28:26Z																								"
"254	1	-22.713.399.985.805.100	-47.628.474.226.221.400	54.087.890.625	2025-04-25T12:28:31Z																								"
"255	1	-22.713.453.294.709.300	-47.628.627.866.506.500	5.413.594.970.703.120	2025-04-25T12:28:36Z																								"
"256	1	-22.713.308.874.517.600	-4.762.864.027.172.320	5.413.594.970.703.120	2025-04-25T12:28:41Z																								"
"257	1	-22.713.342.905.044.500	-47.628.483.613.952.900	5.413.594.970.703.120	2025-04-25T12:28:46Z																								"
"258	1	-22.713.468.130.677.900	-47.628.547.064.960.000	5.413.594.970.703.120	2025-04-25T12:28:51Z																								"
"259	1	-22.713.369.056.582.400	-47.628.672.374.412.400	5.418.402.099.609.370	2025-04-25T12:28:56Z																								"
"260	1	-22.713.292.948.901.600	-47.628.526.696.935.200	5.418.402.099.609.370	2025-04-25T12:29:01Z																								"
"261	1	-22.713.425.885.885.900	-47.628.486.631.438.100	5.418.402.099.609.370	2025-04-25T12:29:06Z																								"
"262	1	-22.713.422.952.219.800	-47.628.647.312.521.900	5.413.594.970.703.120	2025-04-25T12:29:11Z																								"
"263	1	-22.713.288.003.578.700	-47.628.611.689.433.400	5.418.402.099.609.370	2025-04-25T12:29:16Z																								"
"264	1	-22.713.362.602.517.000	-47.628.477.998.077.800	5.418.402.099.609.370	2025-04-25T12:29:21Z																								"
"265	1	-22.713.459.832.593.700	-4.762.859.727.256	5.413.594.970.703.120	2025-04-25T12:29:26Z																								"
"266	1	-22.713.331.086.561.000	-47.628.680.001.944.300	5.418.402.099.609.370	2025-04-25T12:29:31Z																								"
"267	1	-22.713.307.868.689.200	-47.628.512.280.061.800	5.423.209.228.515.620	2025-04-25T12:29:36Z																								"
"268	1	-2.271.345.647.983.250	-47.628.519.320.860.500	5.418.402.099.609.370	2025-04-25T12:29:41Z																								"
"269	1	-22.713.407.361.879.900	-47.628.672.709.688.500	5.418.402.099.609.370	2025-04-25T12:29:46Z																								"
"270	1	-22.713.283.477.351.000	-47.628.572.545.945.600	5.413.594.970.703.120	2025-04-25T12:29:51Z																								"
"271	1	-22.713.403.925.299.600	-47.628.477.914.258.800	5.413.594.970.703.120	2025-04-25T12:29:56Z																								"
"272	1	-2.271.345.354.616.640	-47.628.623.927.012.000	5.413.594.970.703.120	2025-04-25T12:30:01Z																								"
"273	1	-22.713.302.504.271.200	-47.628.647.983.074.100	54.087.890.625	2025-04-25T12:30:06Z																								"
"274	1	-22.713.327.649.980.700	-476.284.902.356.565	54.087.890.625	2025-04-25T12:30:11Z																								"
"275	1	-22.713.456.228.375.400	-47.628.547.819.331.200	54.087.890.625	2025-04-25T12:30:16Z																								"
"276	1	-22.713.363.524.526.300	-47.628.673.296.421.700	54.087.890.625	2025-04-25T12:30:21Z																								"
"277	1	-2.271.327.618.509.530	-47.628.545.723.855.400	54.087.890.625	2025-04-25T12:30:26Z																								"
"278	1	-22.713.414.905.592.700	-47.628.492.498.770.300	54.087.890.625	2025-04-25T12:30:31Z																								"
"279	1	-22.713.425.382.971.700	-47.628.651.419.654.400	5.403.983.154.296.870	2025-04-25T12:30:36Z																								"
"280	1	-22.713.288.087.397.800	-4.762.862.510.047.850	54.087.890.625	2025-04-25T12:30:41Z																								"
"281	1	-22.713.354.891.166.000	-47.628.489.565.104.200	54.087.890.625	2025-04-25T12:30:46Z																								"
"282	1	-22.713.461.257.517.300	-47.628.587.633.371.300	54.087.890.625	2025-04-25T12:30:51Z																								"
"283	1	-22.713.330.751.284.900	-47.628.675.978.630.700	5.413.594.970.703.120	2025-04-25T12:30:56Z																								"
"284	1	-22.713.296.134.024.800	-47.628.525.020.554.600	5.413.594.970.703.120	2025-04-25T12:31:01Z																								"
"285	1	-22.713.438.794.016.800	-47.628.522.673.621.700	5.413.594.970.703.120	2025-04-25T12:31:06Z																								"
"286	1	-22.713.393.364.101.600	-47.628.681.594.505.900	5.413.594.970.703.120	2025-04-25T12:31:11Z																								"
"287	1	-22.713.268.725.201.400	-47.628.591.321.408.700	54.087.890.625	2025-04-25T12:31:16Z																								"
"288	1	-22.713.375.594.466.900	-47.628.481.769.934.200	54.087.890.625	2025-04-25T12:31:21Z																								"
"289	1	-22.713.441.224.768.700	-47.628.619.987.517.500	54.087.890.625	2025-04-25T12:31:26Z																								"
"290	1	-22.713.300.911.709.600	-4.762.865.929.864.340	5.413.594.970.703.120	2025-04-25T12:31:31Z																								"
"291	1	-2.271.330.744.959.410	-47.628.500.545.397.400	54.087.890.625	2025-04-25T12:31:36Z																								"
"292	1	-22.713.446.086.272.500	-47.628.558.045.253.100	54.087.890.625	2025-04-25T12:31:41Z																								"
"293	1	-22.713.362.853.974.100	-47.628.684.360.533.900	54.087.890.625	2025-04-25T12:31:46Z																								"
"294	1	-22.713.269.898.667.900	-47.628.556.285.053.400	54.087.890.625	2025-04-25T12:31:51Z																								"
"295	1	-22.713.410.463.184.100	-47.628.492.498.770.300	5.403.983.154.296.870	2025-04-25T12:31:56Z																								"
"296	1	-22.713.432.256.132.300	-47.628.650.413.826.100	5.403.983.154.296.870	2025-04-25T12:32:01Z																								"
"297	1	-22.713.288.255.035.800	-47.628.627.866.506.500	5.403.983.154.296.870	2025-04-25T12:32:06Z																								"
"298	1	-22.713.354.974.985.100	-47.628.480.680.286.800	5.403.983.154.296.870	2025-04-25T12:32:11Z																								"
"299	1	-22.713.464.191.183.400	-47.628.577.155.992.300	54.087.890.625	2025-04-25T12:32:16Z																								"
"300	1	-22.713.340.390.473.600	-47.628.670.446.574.600	54.087.890.625	2025-04-25T12:32:21Z																								"
"301	1	-22.713.298.480.957.700	-47.628.518.817.946.300	5.403.983.154.296.870	2025-04-25T12:32:26Z																								"
"302	1	-22.713.436.866.179.100	-47.628.509.346.395.700	54.087.890.625	2025-04-25T12:32:31Z																								"
"303	1	-22.713.409.205.898.600	-47.628.670.614.212.700	54.087.890.625	2025-04-25T12:32:36Z																								"
"304	1	-22.713.278.532.028.100	-47.628.592.327.237.100	54.087.890.625	2025-04-25T12:32:41Z																								"
"305	1	-22.713.378.444.314.000	-47.628.484.284.505.200	54.087.890.625	2025-04-25T12:32:46Z																								"
"306	1	-22.713.453.294.709.300	-47.628.620.825.707.900	54.087.890.625	2025-04-25T12:32:51Z																								"
"307	1	-22.713.315.160.945.000	-47.628.658.460.453.100	54.087.890.625	2025-04-25T12:32:56Z																								"
"308	1	-22.713.318.429.887.200	-47.628.503.730.520.600	5.413.594.970.703.120	2025-04-25T12:33:01Z																								"
"309	1	-22.713.458.156.213.100	-4.762.854.446.657.000	54.087.890.625	2025-04-25T12:33:06Z																								"
"310	1	-22.713.377.187.028.500	-47.628.677.068.278.100	54.087.890.625	2025-04-25T12:33:11Z																								"
"311	1	-22.713.287.584.483.600	-47.628.562.655.299.900	5.413.594.970.703.120	2025-04-25T12:33:16Z																								"
"312	1	-22.713.411.720.469.500	-47.628.487.385.809.400	5.399.176.025.390.620	2025-04-25T12:33:21Z																								"
"313	1	-2.271.343.988.366.420	-47.628.648.737.445.400	5.403.983.154.296.870	2025-04-25T12:33:26Z																								"
"314	1	-22.713.296.804.577.100	-47.628.639.936.447.100	5.403.983.154.296.870	2025-04-25T12:33:31Z																								"
"315	1	-22.713.346.006.348.700	-47.628.484.033.048.100	5.403.983.154.296.870	2025-04-25T12:33:36Z																								"
"316	1	-22.713.461.006.060.200	-47.628.573.887.050.100	5.403.983.154.296.870	2025-04-25T12:33:41Z																								"
"317	1	-22.713.348.269.462.500	-4.762.868.033.722.040	5.403.983.154.296.870	2025-04-25T12:33:46Z																								"
"318	1	-22.713.293.032.720.600	-47.628.531.139.343.900	5.403.983.154.296.870	2025-04-25T12:33:51Z																								"
"319	1	-22.713.434.267.789.100	-47.628.511.693.328.600	5.399.176.025.390.620	2025-04-25T12:33:56Z																								"
"320	1	-2.271.341.104.991.730	-4.762.866.860.255.590	5.399.176.025.390.620	2025-04-25T12:34:01Z																								"
"321	1	-22.713.286.578.655.200	-47.628.606.744.110.500	5.403.983.154.296.870	2025-04-25T12:34:06Z																								"
"322	1	-2.271.337.827.667.590	-47.628.483.949.229.100	5.399.176.025.390.620	2025-04-25T12:34:11Z																								"
"323	1	-22.713.456.563.651.500	-47.628.612.527.623.700	5.399.176.025.390.620	2025-04-25T12:34:16Z																								"
"324	1	-22.713.319.100.439.500	-47.628.664.579.242.400	5.394.368.896.484.370	2025-04-25T12:34:21Z																								"
"325	1	-22.713.312.059.640.800	-47.628.507.250.919.900	5.399.176.025.390.620	2025-04-25T12:34:26Z																								"
"326	1	-2.271.344.868.466.250	-47.628.535.497.933.600	5.394.368.896.484.370	2025-04-25T12:34:31Z																								"
"327	1	-22.713.376.265.019.100	-47.628.669.776.022.400	5.399.176.025.390.620	2025-04-25T12:34:36Z																								"
"328	1	-22.713.277.945.294.900	-47.628.568.522.632.100	5.399.176.025.390.620	2025-04-25T12:34:41Z																								"
"329	1	-22.713.402.081.280.900	-47.628.485.122.695.500	5.403.983.154.296.870	2025-04-25T12:34:46Z																								"
"330	1	-22.713.440.554.216.500	-47.628.635.745.495.500	5.403.983.154.296.870	2025-04-25T12:34:51Z																								"
"331	1	-22.713.288.925.588.100	-4.762.864.027.172.320	5.399.176.025.390.620	2025-04-25T12:34:56Z																								"
"332	1	-22.713.331.086.561.000	-47.628.489.229.828.100	54.087.890.625	2025-04-25T12:35:01Z																								"
"333	1	-22.713.451.450.690.600	-47.628.574.976.697.500	54.087.890.625	2025-04-25T12:35:06Z																								"
"334	1	-22.713.343.324.139.700	-47.628.676.062.449.800	5.403.983.154.296.870	2025-04-25T12:35:11Z																								"
"335	1	-22.713.283.393.532.000	-47.628.538.263.961.600	5.413.594.970.703.120	2025-04-25T12:35:16Z																								"
"336	1	-22.713.423.287.495.900	-47.628.501.802.682.800	5.413.594.970.703.120	2025-04-25T12:35:21Z																								"
"337	1	-22.713.415.073.230.800	-47.628.663.070.499.800	5.418.402.099.609.370	2025-04-25T12:35:26Z																								"
"338	1	-22.713.282.974.436.800	-47.628.613.030.537.900	5.413.594.970.703.120	2025-04-25T12:35:31Z																								"
"339	1	-22.713.371.822.610.400	-47.628.491.325.303.900	54.087.890.625	2025-04-25T12:35:36Z																								"
"340	1	-22.713.458.659.127.300	-47.628.611.940.890.500	5.403.983.154.296.870	2025-04-25T12:35:41Z																								"
"341	1	-22.713.329.410.180.400	-47.628.674.302.250.100	54.087.890.625	2025-04-25T12:35:46Z																								"
"342	1	-22.713.311.975.821.800	-47.628.519.739.955.600	5.403.983.154.296.870	2025-04-25T12:35:51Z																								"
"343	1	-22.713.452.205.061.900	-47.628.535.917.028.700	5.403.983.154.296.870	2025-04-25T12:35:56Z																								"
"344	1	-22.713.389.508.426.100	-47.628.682.935.610.400	54.087.890.625	2025-04-25T12:36:01Z																								"
"345	1	-22.713.277.610.018.800	-47.628.579.419.106.200	5.399.176.025.390.620	2025-04-25T12:36:06Z																								"
"346	1	-22.713.397.303.596.100	-47.628.489.146.009.000	5.399.176.025.390.620	2025-04-25T12:36:11Z																								"
"347	1	-2.271.343.988.366.420	-47.628.634.739.667.100	54.087.890.625	2025-04-25T12:36:16Z																								"
"348	1	-22.713.299.654.424.100	-47.628.647.983.074.100	54.087.890.625	2025-04-25T12:36:21Z																								"
"349	1	-22.713.329.158.723.300	-47.628.492.917.865.500	54.087.890.625	2025-04-25T12:36:26Z																								"
"350	1	-22.713.456.731.289.600	-47.628.567.516.803.700	5.413.594.970.703.120	2025-04-25T12:36:31Z																								"
"351	1	-22.713.357.741.013.100	-47.628.679.079.934.900	54.087.890.625	2025-04-25T12:36:36Z																								"
"352	1	-22.713.287.081.569.400	-47.628.549.076.616.700	5.413.594.970.703.120	2025-04-25T12:36:41Z																								"
"353	1	-22.713.428.232.818.800	-4.762.850.783.765.310	54.087.890.625	2025-04-25T12:36:46Z																								"
"354	1	-22.713.422.533.124.600	-47.628.668.183.460.800	5.403.983.154.296.870	2025-04-25T12:36:51Z																								"
"355	1	-22.713.286.578.655.200	-47.628.626.944.497.200	54.087.890.625	2025-04-25T12:36:56Z																								"
"356	1	-22.713.365.200.906.900	-47.628.483.613.952.900	5.403.983.154.296.870	2025-04-25T12:37:01Z																								"
"357	1	-22.713.460.503.146.000	-47.628.601.044.416.400	54.087.890.625	2025-04-25T12:37:06Z																								"
"358	1	-22.713.329.493.999.400	-47.628.676.062.449.800	54.087.890.625	2025-04-25T12:37:11Z																								"
"359	1	-2.271.330.451.592.800	-47.628.515.213.727.900	5.403.983.154.296.870	2025-04-25T12:37:16Z																								"
"360	1	-22.713.445.164.263.200	-47.628.525.774.925.900	5.403.983.154.296.870	2025-04-25T12:37:21Z																								"
"361	1	-2.271.338.808.350.260	-47.628.676.230.087.800	5.399.176.025.390.620	2025-04-25T12:37:26Z																								"
"362	1	-22.713.272.077.962.700	-4.762.858.159.840.100	5.403.983.154.296.870	2025-04-25T12:37:31Z																								"
"363	1	-22.713.385.401.293.600	-47.628.479.925.915.500	5.403.983.154.296.870	2025-04-25T12:37:36Z																								"
"364	1	-22.713.444.326.072.900	-47.628.623.927.012.000	54.087.890.625	2025-04-25T12:37:41Z																								"
"365	1	-22.713.295.379.653.500	-47.628.647.983.074.100	5.403.983.154.296.870	2025-04-25T12:37:46Z																								"
"366	1	-22.713.325.722.143.000	-47.628.485.122.695.500	54.087.890.625	2025-04-25T12:37:51Z																								"
"367	1	-22.713.454.971.089.900	-4.762.855.963.781.470	54.087.890.625	2025-04-25T12:37:56Z																								"
"368	1	-22.713.363.021.612.100	-47.628.679.918.125.200	5.403.983.154.296.870	2025-04-25T12:38:01Z																								"
"369	1	-22.713.284.399.360.400	-47.628.555.949.777.300	5.403.983.154.296.870	2025-04-25T12:38:06Z																								"
"370	1	-22.713.418.593.630.100	-47.628.501.886.501.900	5.403.983.154.296.870	2025-04-25T12:38:11Z																								"
"371	1	-22.713.423.706.591.100	-47.628.654.353.320.500	5.403.983.154.296.870	2025-04-25T12:38:16Z																								"
"372	1	-22.713.281.214.237.200	-47.628.625.938.668.800	5.403.983.154.296.870	2025-04-25T12:38:21Z																								"
"373	1	-22.713.357.489.556.000	-47.628.483.949.229.100	5.394.368.896.484.370	2025-04-25T12:38:26Z																								"
"374	1	-22.713.460.167.869.900	-47.628.594.506.531.900	5.394.368.896.484.370	2025-04-25T12:38:31Z																								"
"375	1	-22.713.334.942.236.500	-4.762.868.519.872.420	5.394.368.896.484.370	2025-04-25T12:38:36Z																								"
"376	1	-22.713.301.414.623.800	-47.628.528.876.230.100	5.394.368.896.484.370	2025-04-25T12:38:41Z																								"
"377	1	-22.713.444.828.987.100	-47.628.526.529.297.200	538.956.298.828.125	2025-04-25T12:38:46Z																								"
"378	1	-22.713.399.901.986.100	-4.762.867.933.139.200	5.394.368.896.484.370	2025-04-25T12:38:51Z																								"
"379	1	-22.713.277.610.018.800	-47.628.596.015.274.500	5.394.368.896.484.370	2025-04-25T12:38:56Z																								"
"380	1	-22.713.383.641.093.900	-47.628.491.576.761.000	5.399.176.025.390.620	2025-04-25T12:39:01Z																								"
"381	1	-22.713.444.158.434.800	-47.628.638.427.704.500	5.403.983.154.296.870	2025-04-25T12:39:06Z																								"
"382	1	-22.713.307.617.232.200	-47.628.661.980.852.400	5.399.176.025.390.620	2025-04-25T12:39:11Z																								"
"383	1	-22.713.323.123.753.000	-47.628.503.562.882.500	5.399.176.025.390.620	2025-04-25T12:39:16Z																								"
"384	1	-22.713.457.234.203.800	-47.628.551.507.368.600	5.403.983.154.296.870	2025-04-25T12:39:21Z																								"
"385	1	-22.713.365.033.268.900	-47.628.681.091.591.700	5.403.983.154.296.870	2025-04-25T12:39:26Z																								"
"386	1	-22.713.279.789.313.600	-47.628.564.583.137.600	5.403.983.154.296.870	2025-04-25T12:39:31Z																								"
"387	1	-22.713.418.761.268.200	-47.628.499.791.026.100	5.403.983.154.296.870	2025-04-25T12:39:36Z																								"
"388	1	-22.713.434.603.065.200	-47.628.654.101.863.500	5.403.983.154.296.870	2025-04-25T12:39:41Z																								"
"389	1	-22.713.288.590.312.000	-47.628.635.996.952.600	5.403.983.154.296.870	2025-04-25T12:39:46Z																								"
"390	1	-22.713.347.850.367.400	-47.628.485.290.333.600	5.403.983.154.296.870	2025-04-25T12:39:51Z																								"
"391	1	-2.271.345.597.691.830	-47.628.586.962.819.000	5.399.176.025.390.620	2025-04-25T12:39:56Z																								"
"392	1	-2.271.333.385.258.910	-47.628.674.972.802.400	5.399.176.025.390.620	2025-04-25T12:40:01Z																								"
"393	1	-22.713.295.798.748.700	-47.628.522.422.164.600	5.403.983.154.296.870	2025-04-25T12:40:06Z																								"
"394	1	-22.713.440.889.492.600	-47.628.511.777.147.600	5.399.176.025.390.620	2025-04-25T12:40:11Z																								"
"395	1	-22.713.409.205.898.600	-47.628.668.434.917.900	54.087.890.625	2025-04-25T12:40:16Z																								"
"396	1	-22.713.277.945.294.900	-47.628.594.171.255.800	54.087.890.625	2025-04-25T12:40:21Z																								"
"397	1	-22.713.377.354.666.500	-47.628.479.674.458.500	5.403.983.154.296.870	2025-04-25T12:40:26Z																								"
"398	1	-22.713.447.343.558.000	-47.628.618.394.955.900	5.403.983.154.296.870	2025-04-25T12:40:31Z																								"
"399	1	-22.713.317.004.963.700	-47.628.665.333.613.700	54.087.890.625	2025-04-25T12:40:36Z																								"
"400	1	-22.713.327.063.247.500	-47.628.498.952.835.700	54.087.890.625	2025-04-25T12:40:41Z																								"
"401	1	-22.713.463.352.993.100	-47.628.544.047.474.800	54.087.890.625	2025-04-25T12:40:46Z																								"
"402	1	-22.713.379.533.961.400	-47.628.676.984.459.100	5.399.176.025.390.620	2025-04-25T12:40:51Z																								"
"403	1	-22.713.288.757.950.000	-47.628.567.852.079.800	5.403.983.154.296.870	2025-04-25T12:40:56Z																								"
"404	1	-22.713.417.336.344.700	-47.628.496.522.083.800	5.403.983.154.296.870	2025-04-25T12:41:01Z																								"
"405	1	-22.713.438.626.378.700	-47.628.649.994.730.900	5.403.983.154.296.870	2025-04-25T12:41:06Z																								"
"406	1	-227.132.957.149.297	-47.628.638.427.704.500	5.403.983.154.296.870	2025-04-25T12:41:11Z																								"
"407	1	-22.713.349.359.109.900	-4.762.849.124.148.480	5.403.983.154.296.870	2025-04-25T12:41:16Z																								"
"408	1	-22.713.463.185.355.000	-4.762.858.210.131.520	5.399.176.025.390.620	2025-04-25T12:41:21Z																								"
"409	1	-22.713.342.988.863.500	-47.628.676.733.002.000	5.399.176.025.390.620	2025-04-25T12:41:26Z																								"
"410	1	-22.713.295.379.653.500	-47.628.540.359.437.400	5.399.176.025.390.620	2025-04-25T12:41:31Z																								"
"411	1	-22.713.434.351.608.100	-47.628.522.841.259.800	538.956.298.828.125	2025-04-25T12:41:36Z																								"
"412	1	-22.713.409.960.269.900	-47.628.678.660.839.700	5.394.368.896.484.370	2025-04-25T12:41:41Z																								"
"413	1	-22.713.282.722.979.700	-47.628.614.120.185.300	5.394.368.896.484.370	2025-04-25T12:41:46Z																								"
"414	1	-22.713.375.762.104.900	-47.628.482.272.848.400	5.394.368.896.484.370	2025-04-25T12:41:51Z																								"
"415	1	-22.713.455.138.728.000	-47.628.613.533.452.100	5.403.983.154.296.870	2025-04-25T12:41:56Z																								"
"416	1	-22.713.315.999.135.300	-47.628.667.512.908.500	5.403.983.154.296.870	2025-04-25T12:42:01Z																								"
"417	1	-22.713.307.784.870.200	-47.628.506.161.272.500	5.403.983.154.296.870	2025-04-25T12:42:06Z																								"
"418	1	-22.713.443.990.796.800	-47.628.540.275.618.400	5.403.983.154.296.870	2025-04-25T12:42:11Z																								"
"419	1	-22.713.373.247.534.000	-47.628.681.929.782.000	5.403.983.154.296.870	2025-04-25T12:42:16Z																								"
"420	1	-22.713.276.771.828.500	-47.628.566.427.156.300	5.403.983.154.296.870	2025-04-25T12:42:21Z																								"
"421	1	-2.271.340.467.967.090	-47.628.490.319.475.500	54.087.890.625	2025-04-25T12:42:26Z																								"
"422	1	-22.713.436.866.179.100	-47.628.645.803.779.300	54.087.890.625	2025-04-25T12:42:31Z																								"
"423	1	-22.713.291.523.978.100	-47.628.636.918.962.000	5.403.983.154.296.870	2025-04-25T12:42:36Z																								"
"424	1	-22.713.337.708.264.500	-47.628.480.596.467.800	5.394.368.896.484.370	2025-04-25T12:42:41Z																								"
"425	1	-22.713.461.089.879.200	-476.285.679.358.989	5.394.368.896.484.370	2025-04-25T12:42:46Z																								"
"426	1	-22.713.346.593.081.900	-47.628.676.565.364.000	5.394.368.896.484.370	2025-04-25T12:42:51Z																								"
"427	1	-22.713.294.038.549.000	-47.628.533.821.552.900	5.403.983.154.296.870	2025-04-25T12:42:56Z																								"
"428	1	-22.713.430.998.846.800	-47.628.504.317.253.800	54.087.890.625	2025-04-25T12:43:01Z																								"
"429	1	-22.713.421.108.201.100	-47.628.659.633.919.500	54.087.890.625	2025-04-25T12:43:06Z																								"
"430	1	-22.713.287.584.483.600	-47.628.605.403.006.000	54.087.890.625	2025-04-25T12:43:11Z																								"
"431	1	-22.713.370.313.867.900	-47.628.481.267.020.100	5.399.176.025.390.620	2025-04-25T12:43:16Z																								"
"432	1	-22.713.456.396.013.400	-47.628.603.642.806.400	54.087.890.625	2025-04-25T12:43:21Z																								"
"433	1	-22.713.319.770.991.800	-47.628.671.620.041.100	5.413.594.970.703.120	2025-04-25T12:43:26Z																								"
"434	1	-22.713.310.969.993.400	-47.628.506.412.729.600	5.423.209.228.515.620	2025-04-25T12:43:31Z																								"
"435	1	-22.713.456.396.013.400	-47.628.528.960.049.100	5.418.402.099.609.370	2025-04-25T12:43:36Z																								"
"436	1	-2.271.339.101.716.870	-47.628.671.620.041.100	5.418.402.099.609.370	2025-04-25T12:43:41Z																								"
"437	1	-22.713.274.257.257.500	-47.628.568.941.727.200	5.418.402.099.609.370	2025-04-25T12:43:46Z																								"
"438	1	-22.713.397.052.139.000	-4.762.848.244.048.650	5.413.594.970.703.120	2025-04-25T12:43:51Z																								"
"439	1	-22.713.441.140.949.700	-47.628.635.410.219.400	54.087.890.625	2025-04-25T12:43:56Z																								"
"440	1	-22.713.289.009.407.100	-47.628.644.211.217.700	5.399.176.025.390.620	2025-04-25T12:44:01Z																								"
"441	1	-22.713.323.375.210.100	-47.628.488.810.732.900	5.399.176.025.390.620	2025-04-25T12:44:06Z																								"
"442	1	-22.713.454.635.813.800	-47.628.562.403.842.800	5.399.176.025.390.620	2025-04-25T12:44:11Z																								"
"443	1	-2.271.334.994.584.320	-47.628.674.888.983.300	5.399.176.025.390.620	2025-04-25T12:44:16Z																								"
"444	1	-22.713.277.610.018.800	-47.628.538.347.780.700	5.399.176.025.390.620	2025-04-25T12:44:21Z																								"
"445	1	-22.713.422.365.486.600	-47.628.501.635.044.800	5.399.176.025.390.620	2025-04-25T12:44:26Z																								"
"446	1	-22.713.416.749.611.400	-47.628.661.142.662.100	5.403.983.154.296.870	2025-04-25T12:44:31Z																								"
"447	1	-22.713.279.202.580.400	-47.628.618.143.498.800	5.403.983.154.296.870	2025-04-25T12:44:36Z																								"
"448	1	-22.713.360.087.946.000	-47.628.479.423.001.400	5.403.983.154.296.870	2025-04-25T12:44:41Z																								"
"449	1	-22.713.453.797.623.500	-4.762.859.626.673.160	54.087.890.625	2025-04-25T12:44:46Z																								"
"450	1	-22.713.320.525.363.000	-47.628.671.117.126.900	54.087.890.625	2025-04-25T12:44:51Z																								"
"451	1	-22.713.296.469.300.900	-47.628.515.968.099.200	5.413.594.970.703.120	2025-04-25T12:44:56Z																								"
"452	1	-22.713.441.140.949.700	-47.628.526.864.573.300	5.413.594.970.703.120	2025-04-25T12:45:01Z																								"
"453	1	-22.713.391.687.721.000	-47.628.674.972.802.400	5.413.594.970.703.120	2025-04-25T12:45:06Z																								"
"454	1	-22.713.277.358.561.700	-47.628.583.190.962.600	5.413.594.970.703.120	2025-04-25T12:45:11Z																								"
"455	1	-22.713.388.334.959.700	-47.628.487.134.352.300	5.413.594.970.703.120	2025-04-25T12:45:16Z																								"
"456	1	-22.713.443.487.882.600	-47.628.627.363.592.300	54.087.890.625	2025-04-25T12:45:21Z																								"
"457	1	-22.713.298.983.871.900	-47.628.645.049.408.000	54.087.890.625	2025-04-25T12:45:26Z																								"
"458	1	-22.713.323.626.667.200	-476.284.902.356.565	5.403.983.154.296.870	2025-04-25T12:45:31Z																								"
"459	1	-22.713.456.228.375.400	-47.628.556.368.872.500	5.403.983.154.296.870	2025-04-25T12:45:36Z																								"
"460	1	-22.713.357.238.098.900	-47.628.678.744.658.800	5.399.176.025.390.620	2025-04-25T12:45:41Z																								"
"461	1	-227.132.732.514.292	-47.628.547.316.417.000	5.403.983.154.296.870	2025-04-25T12:45:46Z																								"
