"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				"
"462	1	-22.713.411.636.650.500	-47.628.494.510.427.100	5.403.983.154.296.870	2025-04-25T12:45:51Z																								"
"463	1	-22.713.422.868.400.800	-47.628.654.269.501.500	54.087.890.625	2025-04-25T12:45:56Z																								"
"464	1	-22.713.278.029.114.000	-47.628.617.389.127.600	5.399.176.025.390.620	2025-04-25T12:46:01Z																								"
"465	1	-22.713.345.754.891.600	-47.628.473.471.850.100	5.399.176.025.390.620	2025-04-25T12:46:06Z																								"
"466	1	-22.713.455.893.099.300	-47.628.590.147.942.300	5.399.176.025.390.620	2025-04-25T12:46:11Z																								"
"467	1	-22.713.328.571.990.100	-47.628.671.200.945.900	5.394.368.896.484.370	2025-04-25T12:46:16Z																								"
"468	1	-22.713.292.613.625.500	-47.628.518.398.851.100	538.956.298.828.125	2025-04-25T12:46:21Z																								"
"469	1	-22.713.437.201.455.200	-4.762.851.856.648.920	5.384.757.080.078.120	2025-04-25T12:46:26Z																								"
"470	1	-22.713.392.274.454.200	-47.628.673.296.421.700	5.384.757.080.078.120	2025-04-25T12:46:31Z																								"
"471	1	-22.713.271.910.324.600	-47.628.605.403.006.000	538.956.298.828.125	2025-04-25T12:46:36Z																								"
"472	1	-2.271.338.464.692.230	-47.628.495.767.712.500	5.384.757.080.078.120	2025-04-25T12:46:41Z																								"
"473	1	-22.713.453.294.709.300	-47.628.630.045.801.400	5.384.757.080.078.120	2025-04-25T12:46:46Z																								"
"474	1	-22.713.314.490.392.800	-47.628.674.805.164.300	5.394.368.896.484.370	2025-04-25T12:46:51Z																								"
"475	1	-22.713.332.008.570.400	-47.628.519.237.041.400	5.394.368.896.484.370	2025-04-25T12:46:56Z																								"
"476	1	-2.271.346.477.791.660	-47.628.565.086.051.800	5.399.176.025.390.620	2025-04-25T12:47:01Z																								"
"477	1	-22.713.381.042.703.900	-4.762.868.762.947.610	5.403.983.154.296.870	2025-04-25T12:47:06Z																								"
"478	1	-22.713.284.147.903.300	-47.628.548.992.797.700	5.394.368.896.484.370	2025-04-25T12:47:11Z																								"
"479	1	-22.713.419.180.363.400	-4.762.848.537.415.260	5.399.176.025.390.620	2025-04-25T12:47:16Z																								"
"480	1	-2.271.343.351.341.780	-47.628.645.971.417.400	5.399.176.025.390.620	2025-04-25T12:47:21Z																								"
"481	1	-22.713.289.763.778.400	-47.628.634.320.572.000	5.399.176.025.390.620	2025-04-25T12:47:26Z																								"
"482	1	-22.713.347.179.815.100	-47.628.491.073.846.800	5.403.983.154.296.870	2025-04-25T12:47:31Z																								"
"483	1	-22.713.460.419.327.000	-47.628.588.052.466.500	5.403.983.154.296.870	2025-04-25T12:47:36Z																								"
"484	1	-22.713.340.977.206.800	-4.762.868.033.722.040	5.399.176.025.390.620	2025-04-25T12:47:41Z																								"
"485	1	-22.713.294.373.825.100	-47.628.532.061.353.300	5.399.176.025.390.620	2025-04-25T12:47:46Z																								"
"486	1	-22.713.439.464.569.000	-47.628.517.393.022.700	5.394.368.896.484.370	2025-04-25T12:47:51Z																								"
"487	1	-2.271.340.711.042.280	-47.628.669.859.841.400	5.394.368.896.484.370	2025-04-25T12:47:56Z																								"
"488	1	-2.271.327.375.434.330	-47.628.596.350.550.600	538.956.298.828.125	2025-04-25T12:48:01Z																								"
"489	1	-22.713.374.421.000.400	-47.628.482.943.400.700	5.394.368.896.484.370	2025-04-25T12:48:06Z																								"
"490	1	-22.713.452.624.157.000	-47.628.617.724.403.700	5.394.368.896.484.370	2025-04-25T12:48:11Z																								"
"491	1	-22.713.309.545.069.900	-47.628.665.585.070.800	5.394.368.896.484.370	2025-04-25T12:48:16Z																								"
"492	1	-22.713.310.969.993.400	-47.628.509.681.671.800	5.394.368.896.484.370	2025-04-25T12:48:21Z																								"
"493	1	-22.713.452.121.242.800	-47.628.545.388.579.300	5.399.176.025.390.620	2025-04-25T12:48:26Z																								"
"494	1	-22.713.374.923.914.600	-47.628.679.079.934.900	5.399.176.025.390.620	2025-04-25T12:48:31Z																								"
"495	1	-2.271.327.861.584.720	-47.628.572.043.031.400	5.399.176.025.390.620	2025-04-25T12:48:36Z																								"
"496	1	-22.713.405.350.223.100	-47.628.496.019.169.600	54.087.890.625	2025-04-25T12:48:41Z																								"
"497	1	-22.713.437.452.912.300	-47.628.648.150.712.200	5.403.983.154.296.870	2025-04-25T12:48:46Z																								"
"498	1	-22.713.295.631.110.600	-47.628.644.043.579.600	5.403.983.154.296.870	2025-04-25T12:48:51Z																								"
"499	1	-22.713.341.480.121.000	-4.762.849.417.515.090	54.087.890.625	2025-04-25T12:48:56Z																								"
"500	1	-22.713.459.581.136.700	-47.628.578.580.915.900	5.403.983.154.296.870	2025-04-25T12:49:01Z																								"
"501	1	-2.271.334.801.800.540	-47.628.680.421.039.400	5.399.176.025.390.620	2025-04-25T12:49:06Z																								"
"502	1	-22.713.288.255.035.800	-47.628.528.205.677.800	5.399.176.025.390.620	2025-04-25T12:49:11Z																								"
"503	1	-22.713.430.831.208.800	-47.628.503.059.968.300	5.399.176.025.390.620	2025-04-25T12:49:16Z																								"
"504	1	-22.713.412.307.202.800	-4.762.865.980.155.760	5.399.176.025.390.620	2025-04-25T12:49:21Z																								"
"505	1	-22.713.279.956.951.700	-47.628.597.691.655.100	5.399.176.025.390.620	2025-04-25T12:49:26Z																								"
"506	1	-2.271.337.534.300.980	-47.628.471.460.193.300	5.394.368.896.484.370	2025-04-25T12:49:31Z																								"
"507	1	-22.713.463.688.269.200	-47.628.596.685.826.700	5.394.368.896.484.370	2025-04-25T12:49:36Z																								"
"508	1	-22.713.323.794.305.300	-47.628.662.567.585.700	538.956.298.828.125	2025-04-25T12:49:41Z																								"
"509	1	-22.713.307.030.498.900	-47.628.497.527.912.200	538.956.298.828.125	2025-04-25T12:49:46Z																								"
"510	1	-22.713.452.121.242.800	-47.628.523.847.088.200	538.956.298.828.125	2025-04-25T12:49:51Z																								"
"511	1	-22.713.386.323.302.900	-47.628.668.434.917.900	5.379.949.951.171.870	2025-04-25T12:49:56Z																								"
"512	1	-22.713.279.705.494.600	-47.628.568.019.717.900	5.384.757.080.078.120	2025-04-25T12:50:01Z																								"
"513	1	-22.713.400.656.357.400	-47.628.482.691.943.600	5.384.757.080.078.120	2025-04-25T12:50:06Z																								"
"514	1	-22.713.439.129.292.900	-47.628.635.326.400.300	5.384.757.080.078.120	2025-04-25T12:50:11Z																								"
"515	1	-22.713.299.067.690.900	-47.628.642.031.922.900	538.956.298.828.125	2025-04-25T12:50:16Z																								"
"516	1	-22.713.340.390.473.600	-47.628.491.325.303.900	538.956.298.828.125	2025-04-25T12:50:21Z																								"
"517	1	-22.713.460.084.050.800	-47.628.571.288.660.100	538.956.298.828.125	2025-04-25T12:50:26Z																								"
"518	1	-22.713.353.969.156.700	-47.628.681.929.782.000	538.956.298.828.125	2025-04-25T12:50:31Z																								"
"519	1	-22.713.292.865.082.600	-47.628.544.047.474.800	5.394.368.896.484.370	2025-04-25T12:50:36Z																								"
"520	1	-22.713.436.866.179.100	-47.628.506.077.453.400	5.394.368.896.484.370	2025-04-25T12:50:41Z																								"
"521	1	-22.713.424.963.876.600	-47.628.659.131.005.400	5.394.368.896.484.370	2025-04-25T12:50:46Z																								"
"522	1	-22.713.284.399.360.400	-47.628.609.593.957.600	5.394.368.896.484.370	2025-04-25T12:50:51Z																								"
"523	1	-22.713.371.990.248.500	-47.628.477.411.344.600	5.384.757.080.078.120	2025-04-25T12:50:56Z																								"
"524	1	-22.713.456.815.108.600	-47.628.594.087.436.700	538.956.298.828.125	2025-04-25T12:51:01Z																								"
"525	1	-22.713.326.308.876.200	-47.628.667.512.908.500	538.956.298.828.125	2025-04-25T12:51:06Z																								"
"526	1	-22.713.303.677.737.700	-47.628.514.459.356.600	5.384.757.080.078.120	2025-04-25T12:51:11Z																								"
"527	1	-22.713.445.164.263.200	-47.628.528.289.496.800	5.384.757.080.078.120	2025-04-25T12:51:16Z																								"
"528	1	-22.713.390.933.349.700	-47.628.679.499.030.100	5.384.757.080.078.120	2025-04-25T12:51:21Z																								"
"529	1	-22.713.274.843.990.800	-47.628.583.190.962.600	5.384.757.080.078.120	2025-04-25T12:51:26Z																								"
"530	1	-2.271.338.808.350.260	-47.628.483.949.229.100	5.379.949.951.171.870	2025-04-25T12:51:31Z																								"
"531	1	-22.713.440.302.759.400	-47.628.628.369.420.700	538.956.298.828.125	2025-04-25T12:51:36Z																								"
"532	1	-22.713.286.075.741.000	-47.628.642.534.837.100	5.384.757.080.078.120	2025-04-25T12:51:41Z																								"
"533	1	-22.713.320.357.725.000	-47.628.486.128.523.900	538.956.298.828.125	2025-04-25T12:51:46Z																								"
"534	1	-22.713.454.300.537.700	-47.628.555.111.587.000	5.384.757.080.078.120	2025-04-25T12:51:51Z																								"
"535	1	-2.271.335.874.684.150	-47.628.681.594.505.900	5.379.949.951.171.870	2025-04-25T12:51:56Z																								"
"536	1	-22.713.278.196.752.000	-47.628.560.727.462.100	538.956.298.828.125	2025-04-25T12:52:01Z																								"
"537	1	-22.713.417.923.077.900	-4.762.850.834.056.730	5.384.757.080.078.120	2025-04-25T12:52:06Z																								"
"538	1	-22.713.428.316.637.800	-47.628.662.902.861.800	5.384.757.080.078.120	2025-04-25T12:52:11Z																								"
"539	1	-22.713.285.237.550.700	-47.628.625.184.297.500	5.384.757.080.078.120	2025-04-25T12:52:16Z																								"
"540	1	-22.713.354.639.708.900	-47.628.486.296.162.000	5.379.949.951.171.870	2025-04-25T12:52:21Z																								"
"541	1	-22.713.452.875.614.100	-47.628.593.081.608.400	5.375.142.822.265.620	2025-04-25T12:52:26Z																								"
"542	1	-22.713.332.092.389.400	-47.628.671.284.765.000	5.379.949.951.171.870	2025-04-25T12:52:31Z																								"
"543	1	-22.713.297.894.224.500	-47.628.518.901.765.300	5.379.949.951.171.870	2025-04-25T12:52:36Z																								"
"544	1	-22.713.443.990.796.800	-47.628.523.847.088.200	5.379.949.951.171.870	2025-04-25T12:52:41Z																								"
"545	1	-22.713.396.968.320.000	-47.628.674.888.983.300	5.384.757.080.078.120	2025-04-25T12:52:46Z																								"
"546	1	-2.271.327.811.293.300	-47.628.584.867.343.300	5.384.757.080.078.120	2025-04-25T12:52:51Z																								"
"547	1	-22.713.393.699.377.700	-47.628.483.530.133.900	5.384.757.080.078.120	2025-04-25T12:52:56Z																								"
"548	1	-22.713.451.785.966.700	-47.628.623.340.278.800	5.384.757.080.078.120	2025-04-25T12:53:01Z																								"
"549	1	-22.713.311.640.545.700	-47.628.657.286.986.700	5.384.757.080.078.120	2025-04-25T12:53:06Z																								"
"550	1	-22.713.325.554.504.900	-47.628.501.299.768.600	538.956.298.828.125	2025-04-25T12:53:11Z																								"
"551	1	-22.713.453.713.804.400	-47.628.551.758.825.700	5.394.368.896.484.370	2025-04-25T12:53:16Z																								"
"552	1	-22.713.369.559.496.600	-47.628.683.857.619.700	5.394.368.896.484.370	2025-04-25T12:53:21Z																								"
"553	1	-22.713.285.321.369.700	-47.628.558.129.072.100	5.394.368.896.484.370	2025-04-25T12:53:26Z																								"
"554	1	-22.713.422.616.943.700	-47.628.491.828.218.100	538.956.298.828.125	2025-04-25T12:53:31Z																								"
"555	1	-22.713.440.973.311.600	-47.628.648.653.626.400	5.384.757.080.078.120	2025-04-25T12:53:36Z																								"
"556	1	-2.271.329.085.342.580	-47.628.622.082.993.300	5.384.757.080.078.120	2025-04-25T12:53:41Z																								"
"557	1	-22.713.352.795.690.200	-47.628.481.853.753.300	538.956.298.828.125	2025-04-25T12:53:46Z																								"
"558	1	-22.713.465.616.106.900	-47.628.581.933.677.100	5.394.368.896.484.370	2025-04-25T12:53:51Z																								"
"559	1	-22.713.342.234.492.300	-47.628.677.487.373.300	538.956.298.828.125	2025-04-25T12:53:56Z																								"
"560	1	-2.271.329.864.859.580	-47.628.524.852.916.500	5.384.757.080.078.120	2025-04-25T12:54:01Z																								"
"561	1	-22.713.436.866.179.100	-47.628.512.280.061.800	5.384.757.080.078.120	2025-04-25T12:54:06Z																								"
"562	1	-22.713.403.925.299.600	-47.628.668.351.098.800	5.384.757.080.078.120	2025-04-25T12:54:11Z																								"
"563	1	-22.713.274.508.714.600	-47.628.601.882.606.700	5.384.757.080.078.120	2025-04-25T12:54:16Z																								"
"564	1	-22.713.375.594.466.900	-47.628.480.009.734.600	5.384.757.080.078.120	2025-04-25T12:54:21Z																								"
"565	1	-22.713.453.965.261.500	-47.628.613.617.271.100	5.379.949.951.171.870	2025-04-25T12:54:26Z																								"
"566	1	-22.713.312.981.650.200	-47.628.663.321.956.900	5.379.949.951.171.870	2025-04-25T12:54:31Z																								"
"567	1	-22.713.317.088.782.700	-47.628.509.681.671.800	5.384.757.080.078.120	2025-04-25T12:54:36Z																								"
"568	1	-22.713.458.491.489.200	-47.628.548.573.702.500	5.379.949.951.171.870	2025-04-25T12:54:41Z																								"
"569	1	-22.713.379.617.780.400	-47.628.681.175.410.700	5.384.757.080.078.120	2025-04-25T12:54:46Z																								"
"570	1	-22.713.282.471.522.600	-47.628.571.540.117.200	5.379.949.951.171.870	2025-04-25T12:54:51Z																								"
"571	1	-22.713.413.061.574.100	-47.628.497.863.188.300	5.379.949.951.171.870	2025-04-25T12:54:56Z																								"
"572	1	-22.713.443.906.977.700	-47.628.647.647.798.000	5.379.949.951.171.870	2025-04-25T12:55:01Z																								"
"573	1	-22.713.299.738.243.200	-47.628.640.439.361.300	5.379.949.951.171.870	2025-04-25T12:55:06Z																								"
"574	1	-22.713.346.928.358.000	-47.628.486.379.981.000	5.384.757.080.078.120	2025-04-25T12:55:11Z																								"
"575	1	-22.713.465.867.564.000	-47.628.573.551.774.000	5.379.949.951.171.870	2025-04-25T12:55:16Z																								"
"576	1	-22.713.349.359.109.900	-47.628.674.888.983.300	5.379.949.951.171.870	2025-04-25T12:55:21Z																								"
"577	1	-22.713.288.338.854.900	-47.628.529.295.325.200	5.379.949.951.171.870	2025-04-25T12:55:26Z																								"
"578	1	-22.713.434.686.884.200	-47.628.503.479.063.500	5.379.949.951.171.870	2025-04-25T12:55:31Z																								"
"579	1	-22.713.418.677.449.200	-47.628.659.466.281.500	5.375.142.822.265.620	2025-04-25T12:55:36Z																								"
"580	1	-22.713.285.237.550.700	-47.628.605.738.282.200	5.375.142.822.265.620	2025-04-25T12:55:41Z																								"
"581	1	-22.713.369.391.858.500	-47.628.477.914.258.800	5.379.949.951.171.870	2025-04-25T12:55:46Z																								"
"582	1	-22.713.456.731.289.600	-47.628.605.235.368.000	5.379.949.951.171.870	2025-04-25T12:55:51Z																								"
"583	1	-22.713.318.346.068.200	-47.628.666.087.985.000	5.375.142.822.265.620	2025-04-25T12:55:56Z																								"
"584	1	-22.713.309.545.069.900	-47.628.513.285.890.200	5.379.949.951.171.870	2025-04-25T12:56:01Z																								"
"585	1	-22.713.445.331.901.300	-47.628.531.390.801.000	5.375.142.822.265.620	2025-04-25T12:56:06Z																								"
"586	1	-22.713.382.132.351.300	-47.628.677.571.192.300	53.703.369.140.625	2025-04-25T12:56:11Z																								"
"587	1	-22.713.277.945.294.900	-47.628.570.031.374.600	5.375.142.822.265.620	2025-04-25T12:56:16Z																								"
"588	1	-22.713.398.141.786.400	-47.628.479.255.363.300	5.379.949.951.171.870	2025-04-25T12:56:21Z																								"
"589	1	-22.713.448.936.119.600	-47.628.632.644.191.300	5.375.142.822.265.620	2025-04-25T12:56:26Z																								"
"590	1	-22.713.299.654.424.100	-47.628.642.786.294.200	53.703.369.140.625	2025-04-25T12:56:31Z																								"
"591	1	-2.271.333.821.117.870	-47.628.489.229.828.100	5.375.142.822.265.620	2025-04-25T12:56:36Z																								"
"592	1	-22.713.463.604.450.200	-47.628.565.421.327.900	5.375.142.822.265.620	2025-04-25T12:56:41Z																								"
"593	1	-22.713.357.070.460.900	-47.628.677.738.830.400	53.703.369.140.625	2025-04-25T12:56:46Z																								"
"594	1	-2.271.328.791.975.970	-47.628.545.220.941.300	5.375.142.822.265.620	2025-04-25T12:56:51Z																								"
"595	1	-22.713.424.963.876.600	-47.628.509.346.395.700	5.375.142.822.265.620	2025-04-25T12:56:56Z																								"
"596	1	-22.713.414.905.592.700	-4.762.866.617.180.400	53.703.369.140.625	2025-04-25T12:57:01Z																								"
"597	1	-22.713.281.800.970.400	-47.628.623.005.002.700	5.375.142.822.265.620	2025-04-25T12:57:06Z																								"
"598	1	-22.713.363.775.983.400	-476.284.902.356.565	53.703.369.140.625	2025-04-25T12:57:11Z																								"
"599	1	-22.713.457.653.298.900	-47.628.608.588.129.200	5.365.531.005.859.370	2025-04-25T12:57:16Z																								"
"600	1	-22.713.328.739.628.100	-47.628.677.822.649.400	5.365.531.005.859.370	2025-04-25T12:57:21Z																								"
"601	1	-22.713.301.414.623.800	-4.762.851.370.498.530	53.703.369.140.625	2025-04-25T12:57:26Z																								"
"602	1	-2.271.345.010.958.610	-47.628.522.338.345.600	53.703.369.140.625	2025-04-25T12:57:31Z																								"
"603	1	-22.713.399.985.805.100	-4.762.867.103.330.790	53.703.369.140.625	2025-04-25T12:57:36Z																								"
"604	1	-22.713.283.644.989.100	-47.628.576.485.440.100	53.703.369.140.625	2025-04-25T12:57:41Z																								"
"605	1	-22.713.391.771.540.000	-47.628.482.272.848.400	53.703.369.140.625	2025-04-25T12:57:46Z																								"
"606	1	-22.713.443.068.787.400	-47.628.625.938.668.800	5.375.142.822.265.620	2025-04-25T12:57:51Z																								"
"607	1	-22.713.299.235.329.000	-47.628.650.413.826.100	5.379.949.951.171.870	2025-04-25T12:57:56Z																								"
"608	1	-22.713.319.938.629.800	-4.762.848.973.274.230	5.375.142.822.265.620	2025-04-25T12:58:01Z																								"
"609	1	-22.713.451.366.871.500	-47.628.554.357.215.700	5.375.142.822.265.620	2025-04-25T12:58:06Z																								"
"610	1	-22.713.358.495.384.400	-47.628.676.733.002.000	5.379.949.951.171.870	2025-04-25T12:58:11Z																								"
"611	1	-22.713.276.604.190.400	-47.628.548.070.788.300	5.379.949.951.171.870	2025-04-25T12:58:16Z																								"
"612	1	-22.713.417.252.525.600	-47.628.500.377.759.300	5.379.949.951.171.870	2025-04-25T12:58:21Z																								"
"613	1	-22.713.430.495.932.600	-47.628.650.749.102.200	5.384.757.080.078.120	2025-04-25T12:58:26Z																								"
"614	1	-22.713.288.674.131.000	-47.628.624.178.469.100	5.384.757.080.078.120	2025-04-25T12:58:31Z																								"
"615	1	-2.271.335.631.608.960	-47.628.480.764.105.900	5.384.757.080.078.120	2025-04-25T12:58:36Z																								"
"616	1	-22.713.462.263.345.700	-47.628.588.136.285.500	5.375.142.822.265.620	2025-04-25T12:58:41Z																								"
"617	1	-22.713.337.540.626.500	-47.628.673.799.335.900	5.375.142.822.265.620	2025-04-25T12:58:46Z																								"
"618	1	-22.713.298.061.862.500	-47.628.517.141.565.600	5.375.142.822.265.620	2025-04-25T12:58:51Z																								"
"619	1	-2.271.344.181.150.190	-47.628.512.363.880.800	5.375.142.822.265.620	2025-04-25T12:58:56Z																								"
"620	1	-22.713.404.847.308.900	-47.628.673.212.602.700	5.375.142.822.265.620	2025-04-25T12:59:01Z																								"
"621	1	-22.713.285.321.369.700	-47.628.595.428.541.300	5.375.142.822.265.620	2025-04-25T12:59:06Z																								"
"622	1	-22.713.389.005.511.900	-47.628.490.068.018.400	5.379.949.951.171.870	2025-04-25T12:59:11Z																								"
"623	1	-22.713.455.725.461.200	-47.628.627.447.411.400	5.384.757.080.078.120	2025-04-25T12:59:16Z																								"
"624	1	-22.713.313.736.021.500	-47.628.658.292.815.000	538.956.298.828.125	2025-04-25T12:59:21Z																								"
"625	1	-22.713.314.658.030.800	-47.628.502.389.416.000	5.384.757.080.078.120	2025-04-25T12:59:26Z																								"
"626	1	-22.713.446.589.186.700	-47.628.551.842.644.800	5.379.949.951.171.870	2025-04-25T12:59:31Z																								"
"627	1	-22.713.365.033.268.900	-47.628.682.348.877.100	53.703.369.140.625	2025-04-25T12:59:36Z																								"
"628	1	-22.713.278.783.485.200	-47.628.565.588.966.000	5.379.949.951.171.870	2025-04-25T12:59:41Z																								"
"629	1	-22.713.413.564.488.200	-47.628.491.912.037.100	5.379.949.951.171.870	2025-04-25T12:59:46Z																								"
"630	1	-22.713.442.649.692.200	-47.628.649.743.273.800	53.703.369.140.625	2025-04-25T12:59:51Z																								"
"631	1	-22.713.296.469.300.900	-47.628.623.927.012.000	5.360.723.876.953.120	2025-04-25T12:59:56Z																								"
"632	1	-22.713.355.477.899.300	-47.628.479.590.639.400	5.360.723.876.953.120	2025-04-25T13:00:01Z																								"
"633	1	-22.713.469.723.239.500	-47.628.573.467.954.900	5.365.531.005.859.370	2025-04-25T13:00:06Z																								"
"634	1	-22.713.348.604.738.700	-47.628.673.128.783.700	5.365.531.005.859.370	2025-04-25T13:00:11Z																								"
"635	1	-22.713.292.362.168.400	-47.628.527.786.582.700	53.703.369.140.625	2025-04-25T13:00:16Z																								"
"636	1	-22.713.435.441.255.500	-47.628.505.742.177.300	5.365.531.005.859.370	2025-04-25T13:00:21Z																								"
"637	1	-22.713.412.474.840.800	-4.762.866.223.230.950	5.375.142.822.265.620	2025-04-25T13:00:26Z																								"
"638	1	-22.713.277.945.294.900	-47.628.599.284.216.700	53.703.369.140.625	2025-04-25T13:00:31Z																								"
"639	1	-22.713.376.265.019.100	-4.762.847.900.390.620	53.703.369.140.625	2025-04-25T13:00:36Z																								"
"640	1	-22.713.457.401.841.800	-47.628.612.862.899.800	5.365.531.005.859.370	2025-04-25T13:00:41Z																								"
"641	1	-2.271.331.675.350.660	-47.628.666.004.166.000	53.703.369.140.625	2025-04-25T13:00:46Z																								"
"642	1	-22.713.313.400.745.300	-4.762.850.683.182.470	53.703.369.140.625	2025-04-25T13:00:51Z																								"
"643	1	-22.713.451.534.509.600	-47.628.536.336.123.900	5.379.949.951.171.870	2025-04-25T13:00:56Z																								"
"644	1	-22.713.377.522.304.600	-47.628.680.085.763.300	5.375.142.822.265.620	2025-04-25T13:01:01Z																								"
"645	1	-22.713.275.263.085.900	-47.628.568.522.632.100	53.703.369.140.625	2025-04-25T13:01:06Z																								"
"646	1	-22.713.394.453.749.000	-47.628.482.189.029.400	5.375.142.822.265.620	2025-04-25T13:01:11Z																								"
"647	1	-2.271.343.694.999.810	-47.628.637.840.971.300	5.375.142.822.265.620	2025-04-25T13:01:16Z																								"
"648	1	-22.713.292.865.082.600	-47.628.632.560.372.300	5.375.142.822.265.620	2025-04-25T13:01:21Z																								"
"649	1	-22.713.332.930.579.700	-47.628.482.356.667.500	53.703.369.140.625	2025-04-25T13:01:26Z																								"
"650	1	-22.713.451.283.052.500	-47.628.567.768.260.800	5.365.531.005.859.370	2025-04-25T13:01:31Z																								"
"651	1	-22.713.340.641.930.600	-4.762.867.690.064.010	5.365.531.005.859.370	2025-04-25T13:01:36Z																								"
"652	1	-22.713.283.644.989.100	-47.628.541.868.180.000	5.365.531.005.859.370	2025-04-25T13:01:41Z																								"
"653	1	-22.713.422.700.762.700	-4.762.850.440.107.280	5.365.531.005.859.370	2025-04-25T13:01:46Z																								"
"654	1	-22.713.417.503.982.700	-47.628.665.836.527.900	53.703.369.140.625	2025-04-25T13:01:51Z																								"
"655	1	-22.713.273.419.067.200	-47.628.611.773.252.400	5.365.531.005.859.370	2025-04-25T13:01:56Z																								"
"656	1	-2.271.336.511.708.790	-47.628.480.847.924.900	53.703.369.140.625	2025-04-25T13:02:01Z																								"
"657	1	-22.713.453.378.528.300	-47.628.602.050.244.800	5.375.142.822.265.620	2025-04-25T13:02:06Z																								"
"658	1	-22.713.321.698.829.500	-47.628.675.308.078.500	5.375.142.822.265.620	2025-04-25T13:02:11Z																								"
"659	1	-22.713.308.036.327.300	-47.628.517.644.479.800	53.703.369.140.625	2025-04-25T13:02:16Z																								"
"660	1	-2.271.345.597.691.830	-47.628.532.312.810.400	5.365.531.005.859.370	2025-04-25T13:02:21Z																								"
"661	1	-22.713.391.603.901.900	-47.628.678.828.477.800	535.591.552.734.375	2025-04-25T13:02:26Z																								"
"662	1	-22.713.280.711.323.000	-47.628.578.329.458.800	5.365.531.005.859.370	2025-04-25T13:02:31Z																								"
"663	1	-22.713.400.069.624.100	-47.628.483.530.133.900	53.703.369.140.625	2025-04-25T13:02:36Z																								"
"664	1	-2.271.344.524.808.220	-47.628.630.716.353.600	5.375.142.822.265.620	2025-04-25T13:02:41Z																								"
"665	1	-22.713.297.894.224.500	-47.628.646.306.693.500	5.375.142.822.265.620	2025-04-25T13:02:46Z																								"
"666	1	-22.713.326.057.419.100	-47.628.487.050.533.200	5.375.142.822.265.620	2025-04-25T13:02:51Z																								"
"667	1	-22.713.450.361.043.200	-47.628.552.345.559.000	5.384.757.080.078.120	2025-04-25T13:02:56Z																								"
"668	1	-22.713.357.741.013.100	-47.628.672.542.050.400	5.384.757.080.078.120	2025-04-25T13:03:01Z																								"
"669	1	-22.713.281.717.151.400	-47.628.542.957.827.400	5.379.949.951.171.870	2025-04-25T13:03:06Z																								"
"670	1	-2.271.341.934.800.140	-47.628.494.594.246.100	5.375.142.822.265.620	2025-04-25T13:03:11Z																								"
"671	1	-22.713.424.460.962.400	-47.628.657.035.529.600	53.703.369.140.625	2025-04-25T13:03:16Z																								"
"672	1	-2.271.328.498.609.360	-47.628.615.209.832.700	5.375.142.822.265.620	2025-04-25T13:03:21Z																								"
"673	1	-22.713.357.070.460.900	-47.628.482.524.305.500	5.375.142.822.265.620	2025-04-25T13:03:26Z																								"
"674	1	-22.713.464.358.821.500	-47.628.596.602.007.700	53.703.369.140.625	2025-04-25T13:03:31Z																								"
"675	1	-22.713.341.396.301.900	-47.628.678.074.106.500	53.703.369.140.625	2025-04-25T13:03:36Z																								"
"676	1	-22.713.307.030.498.900	-47.628.524.601.459.500	5.375.142.822.265.620	2025-04-25T13:03:41Z																								"
"677	1	-22.713.447.930.291.200	-47.628.519.488.498.500	5.379.949.951.171.870	2025-04-25T13:03:46Z																								"
"678	1	-2.271.340.174.600.480	-47.628.672.206.774.300	5.375.142.822.265.620	2025-04-25T13:03:51Z																								"
"679	1	-22.713.280.795.142.000	-47.628.595.260.903.200	53.703.369.140.625	2025-04-25T13:03:56Z																								"
"680	1	-22.713.386.071.845.800	-47.628.484.116.867.100	53.703.369.140.625	2025-04-25T13:04:01Z																								"
"681	1	-22.713.446.673.005.800	-47.628.627.447.411.400	5.379.949.951.171.870	2025-04-25T13:04:06Z																								"
"682	1	-22.713.300.744.071.600	-47.628.651.335.835.400	5.379.949.951.171.870	2025-04-25T13:04:11Z																								"
"683	1	-2.271.331.281.401.210	-47.628.495.683.893.500	5.384.757.080.078.120	2025-04-25T13:04:16Z																								"
"684	1	-22.713.446.840.643.800	-47.628.550.082.445.100	5.379.949.951.171.870	2025-04-25T13:04:21Z																								"
"685	1	-22.713.364.362.716.600	-47.628.678.660.839.700	5.379.949.951.171.870	2025-04-25T13:04:26Z																								"
"686	1	-22.713.278.364.390.100	-47.628.553.686.663.500	5.379.949.951.171.870	2025-04-25T13:04:31Z																								"
"687	1	-22.713.409.960.269.900	-4.762.849.560.007.450	5.379.949.951.171.870	2025-04-25T13:04:36Z																								"
"688	1	-22.713.435.022.160.400	-47.628.650.162.369.000	5.375.142.822.265.620	2025-04-25T13:04:41Z																								"
"689	1	-22.713.288.506.492.900	-47.628.628.872.334.900	53.703.369.140.625	2025-04-25T13:04:46Z																								"
"690	1	-22.713.351.873.680.900	-47.628.484.619.781.300	53.703.369.140.625	2025-04-25T13:04:51Z																								"
