latitude,longitude,angle_deg
-22.713314640102272,-47.62863627609892,316.5
-22.713314090618333,-47.62863564287226,317.0
-22.713313546252646,-47.628635004471484,317.5
-22.713313007046672,-47.628634360945206,318.0
-22.71331247304147,-47.62863371234245,318.5
-22.71331194427771,-47.62863305871259,319.0
-22.71331142079565,-47.62863240010541,319.5
-22.71331090263517,-47.62863173657107,320.0
-22.71331038983572,-47.6286310681601,320.5
-22.71330988243635,-47.62863039492339,321.0
-22.713309380475707,-47.62862971691223,321.5
-22.713308883992013,-47.62862903417823,322.0
-22.713308393023077,-47.628628346773404,322.5
-22.713307907606293,-47.62862765475009,323.0
-22.71330742777862,-47.62862695816099,323.5
-22.713306953576605,-47.62862625705915,324.0
-22.71330648503636,-47.62862555149797,324.5
-22.71330602219356,-47.62862484153116,325.0
-22.71330556508346,-47.62862412721282,325.5
-22.713305113740862,-47.62862340859731,326.0
-22.71330466820015,-47.62862268573939,326.5
-22.71330422849524,-47.62862195869408,327.0
-22.713303794659627,-47.62862122751677,327.5
-22.713303366726343,-47.628620492263124,328.0
-22.71330294472798,-47.62861975298915,328.5
-22.713302528696676,-47.62861900975114,329.0
-22.71330211866411,-47.62861826260569,329.5
-22.71330171466151,-47.628617511609704,330.0
-22.713301316719644,-47.62861675682037,330.5
-22.71330092486881,-47.62861599829517,331.0
-22.713300539138856,-47.62861523609186,331.5
-22.713300159559157,-47.6286144702685,332.0
-22.71329978615861,-47.628613700883406,332.5
-22.713299418965665,-47.628612927995164,333.0
-22.713299058008275,-47.62861215166263,333.5
-22.713298703313928,-47.628611371944935,334.0
-22.713298354909643,-47.62861058890145,334.5
-22.713298012821944,-47.62860980259181,335.0
-22.713297677076888,-47.628609013075895,335.5
-22.713297347700042,-47.62860822041383,336.0
-22.713297024716486,-47.62860742466598,336.5
-22.71329670815082,-47.62860662589294,337.0
-22.713296398027154,-47.62860582415554,337.5
-22.7132960943691,-47.62860501951484,338.0
-22.71329579719978,-47.62860421203212,338.5
-22.713295506541836,-47.62860340176886,339.0
-22.713295222417393,-47.62860258878678,339.5
-22.71329494484809,-47.62860177314778,340.0
-22.71329467385507,-47.62860095491398,340.5
-22.713294409458964,-47.62860013414768,341.0
-22.713294151679907,-47.628599310911405,341.5
-22.713293900537536,-47.62859848526783,342.0
-22.713293656050972,-47.62859765727984,342.5
-22.71329341823883,-47.62859682701048,343.0
-22.713293187119227,-47.628595994522996,343.5
-22.71329296270976,-47.628595159880774,344.0
-22.713292745027523,-47.628594323147375,344.5
-22.71329253408909,-47.62859348438651,345.0
-22.71329232991052,-47.628592643662074,345.5
-22.71329213250737,-47.628591801038084,346.0
-22.713291941894667,-47.6285909565787,346.5
-22.713291758086932,-47.62859011034824,347.0
-22.71329158109816,-47.62858926241115,347.5
-22.71329141094183,-47.62858841283199,348.0
-22.713291247630902,-47.628587561675474,348.5
-22.71329109117781,-47.628586709006406,349.0
-22.713290941594465,-47.628585854889735,349.5
-22.713290798892263,-47.628584999390505,350.0
-22.713290663082073,-47.62858414257385,350.5
-22.713290534174234,-47.628583284505034,351.0
-22.713290412178566,-47.62858242524939,351.5
-22.713290297104358,-47.62858156487237,352.0
-22.713290188960368,-47.62858070343948,352.5
-22.713290087754842,-47.62857984101633,353.0
-22.71328999349548,-47.6285789776686,353.5
-22.71328990618946,-47.62857811346203,354.0
-22.713289825843432,-47.62857724846243,354.5
-22.713289752463517,-47.62857638273568,355.0
-22.7132896860553,-47.62857551634771,355.5
-22.71328962662384,-47.62857464936449,356.0
-22.713289574173665,-47.62857378185205,356.5
-22.713289528708763,-47.62857291387645,357.0
-22.713289490232604,-47.628572045503795,357.5
-22.71328945874811,-47.628571176800214,358.0
-22.713289434257685,-47.628570307831865,358.5
-22.713289416763192,-47.62856943866491,359.0
-22.713289406265964,-47.628568569365555,359.5
