ID;trksegID;lat;lon;ele;time;magvar;geoidheight;name;cmt;desc;src;sym;type;fix;sat;hdop;vdop;pdop;ageofdgpsdata;dgpsid;Temperature;Depth;wtemp;hr;cad
239;1;-22.713.334.942.236.500;-47.628.642.199.561;5.423.209.228.515.620;2025-04-23T14:09:01Z;;;;;;;;;;;;;;;;;;;;
240;1;-22.713.335.026.055.500;-47.628.642.199.561;5.423.209.228.515.620;2025-04-23T14:09:06Z;;;;;;;;;;;;;;;;;;;;
241;1;-22.713.335.109.874.600;-47.628.641.948.103.900;5.423.209.228.515.620;2025-04-23T14:09:11Z;;;;;;;;;;;;;;;;;;;;
242;1;-22.713.335.026.055.500;-47.628.641.864.284.800;5.423.209.228.515.620;2025-04-23T14:09:16Z;;;;;;;;;;;;;;;;;;;;
243;1;-22.713.335.109.874.600;-4.762.864.169.664.680;5.423.209.228.515.620;2025-04-23T14:09:21Z;;;;;;;;;;;;;;;;;;;;
244;1;-22.713.335.193.693.600;-4.762.864.169.664.680;5.423.209.228.515.620;2025-04-23T14:09:26Z;;;;;;;;;;;;;;;;;;;;
245;1;-2.271.333.527.751.260;-47.628.641.529.008.700;5.423.209.228.515.620;2025-04-23T14:09:31Z;;;;;;;;;;;;;;;;;;;;
246;1;-22.713.335.193.693.600;-4.762.864.169.664.680;5.423.209.228.515.620;2025-04-23T14:09:36Z;;;;;;;;;;;;;;;;;;;;
247;1;-22.713.335.361.331.700;-4.762.864.169.664.680;5.423.209.228.515.620;2025-04-23T14:09:41Z;;;;;;;;;;;;;;;;;;;;
248;1;-22.713.335.445.150.700;-47.628.641.612.827.700;5.423.209.228.515.620;2025-04-23T14:09:46Z;;;;;;;;;;;;;;;;;;;;
249;1;-22.713.335.612.788.700;-47.628.641.529.008.700;5.423.209.228.515.620;2025-04-23T14:09:51Z;;;;;;;;;;;;;;;;;;;;
250;1;-22.713.335.612.788.700;-47.628.641.361.370.600;5.423.209.228.515.620;2025-04-23T14:09:56Z;;;;;;;;;;;;;;;;;;;;
251;1;-22.713.335.528.969.700;-47.628.641.361.370.600;5.423.209.228.515.620;2025-04-23T14:10:01Z;;;;;;;;;;;;;;;;;;;;
252;1;-22.713.335.361.331.700;-47.628.641.277.551.600;5.423.209.228.515.620;2025-04-23T14:10:06Z;;;;;;;;;;;;;;;;;;;;
253;1;-22.713.335.528.969.700;-47.628.641.193.732.600;5.423.209.228.515.620;2025-04-23T14:10:11Z;;;;;;;;;;;;;;;;;;;;
254;1;-2.271.333.578.042.680;-47.628.641.193.732.600;5.423.209.228.515.620;2025-04-23T14:10:16Z;;;;;;;;;;;;;;;;;;;;
255;1;-22.713.335.696.607.800;-47.628.641.193.732.600;5.423.209.228.515.620;2025-04-23T14:10:21Z;;;;;;;;;;;;;;;;;;;;
256;1;-22.713.335.696.607.800;-47.628.641.026.094.500;5.423.209.228.515.620;2025-04-23T14:10:26Z;;;;;;;;;;;;;;;;;;;;
257;1;-22.713.335.696.607.800;-47.628.640.942.275.500;5.423.209.228.515.620;2025-04-23T14:10:31Z;;;;;;;;;;;;;;;;;;;;
258;1;-22.713.335.696.607.800;-47.628.640.858.456.400;5.423.209.228.515.620;2025-04-23T14:10:36Z;;;;;;;;;;;;;;;;;;;;
259;1;-22.713.335.612.788.700;-47.628.640.858.456.400;5.423.209.228.515.620;2025-04-23T14:10:41Z;;;;;;;;;;;;;;;;;;;;
260;1;-22.713.335.612.788.700;-47.628.640.690.818.400;5.423.209.228.515.620;2025-04-23T14:10:46Z;;;;;;;;;;;;;;;;;;;;
261;1;-22.713.335.696.607.800;-47.628.640.690.818.400;5.423.209.228.515.620;2025-04-23T14:10:51Z;;;;;;;;;;;;;;;;;;;;
262;1;-2.271.333.578.042.680;-47.628.640.355.542.300;5.423.209.228.515.620;2025-04-23T14:10:56Z;;;;;;;;;;;;;;;;;;;;
263;1;-22.713.335.696.607.800;-47.628.640.355.542.300;5.423.209.228.515.620;2025-04-23T14:11:01Z;;;;;;;;;;;;;;;;;;;;
264;1;-22.713.333.768.770.000;-47.628.634.152.933.900;5.423.209.228.515.620;2025-04-23T14:11:06Z;;;;;;;;;;;;;;;;;;;;
265;1;-22.713.333.182.036.800;-47.628.632.979.467.500;5.423.209.228.515.620;2025-04-23T14:11:11Z;;;;;;;;;;;;;;;;;;;;
266;1;-22.713.333.098.217.800;-47.628.632.895.648.400;5.423.209.228.515.620;2025-04-23T14:11:16Z;;;;;;;;;;;;;;;;;;;;
267;1;-22.713.333.182.036.800;-47.628.632.811.829.400;5.423.209.228.515.620;2025-04-23T14:11:21Z;;;;;;;;;;;;;;;;;;;;
268;1;-22.713.333.182.036.800;-47.628.632.644.191.300;5.423.209.228.515.620;2025-04-23T14:11:26Z;;;;;;;;;;;;;;;;;;;;
269;1;-22.713.333.014.398.800;-47.628.632.644.191.300;5.423.209.228.515.620;2025-04-23T14:11:31Z;;;;;;;;;;;;;;;;;;;;
270;1;-22.713.332.930.579.700;-47.628.632.308.915.200;5.423.209.228.515.620;2025-04-23T14:11:36Z;;;;;;;;;;;;;;;;;;;;
271;1;-22.713.333.265.855.900;-47.628.632.308.915.200;5.423.209.228.515.620;2025-04-23T14:11:41Z;;;;;;;;;;;;;;;;;;;;
272;1;-2.271.333.334.967.490;-47.628.631.722.182.000;5.423.209.228.515.620;2025-04-23T14:11:46Z;;;;;;;;;;;;;;;;;;;;
273;1;-22.713.333.768.770.000;-47.628.631.973.639.100;5.423.209.228.515.620;2025-04-23T14:11:51Z;;;;;;;;;;;;;;;;;;;;
274;1;-22.713.334.020.227.100;-47.628.631.889.820.000;5.423.209.228.515.620;2025-04-23T14:11:56Z;;;;;;;;;;;;;;;;;;;;
275;1;-22.713.334.355.503.300;-47.628.631.889.820.000;5.423.209.228.515.620;2025-04-23T14:12:01Z;;;;;;;;;;;;;;;;;;;;
276;1;-22.713.334.355.503.300;-47.628.631.722.182.000;5.423.209.228.515.620;2025-04-23T14:12:06Z;;;;;;;;;;;;;;;;;;;;
277;1;-22.713.334.439.322.300;-47.628.631.722.182.000;5.423.209.228.515.620;2025-04-23T14:12:11Z;;;;;;;;;;;;;;;;;;;;
278;1;-22.713.334.606.960.400;-47.628.631.806.001.000;5.423.209.228.515.620;2025-04-23T14:12:16Z;;;;;;;;;;;;;;;;;;;;
279;1;-22.713.334.942.236.500;-47.628.631.806.001.000;5.423.209.228.515.620;2025-04-23T14:12:21Z;;;;;;;;;;;;;;;;;;;;
280;1;-22.713.335.109.874.600;-47.628.631.638.363.000;5.423.209.228.515.620;2025-04-23T14:12:26Z;;;;;;;;;;;;;;;;;;;;
281;1;-22.713.335.445.150.700;-47.628.631.303.086.800;5.423.209.228.515.620;2025-04-23T14:12:31Z;;;;;;;;;;;;;;;;;;;;
282;1;-2.271.333.578.042.680;-47.628.631.219.267.800;5.423.209.228.515.620;2025-04-23T14:12:36Z;;;;;;;;;;;;;;;;;;;;
283;1;-22.713.335.864.245.800;-47.628.631.303.086.800;5.423.209.228.515.620;2025-04-23T14:12:41Z;;;;;;;;;;;;;;;;;;;;
284;1;-22.713.336.031.883.900;-47.628.631.051.629.700;5.423.209.228.515.620;2025-04-23T14:12:46Z;;;;;;;;;;;;;;;;;;;;
285;1;-22.713.336.199.522.000;-47.628.630.883.991.700;5.423.209.228.515.620;2025-04-23T14:12:51Z;;;;;;;;;;;;;;;;;;;;
286;1;-22.713.336.115.702.900;-47.628.630.716.353.600;5.423.209.228.515.620;2025-04-23T14:12:56Z;;;;;;;;;;;;;;;;;;;;
287;1;-22.713.317.256.420.800;-47.628.609.761.595.700;5.418.402.099.609.370;2025-04-23T14:13:01Z;;;;;;;;;;;;;;;;;;;;
288;1;-22.713.296.385.481.900;-47.628.581.849.858.100;5.423.209.228.515.620;2025-04-23T14:13:06Z;;;;;;;;;;;;;;;;;;;;
289;1;-22.713.285.237.550.700;-47.628.551.758.825.700;5.418.402.099.609.370;2025-04-23T14:13:11Z;;;;;;;;;;;;;;;;;;;;
290;1;-22.713.298.816.233.800;-47.628.515.046.089.800;5.423.209.228.515.620;2025-04-23T14:13:16Z;;;;;;;;;;;;;;;;;;;;
291;1;-22.713.316.921.144.700;-47.628.488.391.637.800;542.801.513.671.875;2025-04-23T14:13:21Z;;;;;;;;;;;;;;;;;;;;
292;1;-22.713.366.039.097.300;-47.628.461.821.004.700;5.423.209.228.515.620;2025-04-23T14:13:26Z;;;;;;;;;;;;;;;;;;;;
293;1;-22.713.420.353.829.800;-47.628.479.087.725.200;542.801.513.671.875;2025-04-23T14:13:31Z;;;;;;;;;;;;;;;;;;;;
294;1;-22.713.461.425.155.400;-47.628.542.454.913.200;542.801.513.671.875;2025-04-23T14:13:36Z;;;;;;;;;;;;;;;;;;;;
295;1;-22.713.441.392.406.800;-47.628.627.782.687.500;542.801.513.671.875;2025-04-23T14:13:41Z;;;;;;;;;;;;;;;;;;;;
296;1;-22.713.372.493.162.700;-47.628.664.914.518.500;5.423.209.228.515.620;2025-04-23T14:13:46Z;;;;;;;;;;;;;;;;;;;;
297;1;-22.713.300.324.976.400;-47.628.612.611.442.800;5.423.209.228.515.620;2025-04-23T14:13:51Z;;;;;;;;;;;;;;;;;;;;
298;1;-22.713.288.255.035.800;-47.628.526.194.021.100;5.423.209.228.515.620;2025-04-23T14:13:56Z;;;;;;;;;;;;;;;;;;;;
299;1;-22.713.351.454.585.700;-47.628.463.665.023.400;5.423.209.228.515.620;2025-04-23T14:14:01Z;;;;;;;;;;;;;;;;;;;;
300;1;-22.713.431.334.123.000;-47.628.475.232.049.800;542.801.513.671.875;2025-04-23T14:14:06Z;;;;;;;;;;;;;;;;;;;;
301;1;-22.713.471.483.439.200;-47.628.554.105.758.600;542.801.513.671.875;2025-04-23T14:14:11Z;;;;;;;;;;;;;;;;;;;;
302;1;-22.713.446.337.729.600;-47.628.639.936.447.100;5.432.821.044.921.870;2025-04-23T14:14:16Z;;;;;;;;;;;;;;;;;;;;
303;1;-22.713.374.588.638.500;-47.628.662.567.585.700;5.423.209.228.515.620;2025-04-23T14:14:21Z;;;;;;;;;;;;;;;;;;;;
304;1;-22.713.291.607.797.100;-47.628.609.761.595.700;5.418.402.099.609.370;2025-04-23T14:14:26Z;;;;;;;;;;;;;;;;;;;;
305;1;-22.713.294.876.739.300;-47.628.516.890.108.500;5.423.209.228.515.620;2025-04-23T14:14:31Z;;;;;;;;;;;;;;;;;;;;
306;1;-22.713.357.070.460.900;-47.628.467.101.603.700;5.423.209.228.515.620;2025-04-23T14:14:36Z;;;;;;;;;;;;;;;;;;;;
307;1;-22.713.434.686.884.200;-47.628.492.079.675.100;5.423.209.228.515.620;2025-04-23T14:14:41Z;;;;;;;;;;;;;;;;;;;;
308;1;-22.713.468.633.592.100;-47.628.577.575.087.500;5.423.209.228.515.620;2025-04-23T14:14:46Z;;;;;;;;;;;;;;;;;;;;
309;1;-22.713.432.675.227.500;-47.628.656.532.615.400;5.423.209.228.515.620;2025-04-23T14:14:51Z;;;;;;;;;;;;;;;;;;;;
310;1;-22.713.349.778.205.100;-47.628.657.035.529.600;5.418.402.099.609.370;2025-04-23T14:14:56Z;;;;;;;;;;;;;;;;;;;;
311;1;-22.713.291.021.063.900;-47.628.588.723.018.700;5.413.594.970.703.120;2025-04-23T14:15:01Z;;;;;;;;;;;;;;;;;;;;
312;1;-22.713.305.605.575.400;-4.762.850.197.032.090;5.418.402.099.609.370;2025-04-23T14:15:06Z;;;;;;;;;;;;;;;;;;;;
313;1;-22.713.381.461.799.100;-47.628.465.006.127.900;5.413.594.970.703.120;2025-04-23T14:15:11Z;;;;;;;;;;;;;;;;;;;;
314;1;-22.713.453.965.261.500;-47.628.505.071.625.100;5.418.402.099.609.370;2025-04-23T14:15:16Z;;;;;;;;;;;;;;;;;;;;
315;1;-22.713.471.064.344.000;-47.628.598.278.388.300;5.418.402.099.609.370;2025-04-23T14:15:21Z;;;;;;;;;;;;;;;;;;;;
316;1;-22.713.418.593.630.100;-47.628.670.362.755.600;5.423.209.228.515.620;2025-04-23T14:15:26Z;;;;;;;;;;;;;;;;;;;;
317;1;-22.713.337.456.807.400;-47.628.652.090.206.700;5.423.209.228.515.620;2025-04-23T14:15:31Z;;;;;;;;;;;;;;;;;;;;
318;1;-22.713.282.555.341.700;-47.628.577.742.725.600;5.423.209.228.515.620;2025-04-23T14:15:36Z;;;;;;;;;;;;;;;;;;;;
319;1;-22.713.315.077.126.000;-47.628.492.247.313.200;542.801.513.671.875;2025-04-23T14:15:41Z;;;;;;;;;;;;;;;;;;;;
320;1;-22.713.388.251.140.700;-47.628.462.156.280.800;5.423.209.228.515.620;2025-04-23T14:15:46Z;;;;;;;;;;;;;;;;;;;;
321;1;-22.713.457.066.565.700;-4.762.851.856.648.920;5.432.821.044.921.870;2025-04-23T14:15:51Z;;;;;;;;;;;;;;;;;;;;
322;1;-22.713.457.066.565.700;-47.628.610.180.690.800;542.801.513.671.875;2025-04-23T14:15:56Z;;;;;;;;;;;;;;;;;;;;
323;1;-22.713.397.638.872.200;-47.628.660.555.928.900;542.801.513.671.875;2025-04-23T14:16:01Z;;;;;;;;;;;;;;;;;;;;
324;1;-22.713.325.135.409.800;-47.628.639.852.628.100;5.423.209.228.515.620;2025-04-23T14:16:06Z;;;;;;;;;;;;;;;;;;;;
325;1;-22.713.286.746.293.300;-47.628.553.099.930.200;542.801.513.671.875;2025-04-23T14:16:11Z;;;;;;;;;;;;;;;;;;;;
326;1;-22.713.328.991.085.200;-47.628.477.662.801.700;542.801.513.671.875;2025-04-23T14:16:16Z;;;;;;;;;;;;;;;;;;;;
327;1;-22.713.410.211.727.000;-47.628.461.485.728.600;5.432.821.044.921.870;2025-04-23T14:16:21Z;;;;;;;;;;;;;;;;;;;;
328;1;-22.713.466.202.840.200;-4.762.852.837.331.590;542.801.513.671.875;2025-04-23T14:16:26Z;;;;;;;;;;;;;;;;;;;;
329;1;-22.713.453.881.442.500;-47.628.618.646.413.000;5.432.821.044.921.870;2025-04-23T14:16:31Z;;;;;;;;;;;;;;;;;;;;
330;1;-22.713.381.880.894.300;-47.628.661.477.938.200;5.423.209.228.515.620;2025-04-23T14:16:36Z;;;;;;;;;;;;;;;;;;;;
331;1;-22.713.304.599.747.000;-47.628.627.615.049.400;5.423.209.228.515.620;2025-04-23T14:16:41Z;;;;;;;;;;;;;;;;;;;;
332;1;-22.713.282.974.436.800;-47.628.538.347.780.700;542.801.513.671.875;2025-04-23T14:16:46Z;;;;;;;;;;;;;;;;;;;;
333;1;-22.713.336.534.798.100;-47.628.471.124.917.200;542.801.513.671.875;2025-04-23T14:16:51Z;;;;;;;;;;;;;;;;;;;;
334;1;-22.713.410.211.727.000;-47.628.468.694.165.300;5.432.821.044.921.870;2025-04-23T14:16:56Z;;;;;;;;;;;;;;;;;;;;
335;1;-22.713.463.269.174.000;-47.628.541.951.999.000;542.801.513.671.875;2025-04-23T14:17:01Z;;;;;;;;;;;;;;;;;;;;
336;1;-22.713.440.386.578.400;-47.628.631.722.182.000;5.432.821.044.921.870;2025-04-23T14:17:06Z;;;;;;;;;;;;;;;;;;;;
337;1;-2.271.337.048.150.590;-47.628.663.992.509.200;542.801.513.671.875;2025-04-23T14:17:11Z;;;;;;;;;;;;;;;;;;;;
338;1;-22.713.301.414.623.800;-47.628.618.897.870.100;5.432.821.044.921.870;2025-04-23T14:17:16Z;;;;;;;;;;;;;;;;;;;;
339;1;-22.713.293.619.453.900;-47.628.531.977.534.200;5.437.628.173.828.120;2025-04-23T14:17:21Z;;;;;;;;;;;;;;;;;;;;
340;1;-22.713.356.148.451.500;-47.628.472.130.745.600;5.437.628.173.828.120;2025-04-23T14:17:26Z;;;;;;;;;;;;;;;;;;;;
341;1;-22.713.431.334.123.000;-4.762.847.950.682.040;5.437.628.173.828.120;2025-04-23T14:17:31Z;;;;;;;;;;;;;;;;;;;;
342;1;-22.713.466.370.478.200;-4.762.856.500.223.270;5.432.821.044.921.870;2025-04-23T14:17:36Z;;;;;;;;;;;;;;;;;;;;
343;1;-22.713.437.033.817.100;-47.628.649.491.816.700;542.801.513.671.875;2025-04-23T14:17:41Z;;;;;;;;;;;;;;;;;;;;
344;1;-22.713.348.688.557.700;-47.628.658.041.357.900;542.801.513.671.875;2025-04-23T14:17:46Z;;;;;;;;;;;;;;;;;;;;
345;1;-22.713.285.991.922.000;-47.628.588.723.018.700;5.423.209.228.515.620;2025-04-23T14:17:51Z;;;;;;;;;;;;;;;;;;;;
346;1;-22.713.299.570.605.100;-4.762.850.146.740.670;542.801.513.671.875;2025-04-23T14:17:56Z;;;;;;;;;;;;;;;;;;;;
347;1;-227.133.699.785.918;-47.628.452.433.273.100;5.432.821.044.921.870;2025-04-23T14:18:01Z;;;;;;;;;;;;;;;;;;;;
348;1;-22.713.443.823.158.700;-47.628.478.584.811.000;5.432.821.044.921.870;2025-04-23T14:18:06Z;;;;;;;;;;;;;;;;;;;;
349;1;-22.713.472.321.629.500;-47.628.570.450.469.800;5.432.821.044.921.870;2025-04-23T14:18:11Z;;;;;;;;;;;;;;;;;;;;
350;1;-22.713.430.831.208.800;-47.628.646.222.874.500;542.801.513.671.875;2025-04-23T14:18:16Z;;;;;;;;;;;;;;;;;;;;
351;1;-22.713.355.142.623.100;-47.628.646.641.969.600;542.801.513.671.875;2025-04-23T14:18:21Z;;;;;;;;;;;;;;;;;;;;
352;1;-22.713.302.336.633.200;-47.628.579.502.925.200;5.432.821.044.921.870;2025-04-23T14:18:26Z;;;;;;;;;;;;;;;;;;;;
353;1;-2.271.331.231.109.790;-47.628.491.744.399.000;5.432.821.044.921.870;2025-04-23T14:18:31Z;;;;;;;;;;;;;;;;;;;;
354;1;-22.713.387.329.131.300;-47.628.452.852.368.300;5.432.821.044.921.870;2025-04-23T14:18:36Z;;;;;;;;;;;;;;;;;;;;
355;1;-22.713.458.826.765.400;-47.628.500.713.035.400;5.432.821.044.921.870;2025-04-23T14:18:41Z;;;;;;;;;;;;;;;;;;;;
356;1;-22.713.471.483.439.200;-47.628.595.512.360.300;5.432.821.044.921.870;2025-04-23T14:18:46Z;;;;;;;;;;;;;;;;;;;;
357;1;-22.713.410.295.546.000;-47.628.662.316.128.600;5.432.821.044.921.870;2025-04-23T14:18:51Z;;;;;;;;;;;;;;;;;;;;
358;1;-22.713.331.673.294.300;-47.628.651.671.111.500;542.801.513.671.875;2025-04-23T14:18:56Z;;;;;;;;;;;;;;;;;;;;
359;1;-22.713.289.177.045.200;-47.628.575.563.430.700;542.801.513.671.875;2025-04-23T14:19:01Z;;;;;;;;;;;;;;;;;;;;
360;1;-22.713.311.305.269.500;-4.762.849.124.148.480;5.432.821.044.921.870;2025-04-23T14:19:06Z;;;;;;;;;;;;;;;;;;;;
361;1;-22.713.391.268.625.800;-47.628.462.240.099.900;5.437.628.173.828.120;2025-04-23T14:19:11Z;;;;;;;;;;;;;;;;;;;;
362;1;-22.713.456.312.194.400;-47.628.518.231.213.000;5.432.821.044.921.870;2025-04-23T14:19:16Z;;;;;;;;;;;;;;;;;;;;
363;1;-2.271.346.285.007.890;-47.628.609.845.414.700;5.432.821.044.921.870;2025-04-23T14:19:21Z;;;;;;;;;;;;;;;;;;;;
364;1;-22.713.405.517.861.200;-47.628.662.819.042.800;5.432.821.044.921.870;2025-04-23T14:19:26Z;;;;;;;;;;;;;;;;;;;;
365;1;-22.713.332.679.122.600;-47.628.639.852.628.100;542.801.513.671.875;2025-04-23T14:19:31Z;;;;;;;;;;;;;;;;;;;;
366;1;-22.713.283.728.808.100;-47.628.553.854.301.500;542.801.513.671.875;2025-04-23T14:19:36Z;;;;;;;;;;;;;;;;;;;;
367;1;-22.713.332.260.027.500;-47.628.478.081.896.900;54.424.365.234.375;2025-04-23T14:19:41Z;;;;;;;;;;;;;;;;;;;;
368;1;-22.713.407.864.794.100;-4.762.846.483.848.980;54.424.365.234.375;2025-04-23T14:19:46Z;;;;;;;;;;;;;;;;;;;;
369;1;-22.713.463.352.993.100;-47.628.533.821.552.900;5.432.821.044.921.870;2025-04-23T14:19:51Z;;;;;;;;;;;;;;;;;;;;
370;1;-22.713.459.497.317.600;-47.628.619.652.241.400;5.432.821.044.921.870;2025-04-23T14:19:56Z;;;;;;;;;;;;;;;;;;;;
371;1;-22.713.390.095.159.400;-47.628.655.275.329.900;542.801.513.671.875;2025-04-23T14:20:01Z;;;;;;;;;;;;;;;;;;;;
372;1;-22.713.308.455.422.500;-47.628.617.137.670.500;542.801.513.671.875;2025-04-23T14:20:06Z;;;;;;;;;;;;;;;;;;;;
373;1;-22.713.285.237.550.700;-47.628.534.073.010.000;5.432.821.044.921.870;2025-04-23T14:20:11Z;;;;;;;;;;;;;;;;;;;;
374;1;-22.713.341.396.301.900;-47.628.468.442.708.200;5.432.821.044.921.870;2025-04-23T14:20:16Z;;;;;;;;;;;;;;;;;;;;
375;1;-22.713.420.940.563.000;-47.628.466.011.956.300;5.437.628.173.828.120;2025-04-23T14:20:21Z;;;;;;;;;;;;;;;;;;;;
376;1;-2.271.346.285.007.890;-47.628.538.180.142.600;5.437.628.173.828.120;2025-04-23T14:20:26Z;;;;;;;;;;;;;;;;;;;;
377;1;-2.271.344.575.099.640;-47.628.629.542.887.200;5.437.628.173.828.120;2025-04-23T14:20:31Z;;;;;;;;;;;;;;;;;;;;
378;1;-22.713.379.450.142.300;-47.628.661.310.300.200;5.432.821.044.921.870;2025-04-23T14:20:36Z;;;;;;;;;;;;;;;;;;;;
379;1;-22.713.304.683.566.000;-47.628.612.527.623.700;542.801.513.671.875;2025-04-23T14:20:41Z;;;;;;;;;;;;;;;;;;;;
380;1;-22.713.290.601.968.700;-47.628.519.153.222.400;5.437.628.173.828.120;2025-04-23T14:20:46Z;;;;;;;;;;;;;;;;;;;;
381;1;-22.713.358.663.022.500;-47.628.455.450.758.300;5.432.821.044.921.870;2025-04-23T14:20:51Z;;;;;;;;;;;;;;;;;;;;
382;1;-22.713.435.273.617.500;-4.762.847.363.948.820;5.432.821.044.921.870;2025-04-23T14:20:56Z;;;;;;;;;;;;;;;;;;;;
383;1;-22.713.471.734.896.300;-47.628.554.441.034.700;5.432.821.044.921.870;2025-04-23T14:21:01Z;;;;;;;;;;;;;;;;;;;;
384;1;-2.271.343.988.366.420;-47.628.637.589.514.200;542.801.513.671.875;2025-04-23T14:21:06Z;;;;;;;;;;;;;;;;;;;;
385;1;-2.271.337.098.442.010;-47.628.654.185.682.500;542.801.513.671.875;2025-04-23T14:21:11Z;;;;;;;;;;;;;;;;;;;;
386;1;-22.713.303.174.823.500;-4.762.859.140.522.770;5.418.402.099.609.370;2025-04-23T14:21:16Z;;;;;;;;;;;;;;;;;;;;
387;1;-22.713.306.024.670.600;-47.628.506.328.910.500;5.423.209.228.515.620;2025-04-23T14:21:21Z;;;;;;;;;;;;;;;;;;;;
388;1;-22.713.377.606.123.600;-47.628.462.072.461.800;5.423.209.228.515.620;2025-04-23T14:21:26Z;;;;;;;;;;;;;;;;;;;;
389;1;-22.713.454.300.537.700;-47.628.496.438.264.800;5.423.209.228.515.620;2025-04-23T14:21:31Z;;;;;;;;;;;;;;;;;;;;
390;1;-2.271.347.944.624.720;-4.762.857.866.473.490;5.423.209.228.515.620;2025-04-23T14:21:36Z;;;;;;;;;;;;;;;;;;;;
391;1;-22.713.433.597.236.800;-47.628.648.653.626.400;542.801.513.671.875;2025-04-23T14:21:41Z;;;;;;;;;;;;;;;;;;;;
392;1;-22.713.353.047.147.300;-47.628.651.587.292.500;5.423.209.228.515.620;2025-04-23T14:21:46Z;;;;;;;;;;;;;;;;;;;;
393;1;-22.713.295.631.110.600;-47.628.582.352.772.300;542.801.513.671.875;2025-04-23T14:21:51Z;;;;;;;;;;;;;;;;;;;;
394;1;-22.713.310.550.898.300;-4.762.849.610.298.870;542.801.513.671.875;2025-04-23T14:21:56Z;;;;;;;;;;;;;;;;;;;;
395;1;-22.713.368.637.487.200;-47.628.455.869.853.400;542.801.513.671.875;2025-04-23T14:22:01Z;;;;;;;;;;;;;;;;;;;;
396;1;-22.713.420.605.286.900;-4.762.846.140.190.950;5.432.821.044.921.870;2025-04-23T14:22:06Z;;;;;;;;;;;;;;;;;;;;
397;1;-22.713.448.014.110.300;-47.628.495.516.255.400;542.801.513.671.875;2025-04-23T14:22:11Z;;;;;;;;;;;;;;;;;;;;
398;1;-22.713.465.867.564.000;-47.628.526.948.392.300;542.801.513.671.875;2025-04-23T14:22:16Z;;;;;;;;;;;;;;;;;;;;
399;1;-22.713.460.922.241.200;-47.628.562.990.576.000;542.801.513.671.875;2025-04-23T14:22:21Z;;;;;;;;;;;;;;;;;;;;
400;1;-22.713.454.300.537.700;-47.628.603.558.987.300;542.801.513.671.875;2025-04-23T14:22:26Z;;;;;;;;;;;;;;;;;;;;
401;1;-22.713.446.253.910.600;-47.628.633.650.019.700;542.801.513.671.875;2025-04-23T14:22:31Z;;;;;;;;;;;;;;;;;;;;
402;1;-22.713.428.903.371.000;-47.628.652.341.663.800;542.801.513.671.875;2025-04-23T14:22:36Z;;;;;;;;;;;;;;;;;;;;
403;1;-22.713.394.872.844.200;-47.628.657.203.167.600;5.418.402.099.609.370;2025-04-23T14:22:41Z;;;;;;;;;;;;;;;;;;;;
404;1;-22.713.362.015.783.700;-47.628.651.419.654.400;5.413.594.970.703.120;2025-04-23T14:22:46Z;;;;;;;;;;;;;;;;;;;;
405;1;-22.713.364.195.078.600;-47.628.641.445.189.700;5.418.402.099.609.370;2025-04-23T14:22:51Z;;;;;;;;;;;;;;;;;;;;
406;1;-22.713.364.446.535.700;-47.628.641.277.551.600;5.418.402.099.609.370;2025-04-23T14:22:56Z;;;;;;;;;;;;;;;;;;;;
407;1;-22.713.364.362.716.600;-47.628.641.026.094.500;5.418.402.099.609.370;2025-04-23T14:23:01Z;;;;;;;;;;;;;;;;;;;;
408;1;-22.713.364.362.716.600;-47.628.641.109.913.500;5.418.402.099.609.370;2025-04-23T14:23:06Z;;;;;;;;;;;;;;;;;;;;
409;1;-22.713.364.278.897.600;-47.628.641.109.913.500;5.418.402.099.609.370;2025-04-23T14:23:11Z;;;;;;;;;;;;;;;;;;;;
410;1;-22.713.364.278.897.600;-47.628.641.193.732.600;5.418.402.099.609.370;2025-04-23T14:23:16Z;;;;;;;;;;;;;;;;;;;;
411;1;-2.271.336.411.125.950;-47.628.641.277.551.600;5.418.402.099.609.370;2025-04-23T14:23:21Z;;;;;;;;;;;;;;;;;;;;
412;1;-22.713.364.027.440.500;-47.628.641.109.913.500;5.418.402.099.609.370;2025-04-23T14:23:26Z;;;;;;;;;;;;;;;;;;;;
413;1;-22.713.363.943.621.500;-47.628.641.193.732.600;5.418.402.099.609.370;2025-04-23T14:23:31Z;;;;;;;;;;;;;;;;;;;;
414;1;-22.713.363.859.802.400;-47.628.641.361.370.600;5.413.594.970.703.120;2025-04-23T14:23:36Z;;;;;;;;;;;;;;;;;;;;
415;1;-22.713.363.775.983.400;-47.628.641.445.189.700;5.418.402.099.609.370;2025-04-23T14:23:41Z;;;;;;;;;;;;;;;;;;;;
416;1;-22.713.363.775.983.400;-47.628.641.529.008.700;5.413.594.970.703.120;2025-04-23T14:23:46Z;;;;;;;;;;;;;;;;;;;;
417;1;-22.713.363.859.802.400;-47.628.641.612.827.700;5.413.594.970.703.120;2025-04-23T14:23:51Z;;;;;;;;;;;;;;;;;;;;
418;1;-22.713.363.859.802.400;-47.628.641.529.008.700;5.413.594.970.703.120;2025-04-23T14:23:56Z;;;;;;;;;;;;;;;;;;;;
419;1;-22.713.363.943.621.500;-47.628.641.361.370.600;5.413.594.970.703.120;2025-04-23T14:24:01Z;;;;;;;;;;;;;;;;;;;;
